Start (s),End (s),Scientific name,Common name,Confidence,ID,Year,Month,Day,Time,Latitude,Longitude,Elevation,Habitant
168,171,trochalopteron variegatum,variegated laughingthrush,0.9142,psl5,2024,6,4,6,33.143385,76.44997,3244,1
174,177,phylloscopus occipitalis,western crowned warbler,0.9675,psl5,2024,6,4,6,33.143385,76.44997,3244,1
177,180,phylloscopus occipitalis,western crowned warbler,0.7373,psl5,2024,6,4,6,33.143385,76.44997,3244,1
177,180,phylloscopus tytleri,tytler's leaf warbler,0.6397,psl5,2024,6,4,6,33.143385,76.44997,3244,1
186,189,phylloscopus occipitalis,western crowned warbler,0.5989,psl5,2024,6,4,6,33.143385,76.44997,3244,1
195,198,luscinia phaenicuroides,white-bellied redstart,0.5739,psl5,2024,6,4,6,33.143385,76.44997,3244,1
201,204,phylloscopus occipitalis,western crowned warbler,0.9912,psl5,2024,6,4,6,33.143385,76.44997,3244,1
204,207,trochalopteron variegatum,variegated laughingthrush,0.6313,psl5,2024,6,4,6,33.143385,76.44997,3244,1
210,213,phylloscopus occipitalis,western crowned warbler,0.6349,psl5,2024,6,4,6,33.143385,76.44997,3244,1
213,216,phylloscopus occipitalis,western crowned warbler,0.8821,psl5,2024,6,4,6,33.143385,76.44997,3244,1
216,219,trochalopteron variegatum,variegated laughingthrush,0.7628,psl5,2024,6,4,6,33.143385,76.44997,3244,1
219,222,phylloscopus occipitalis,western crowned warbler,0.8963,psl5,2024,6,4,6,33.143385,76.44997,3244,1
222,225,luscinia phaenicuroides,white-bellied redstart,0.7146,psl5,2024,6,4,6,33.143385,76.44997,3244,1
228,231,phylloscopus occipitalis,western crowned warbler,0.5539,psl5,2024,6,4,6,33.143385,76.44997,3244,1
243,246,phylloscopus occipitalis,western crowned warbler,0.5186,psl5,2024,6,4,6,33.143385,76.44997,3244,1
246,249,trochalopteron variegatum,variegated laughingthrush,0.646,psl5,2024,6,4,6,33.143385,76.44997,3244,1
246,249,phylloscopus occipitalis,western crowned warbler,0.5023,psl5,2024,6,4,6,33.143385,76.44997,3244,1
252,255,trochalopteron variegatum,variegated laughingthrush,0.5434,psl5,2024,6,4,6,33.143385,76.44997,3244,1
261,264,phylloscopus occipitalis,western crowned warbler,0.7458,psl5,2024,6,4,6,33.143385,76.44997,3244,1
261,264,phylloscopus tytleri,tytler's leaf warbler,0.5874,psl5,2024,6,4,6,33.143385,76.44997,3244,1
267,270,phylloscopus occipitalis,western crowned warbler,0.8395,psl5,2024,6,4,6,33.143385,76.44997,3244,1
273,276,phylloscopus occipitalis,western crowned warbler,0.5382,psl5,2024,6,4,6,33.143385,76.44997,3244,1
276,279,phylloscopus occipitalis,western crowned warbler,0.8976,psl5,2024,6,4,6,33.143385,76.44997,3244,1
279,282,trochalopteron variegatum,variegated laughingthrush,0.9206,psl5,2024,6,4,6,33.143385,76.44997,3244,1
282,285,phylloscopus occipitalis,western crowned warbler,0.514,psl5,2024,6,4,6,33.143385,76.44997,3244,1
288,291,trochalopteron variegatum,variegated laughingthrush,0.545,psl5,2024,6,4,6,33.143385,76.44997,3244,1
291,294,phylloscopus occipitalis,western crowned warbler,0.8516,psl5,2024,6,4,6,33.143385,76.44997,3244,1
294,297,phylloscopus occipitalis,western crowned warbler,0.9416,psl5,2024,6,4,6,33.143385,76.44997,3244,1
297,300,phylloscopus occipitalis,western crowned warbler,0.6471,psl5,2024,6,4,6,33.143385,76.44997,3244,1
300,303,phylloscopus occipitalis,western crowned warbler,0.9517,psl5,2024,6,4,6,33.143385,76.44997,3244,1
300,303,trochalopteron variegatum,variegated laughingthrush,0.7667,psl5,2024,6,4,6,33.143385,76.44997,3244,1
303,306,phylloscopus occipitalis,western crowned warbler,0.8549,psl5,2024,6,4,6,33.143385,76.44997,3244,1
306,309,phylloscopus occipitalis,western crowned warbler,0.8946,psl5,2024,6,4,6,33.143385,76.44997,3244,1
306,309,phylloscopus tytleri,tytler's leaf warbler,0.5583,psl5,2024,6,4,6,33.143385,76.44997,3244,1
309,312,phylloscopus occipitalis,western crowned warbler,0.9708,psl5,2024,6,4,6,33.143385,76.44997,3244,1
312,315,phylloscopus occipitalis,western crowned warbler,0.611,psl5,2024,6,4,6,33.143385,76.44997,3244,1
315,318,phylloscopus occipitalis,western crowned warbler,0.9744,psl5,2024,6,4,6,33.143385,76.44997,3244,1
318,321,phylloscopus occipitalis,western crowned warbler,0.8627,psl5,2024,6,4,6,33.143385,76.44997,3244,1
318,321,trochalopteron variegatum,variegated laughingthrush,0.5854,psl5,2024,6,4,6,33.143385,76.44997,3244,1
321,324,phylloscopus occipitalis,western crowned warbler,0.9187,psl5,2024,6,4,6,33.143385,76.44997,3244,1
324,327,phylloscopus occipitalis,western crowned warbler,0.9883,psl5,2024,6,4,6,33.143385,76.44997,3244,1
327,330,phylloscopus occipitalis,western crowned warbler,0.8646,psl5,2024,6,4,6,33.143385,76.44997,3244,1
330,333,phylloscopus occipitalis,western crowned warbler,0.8946,psl5,2024,6,4,6,33.143385,76.44997,3244,1
333,336,phylloscopus occipitalis,western crowned warbler,0.9928,psl5,2024,6,4,6,33.143385,76.44997,3244,1
339,342,phylloscopus occipitalis,western crowned warbler,0.6583,psl5,2024,6,4,6,33.143385,76.44997,3244,1
342,345,phylloscopus occipitalis,western crowned warbler,0.8728,psl5,2024,6,4,6,33.143385,76.44997,3244,1
345,348,trochalopteron variegatum,variegated laughingthrush,0.517,psl5,2024,6,4,6,33.143385,76.44997,3244,1
348,351,phylloscopus occipitalis,western crowned warbler,0.9519,psl5,2024,6,4,6,33.143385,76.44997,3244,1
351,354,phylloscopus occipitalis,western crowned warbler,0.8034,psl5,2024,6,4,6,33.143385,76.44997,3244,1
354,357,phylloscopus occipitalis,western crowned warbler,0.6163,psl5,2024,6,4,6,33.143385,76.44997,3244,1
360,363,phylloscopus occipitalis,western crowned warbler,0.5562,psl5,2024,6,4,6,33.143385,76.44997,3244,1
363,366,phylloscopus occipitalis,western crowned warbler,0.6611,psl5,2024,6,4,6,33.143385,76.44997,3244,1
366,369,phylloscopus occipitalis,western crowned warbler,0.6279,psl5,2024,6,4,6,33.143385,76.44997,3244,1
369,372,phylloscopus occipitalis,western crowned warbler,0.635,psl5,2024,6,4,6,33.143385,76.44997,3244,1
381,384,phylloscopus occipitalis,western crowned warbler,0.555,psl5,2024,6,4,6,33.143385,76.44997,3244,1
384,387,phylloscopus occipitalis,western crowned warbler,0.9714,psl5,2024,6,4,6,33.143385,76.44997,3244,1
390,393,phylloscopus occipitalis,western crowned warbler,0.7176,psl5,2024,6,4,6,33.143385,76.44997,3244,1
396,399,phylloscopus occipitalis,western crowned warbler,0.5995,psl5,2024,6,4,6,33.143385,76.44997,3244,1
399,402,luscinia phaenicuroides,white-bellied redstart,0.7118,psl5,2024,6,4,6,33.143385,76.44997,3244,1
417,420,trochalopteron variegatum,variegated laughingthrush,0.9611,psl5,2024,6,4,6,33.143385,76.44997,3244,1
429,432,trochalopteron variegatum,variegated laughingthrush,0.8318,psl5,2024,6,4,6,33.143385,76.44997,3244,1
438,441,phylloscopus occipitalis,western crowned warbler,0.9972,psl5,2024,6,4,6,33.143385,76.44997,3244,1
441,444,phylloscopus occipitalis,western crowned warbler,0.8409,psl5,2024,6,4,6,33.143385,76.44997,3244,1
444,447,phylloscopus occipitalis,western crowned warbler,0.9741,psl5,2024,6,4,6,33.143385,76.44997,3244,1
447,450,phylloscopus occipitalis,western crowned warbler,0.8198,psl5,2024,6,4,6,33.143385,76.44997,3244,1
450,453,phylloscopus occipitalis,western crowned warbler,0.9677,psl5,2024,6,4,6,33.143385,76.44997,3244,1
456,459,phylloscopus occipitalis,western crowned warbler,0.8563,psl5,2024,6,4,6,33.143385,76.44997,3244,1
471,474,luscinia phaenicuroides,white-bellied redstart,0.9268,psl5,2024,6,4,6,33.143385,76.44997,3244,1
522,525,luscinia phaenicuroides,white-bellied redstart,0.6946,psl5,2024,6,4,6,33.143385,76.44997,3244,1
561,564,luscinia phaenicuroides,white-bellied redstart,0.5641,psl5,2024,6,4,6,33.143385,76.44997,3244,1
768,771,phylloscopus occipitalis,western crowned warbler,0.7903,psl5,2024,6,4,6,33.143385,76.44997,3244,1
798,801,luscinia phaenicuroides,white-bellied redstart,0.5723,psl5,2024,6,4,6,33.143385,76.44997,3244,1
813,816,luscinia phaenicuroides,white-bellied redstart,0.5601,psl5,2024,6,4,6,33.143385,76.44997,3244,1
36,39,phylloscopus occipitalis,western crowned warbler,0.7081,psl5,2024,6,4,7,33.143385,76.44997,3244,1
87,90,tringa erythropus,spotted redshank,0.672,psl5,2024,6,4,7,33.143385,76.44997,3244,0
369,372,phylloscopus occipitalis,western crowned warbler,0.7863,psl5,2024,6,4,7,33.143385,76.44997,3244,1
468,471,phylloscopus occipitalis,western crowned warbler,0.6759,psl5,2024,6,4,7,33.143385,76.44997,3244,1
477,480,phylloscopus occipitalis,western crowned warbler,0.6072,psl5,2024,6,4,7,33.143385,76.44997,3244,1
483,486,phylloscopus occipitalis,western crowned warbler,0.6658,psl5,2024,6,4,7,33.143385,76.44997,3244,1
486,489,phylloscopus occipitalis,western crowned warbler,0.5796,psl5,2024,6,4,7,33.143385,76.44997,3244,1
495,498,phylloscopus occipitalis,western crowned warbler,0.8,psl5,2024,6,4,7,33.143385,76.44997,3244,1
501,504,phylloscopus occipitalis,western crowned warbler,0.7394,psl5,2024,6,4,7,33.143385,76.44997,3244,1
504,507,phylloscopus occipitalis,western crowned warbler,0.6027,psl5,2024,6,4,7,33.143385,76.44997,3244,1
507,510,phylloscopus occipitalis,western crowned warbler,0.5508,psl5,2024,6,4,7,33.143385,76.44997,3244,1
528,531,phylloscopus occipitalis,western crowned warbler,0.6191,psl5,2024,6,4,7,33.143385,76.44997,3244,1
531,534,phylloscopus occipitalis,western crowned warbler,0.599,psl5,2024,6,4,7,33.143385,76.44997,3244,1
543,546,pyrrhula pyrrhula,eurasian bullfinch,0.6895,psl5,2024,6,4,7,33.143385,76.44997,3244,0
552,555,phylloscopus occipitalis,western crowned warbler,0.5465,psl5,2024,6,4,7,33.143385,76.44997,3244,1
555,558,phylloscopus occipitalis,western crowned warbler,0.8209,psl5,2024,6,4,7,33.143385,76.44997,3244,1
558,561,phylloscopus occipitalis,western crowned warbler,0.5009,psl5,2024,6,4,7,33.143385,76.44997,3244,1
633,636,phylloscopus occipitalis,western crowned warbler,0.5348,psl5,2024,6,4,7,33.143385,76.44997,3244,1
639,642,phylloscopus occipitalis,western crowned warbler,0.9433,psl5,2024,6,4,7,33.143385,76.44997,3244,1
642,645,phylloscopus occipitalis,western crowned warbler,0.5354,psl5,2024,6,4,7,33.143385,76.44997,3244,1
789,792,phylloscopus occipitalis,western crowned warbler,0.7468,psl5,2024,6,4,7,33.143385,76.44997,3244,1
801,804,phylloscopus occipitalis,western crowned warbler,0.6999,psl5,2024,6,4,7,33.143385,76.44997,3244,1
825,828,protonotaria citrea,prothonotary warbler,0.523,psl5,2024,6,4,7,33.143385,76.44997,3244,0
855,858,phylloscopus occipitalis,western crowned warbler,0.5988,psl5,2024,6,4,7,33.143385,76.44997,3244,1
873,876,phylloscopus occipitalis,western crowned warbler,0.5422,psl5,2024,6,4,7,33.143385,76.44997,3244,1
6,9,phylloscopus occipitalis,western crowned warbler,0.6303,psl5,2024,6,5,5,33.143385,76.44997,3244,1
21,24,phylloscopus occipitalis,western crowned warbler,0.5177,psl5,2024,6,5,5,33.143385,76.44997,3244,1
36,39,phylloscopus occipitalis,western crowned warbler,0.6444,psl5,2024,6,5,5,33.143385,76.44997,3244,1
42,45,phylloscopus occipitalis,western crowned warbler,0.75,psl5,2024,6,5,5,33.143385,76.44997,3244,1
57,60,phylloscopus occipitalis,western crowned warbler,0.6946,psl5,2024,6,5,5,33.143385,76.44997,3244,1
66,69,phylloscopus occipitalis,western crowned warbler,0.5701,psl5,2024,6,5,5,33.143385,76.44997,3244,1
69,72,phylloscopus tytleri,tytler's leaf warbler,0.6593,psl5,2024,6,5,5,33.143385,76.44997,3244,1
78,81,phylloscopus tytleri,tytler's leaf warbler,0.5699,psl5,2024,6,5,5,33.143385,76.44997,3244,1
78,81,phylloscopus occipitalis,western crowned warbler,0.5395,psl5,2024,6,5,5,33.143385,76.44997,3244,1
204,207,larvivora brunnea,indian blue robin,0.5975,psl5,2024,6,5,5,33.143385,76.44997,3244,1
237,240,phylloscopus occipitalis,western crowned warbler,0.5227,psl5,2024,6,5,5,33.143385,76.44997,3244,1
282,285,phylloscopus occipitalis,western crowned warbler,0.5961,psl5,2024,6,5,5,33.143385,76.44997,3244,1
288,291,phylloscopus occipitalis,western crowned warbler,0.5994,psl5,2024,6,5,5,33.143385,76.44997,3244,1
297,300,phylloscopus occipitalis,western crowned warbler,0.6075,psl5,2024,6,5,5,33.143385,76.44997,3244,1
309,312,phylloscopus occipitalis,western crowned warbler,0.5186,psl5,2024,6,5,5,33.143385,76.44997,3244,1
324,327,phylloscopus occipitalis,western crowned warbler,0.6229,psl5,2024,6,5,5,33.143385,76.44997,3244,1
369,372,phylloscopus occipitalis,western crowned warbler,0.6675,psl5,2024,6,5,5,33.143385,76.44997,3244,1
378,381,phylloscopus occipitalis,western crowned warbler,0.6322,psl5,2024,6,5,5,33.143385,76.44997,3244,1
414,417,phylloscopus occipitalis,western crowned warbler,0.6269,psl5,2024,6,5,5,33.143385,76.44997,3244,1
420,423,phylloscopus occipitalis,western crowned warbler,0.5806,psl5,2024,6,5,5,33.143385,76.44997,3244,1
423,426,phylloscopus occipitalis,western crowned warbler,0.6208,psl5,2024,6,5,5,33.143385,76.44997,3244,1
426,429,phylloscopus occipitalis,western crowned warbler,0.8787,psl5,2024,6,5,5,33.143385,76.44997,3244,1
429,432,phylloscopus occipitalis,western crowned warbler,0.8762,psl5,2024,6,5,5,33.143385,76.44997,3244,1
432,435,phylloscopus occipitalis,western crowned warbler,0.7128,psl5,2024,6,5,5,33.143385,76.44997,3244,1
435,438,phylloscopus occipitalis,western crowned warbler,0.9543,psl5,2024,6,5,5,33.143385,76.44997,3244,1
438,441,phylloscopus occipitalis,western crowned warbler,0.7686,psl5,2024,6,5,5,33.143385,76.44997,3244,1
441,444,phylloscopus occipitalis,western crowned warbler,0.9208,psl5,2024,6,5,5,33.143385,76.44997,3244,1
444,447,phylloscopus occipitalis,western crowned warbler,0.7775,psl5,2024,6,5,5,33.143385,76.44997,3244,1
447,450,phylloscopus occipitalis,western crowned warbler,0.9564,psl5,2024,6,5,5,33.143385,76.44997,3244,1
450,453,phylloscopus occipitalis,western crowned warbler,0.9105,psl5,2024,6,5,5,33.143385,76.44997,3244,1
459,462,phylloscopus occipitalis,western crowned warbler,0.7155,psl5,2024,6,5,5,33.143385,76.44997,3244,1
468,471,phylloscopus occipitalis,western crowned warbler,0.6312,psl5,2024,6,5,5,33.143385,76.44997,3244,1
474,477,phylloscopus occipitalis,western crowned warbler,0.8837,psl5,2024,6,5,5,33.143385,76.44997,3244,1
477,480,phylloscopus occipitalis,western crowned warbler,0.5704,psl5,2024,6,5,5,33.143385,76.44997,3244,1
480,483,phylloscopus occipitalis,western crowned warbler,0.9632,psl5,2024,6,5,5,33.143385,76.44997,3244,1
483,486,phylloscopus occipitalis,western crowned warbler,0.9744,psl5,2024,6,5,5,33.143385,76.44997,3244,1
486,489,phylloscopus occipitalis,western crowned warbler,0.7967,psl5,2024,6,5,5,33.143385,76.44997,3244,1
489,492,phylloscopus occipitalis,western crowned warbler,0.8823,psl5,2024,6,5,5,33.143385,76.44997,3244,1
492,495,phylloscopus occipitalis,western crowned warbler,0.5321,psl5,2024,6,5,5,33.143385,76.44997,3244,1
495,498,phylloscopus occipitalis,western crowned warbler,0.6875,psl5,2024,6,5,5,33.143385,76.44997,3244,1
498,501,phylloscopus occipitalis,western crowned warbler,0.8864,psl5,2024,6,5,5,33.143385,76.44997,3244,1
501,504,phylloscopus occipitalis,western crowned warbler,0.8775,psl5,2024,6,5,5,33.143385,76.44997,3244,1
510,513,phylloscopus occipitalis,western crowned warbler,0.5748,psl5,2024,6,5,5,33.143385,76.44997,3244,1
513,516,phylloscopus occipitalis,western crowned warbler,0.5324,psl5,2024,6,5,5,33.143385,76.44997,3244,1
516,519,phylloscopus occipitalis,western crowned warbler,0.7927,psl5,2024,6,5,5,33.143385,76.44997,3244,1
522,525,phylloscopus occipitalis,western crowned warbler,0.8382,psl5,2024,6,5,5,33.143385,76.44997,3244,1
525,528,phylloscopus occipitalis,western crowned warbler,0.887,psl5,2024,6,5,5,33.143385,76.44997,3244,1
531,534,phylloscopus occipitalis,western crowned warbler,0.528,psl5,2024,6,5,5,33.143385,76.44997,3244,1
543,546,phylloscopus occipitalis,western crowned warbler,0.7704,psl5,2024,6,5,5,33.143385,76.44997,3244,1
549,552,phylloscopus occipitalis,western crowned warbler,0.7696,psl5,2024,6,5,5,33.143385,76.44997,3244,1
558,561,phylloscopus occipitalis,western crowned warbler,0.7274,psl5,2024,6,5,5,33.143385,76.44997,3244,1
561,564,phylloscopus occipitalis,western crowned warbler,0.5653,psl5,2024,6,5,5,33.143385,76.44997,3244,1
576,579,phylloscopus occipitalis,western crowned warbler,0.7695,psl5,2024,6,5,5,33.143385,76.44997,3244,1
579,582,phylloscopus tytleri,tytler's leaf warbler,0.7599,psl5,2024,6,5,5,33.143385,76.44997,3244,1
579,582,luscinia phaenicuroides,white-bellied redstart,0.7106,psl5,2024,6,5,5,33.143385,76.44997,3244,1
582,585,phylloscopus occipitalis,western crowned warbler,0.6404,psl5,2024,6,5,5,33.143385,76.44997,3244,1
591,594,phylloscopus occipitalis,western crowned warbler,0.5328,psl5,2024,6,5,5,33.143385,76.44997,3244,1
594,597,luscinia phaenicuroides,white-bellied redstart,0.7458,psl5,2024,6,5,5,33.143385,76.44997,3244,1
600,603,phylloscopus tytleri,tytler's leaf warbler,0.6887,psl5,2024,6,5,5,33.143385,76.44997,3244,1
600,603,luscinia phaenicuroides,white-bellied redstart,0.677,psl5,2024,6,5,5,33.143385,76.44997,3244,1
603,606,phylloscopus occipitalis,western crowned warbler,0.6565,psl5,2024,6,5,5,33.143385,76.44997,3244,1
606,609,luscinia phaenicuroides,white-bellied redstart,0.541,psl5,2024,6,5,5,33.143385,76.44997,3244,1
609,612,luscinia phaenicuroides,white-bellied redstart,0.6018,psl5,2024,6,5,5,33.143385,76.44997,3244,1
615,618,phylloscopus occipitalis,western crowned warbler,0.5898,psl5,2024,6,5,5,33.143385,76.44997,3244,1
627,630,phylloscopus tytleri,tytler's leaf warbler,0.659,psl5,2024,6,5,5,33.143385,76.44997,3244,1
633,636,luscinia phaenicuroides,white-bellied redstart,0.9162,psl5,2024,6,5,5,33.143385,76.44997,3244,1
633,636,phylloscopus occipitalis,western crowned warbler,0.5598,psl5,2024,6,5,5,33.143385,76.44997,3244,1
639,642,luscinia phaenicuroides,white-bellied redstart,0.9823,psl5,2024,6,5,5,33.143385,76.44997,3244,1
642,645,phylloscopus occipitalis,western crowned warbler,0.7723,psl5,2024,6,5,5,33.143385,76.44997,3244,1
645,648,luscinia phaenicuroides,white-bellied redstart,0.6879,psl5,2024,6,5,5,33.143385,76.44997,3244,1
648,651,luscinia phaenicuroides,white-bellied redstart,0.7541,psl5,2024,6,5,5,33.143385,76.44997,3244,1
654,657,phylloscopus tytleri,tytler's leaf warbler,0.7362,psl5,2024,6,5,5,33.143385,76.44997,3244,1
654,657,phylloscopus occipitalis,western crowned warbler,0.6487,psl5,2024,6,5,5,33.143385,76.44997,3244,1
657,660,luscinia phaenicuroides,white-bellied redstart,0.8705,psl5,2024,6,5,5,33.143385,76.44997,3244,1
657,660,phylloscopus occipitalis,western crowned warbler,0.7943,psl5,2024,6,5,5,33.143385,76.44997,3244,1
660,663,luscinia phaenicuroides,white-bellied redstart,0.9874,psl5,2024,6,5,5,33.143385,76.44997,3244,1
666,669,luscinia phaenicuroides,white-bellied redstart,0.6167,psl5,2024,6,5,5,33.143385,76.44997,3244,1
669,672,luscinia phaenicuroides,white-bellied redstart,0.9802,psl5,2024,6,5,5,33.143385,76.44997,3244,1
669,672,phylloscopus tytleri,tytler's leaf warbler,0.6536,psl5,2024,6,5,5,33.143385,76.44997,3244,1
675,678,phylloscopus occipitalis,western crowned warbler,0.9534,psl5,2024,6,5,5,33.143385,76.44997,3244,1
678,681,phylloscopus occipitalis,western crowned warbler,0.7715,psl5,2024,6,5,5,33.143385,76.44997,3244,1
678,681,luscinia phaenicuroides,white-bellied redstart,0.5911,psl5,2024,6,5,5,33.143385,76.44997,3244,1
681,684,phylloscopus occipitalis,western crowned warbler,0.5907,psl5,2024,6,5,5,33.143385,76.44997,3244,1
684,687,phylloscopus occipitalis,western crowned warbler,0.6829,psl5,2024,6,5,5,33.143385,76.44997,3244,1
687,690,phylloscopus occipitalis,western crowned warbler,0.9124,psl5,2024,6,5,5,33.143385,76.44997,3244,1
690,693,phylloscopus occipitalis,western crowned warbler,0.8007,psl5,2024,6,5,5,33.143385,76.44997,3244,1
693,696,phylloscopus occipitalis,western crowned warbler,0.7911,psl5,2024,6,5,5,33.143385,76.44997,3244,1
699,702,phylloscopus occipitalis,western crowned warbler,0.8766,psl5,2024,6,5,5,33.143385,76.44997,3244,1
702,705,phylloscopus occipitalis,western crowned warbler,0.9446,psl5,2024,6,5,5,33.143385,76.44997,3244,1
705,708,phylloscopus occipitalis,western crowned warbler,0.7636,psl5,2024,6,5,5,33.143385,76.44997,3244,1
708,711,phylloscopus occipitalis,western crowned warbler,0.6154,psl5,2024,6,5,5,33.143385,76.44997,3244,1
711,714,phylloscopus occipitalis,western crowned warbler,0.7779,psl5,2024,6,5,5,33.143385,76.44997,3244,1
714,717,phylloscopus occipitalis,western crowned warbler,0.8917,psl5,2024,6,5,5,33.143385,76.44997,3244,1
720,723,phylloscopus occipitalis,western crowned warbler,0.9763,psl5,2024,6,5,5,33.143385,76.44997,3244,1
723,726,phylloscopus occipitalis,western crowned warbler,0.9821,psl5,2024,6,5,5,33.143385,76.44997,3244,1
726,729,phylloscopus occipitalis,western crowned warbler,0.8696,psl5,2024,6,5,5,33.143385,76.44997,3244,1
729,732,phylloscopus occipitalis,western crowned warbler,0.8912,psl5,2024,6,5,5,33.143385,76.44997,3244,1
732,735,phylloscopus occipitalis,western crowned warbler,0.8554,psl5,2024,6,5,5,33.143385,76.44997,3244,1
738,741,phylloscopus occipitalis,western crowned warbler,0.6208,psl5,2024,6,5,5,33.143385,76.44997,3244,1
741,744,phylloscopus occipitalis,western crowned warbler,0.7128,psl5,2024,6,5,5,33.143385,76.44997,3244,1
744,747,phylloscopus occipitalis,western crowned warbler,0.9303,psl5,2024,6,5,5,33.143385,76.44997,3244,1
747,750,phylloscopus occipitalis,western crowned warbler,0.9344,psl5,2024,6,5,5,33.143385,76.44997,3244,1
750,753,phylloscopus occipitalis,western crowned warbler,0.9634,psl5,2024,6,5,5,33.143385,76.44997,3244,1
753,756,phylloscopus occipitalis,western crowned warbler,0.9187,psl5,2024,6,5,5,33.143385,76.44997,3244,1
756,759,phylloscopus occipitalis,western crowned warbler,0.8455,psl5,2024,6,5,5,33.143385,76.44997,3244,1
759,762,phylloscopus occipitalis,western crowned warbler,0.9855,psl5,2024,6,5,5,33.143385,76.44997,3244,1
762,765,phylloscopus occipitalis,western crowned warbler,0.974,psl5,2024,6,5,5,33.143385,76.44997,3244,1
765,768,phylloscopus occipitalis,western crowned warbler,0.9989,psl5,2024,6,5,5,33.143385,76.44997,3244,1
768,771,phylloscopus occipitalis,western crowned warbler,0.9253,psl5,2024,6,5,5,33.143385,76.44997,3244,1
768,771,phylloscopus tytleri,tytler's leaf warbler,0.6797,psl5,2024,6,5,5,33.143385,76.44997,3244,1
771,774,phylloscopus occipitalis,western crowned warbler,0.7484,psl5,2024,6,5,5,33.143385,76.44997,3244,1
771,774,phylloscopus tytleri,tytler's leaf warbler,0.5256,psl5,2024,6,5,5,33.143385,76.44997,3244,1
774,777,phylloscopus occipitalis,western crowned warbler,0.9965,psl5,2024,6,5,5,33.143385,76.44997,3244,1
777,780,phylloscopus occipitalis,western crowned warbler,0.9907,psl5,2024,6,5,5,33.143385,76.44997,3244,1
780,783,phylloscopus occipitalis,western crowned warbler,0.9932,psl5,2024,6,5,5,33.143385,76.44997,3244,1
780,783,phylloscopus tytleri,tytler's leaf warbler,0.7023,psl5,2024,6,5,5,33.143385,76.44997,3244,1
783,786,phylloscopus occipitalis,western crowned warbler,0.9633,psl5,2024,6,5,5,33.143385,76.44997,3244,1
786,789,phylloscopus occipitalis,western crowned warbler,0.9963,psl5,2024,6,5,5,33.143385,76.44997,3244,1
789,792,phylloscopus occipitalis,western crowned warbler,0.9076,psl5,2024,6,5,5,33.143385,76.44997,3244,1
792,795,phylloscopus occipitalis,western crowned warbler,0.7446,psl5,2024,6,5,5,33.143385,76.44997,3244,1
795,798,phylloscopus occipitalis,western crowned warbler,0.9659,psl5,2024,6,5,5,33.143385,76.44997,3244,1
798,801,phylloscopus occipitalis,western crowned warbler,0.9573,psl5,2024,6,5,5,33.143385,76.44997,3244,1
801,804,phylloscopus occipitalis,western crowned warbler,0.9815,psl5,2024,6,5,5,33.143385,76.44997,3244,1
804,807,phylloscopus occipitalis,western crowned warbler,0.9576,psl5,2024,6,5,5,33.143385,76.44997,3244,1
807,810,phylloscopus occipitalis,western crowned warbler,0.9751,psl5,2024,6,5,5,33.143385,76.44997,3244,1
810,813,phylloscopus occipitalis,western crowned warbler,0.882,psl5,2024,6,5,5,33.143385,76.44997,3244,1
816,819,phylloscopus occipitalis,western crowned warbler,0.9894,psl5,2024,6,5,5,33.143385,76.44997,3244,1
819,822,phylloscopus occipitalis,western crowned warbler,0.5324,psl5,2024,6,5,5,33.143385,76.44997,3244,1
822,825,phylloscopus occipitalis,western crowned warbler,0.9609,psl5,2024,6,5,5,33.143385,76.44997,3244,1
825,828,phylloscopus occipitalis,western crowned warbler,0.962,psl5,2024,6,5,5,33.143385,76.44997,3244,1
828,831,phylloscopus occipitalis,western crowned warbler,0.8718,psl5,2024,6,5,5,33.143385,76.44997,3244,1
831,834,phylloscopus occipitalis,western crowned warbler,0.9309,psl5,2024,6,5,5,33.143385,76.44997,3244,1
834,837,phylloscopus occipitalis,western crowned warbler,0.9461,psl5,2024,6,5,5,33.143385,76.44997,3244,1
837,840,phylloscopus occipitalis,western crowned warbler,0.6992,psl5,2024,6,5,5,33.143385,76.44997,3244,1
840,843,phylloscopus occipitalis,western crowned warbler,0.9194,psl5,2024,6,5,5,33.143385,76.44997,3244,1
843,846,phylloscopus occipitalis,western crowned warbler,0.5592,psl5,2024,6,5,5,33.143385,76.44997,3244,1
849,852,phylloscopus occipitalis,western crowned warbler,0.8849,psl5,2024,6,5,5,33.143385,76.44997,3244,1
855,858,phylloscopus occipitalis,western crowned warbler,0.6736,psl5,2024,6,5,5,33.143385,76.44997,3244,1
861,864,phylloscopus occipitalis,western crowned warbler,0.9342,psl5,2024,6,5,5,33.143385,76.44997,3244,1
864,867,phylloscopus occipitalis,western crowned warbler,0.8723,psl5,2024,6,5,5,33.143385,76.44997,3244,1
867,870,phylloscopus occipitalis,western crowned warbler,0.6987,psl5,2024,6,5,5,33.143385,76.44997,3244,1
876,879,phylloscopus occipitalis,western crowned warbler,0.5594,psl5,2024,6,5,5,33.143385,76.44997,3244,1
882,885,phylloscopus occipitalis,western crowned warbler,0.9441,psl5,2024,6,5,5,33.143385,76.44997,3244,1
885,888,phylloscopus occipitalis,western crowned warbler,0.7596,psl5,2024,6,5,5,33.143385,76.44997,3244,1
888,891,phylloscopus occipitalis,western crowned warbler,0.8642,psl5,2024,6,5,5,33.143385,76.44997,3244,1
891,894,phylloscopus occipitalis,western crowned warbler,0.8416,psl5,2024,6,5,5,33.143385,76.44997,3244,1
