Start (s),End (s),Scientific name,Common name,Confidence,ID,Year,Month,Day,Time,Latitude,Longitude,Elevation,Habitant
858,861,phylloscopus occipitalis,western crowned warbler,0.9079,psl1,2024,6,9,5,33.144554,76.454679,3246,1
861,864,phylloscopus occipitalis,western crowned warbler,0.6724,psl1,2024,6,9,5,33.144554,76.454679,3246,1
870,873,phylloscopus occipitalis,western crowned warbler,0.6314,psl1,2024,6,9,5,33.144554,76.454679,3246,1
873,876,phylloscopus occipitalis,western crowned warbler,0.9458,psl1,2024,6,9,5,33.144554,76.454679,3246,1
876,879,phylloscopus occipitalis,western crowned warbler,0.5977,psl1,2024,6,9,5,33.144554,76.454679,3246,1
879,882,phylloscopus occipitalis,western crowned warbler,0.8017,psl1,2024,6,9,5,33.144554,76.454679,3246,1
885,888,phylloscopus occipitalis,western crowned warbler,0.8418,psl1,2024,6,9,5,33.144554,76.454679,3246,1
888,891,phylloscopus occipitalis,western crowned warbler,0.663,psl1,2024,6,9,5,33.144554,76.454679,3246,1
891,894,phylloscopus occipitalis,western crowned warbler,0.7491,psl1,2024,6,9,5,33.144554,76.454679,3246,1
894,897,phylloscopus occipitalis,western crowned warbler,0.7267,psl1,2024,6,9,5,33.144554,76.454679,3246,1
66,69,phylloscopus occipitalis,western crowned warbler,0.5178,psl1,2024,6,9,6,33.144554,76.454679,3246,1
69,72,phylloscopus occipitalis,western crowned warbler,0.8779,psl1,2024,6,9,6,33.144554,76.454679,3246,1
87,90,phylloscopus occipitalis,western crowned warbler,0.685,psl1,2024,6,9,6,33.144554,76.454679,3246,1
114,117,phylloscopus occipitalis,western crowned warbler,0.5382,psl1,2024,6,9,6,33.144554,76.454679,3246,1
300,303,larvivora brunnea,indian blue robin,0.5346,psl1,2024,6,9,6,33.144554,76.454679,3246,1
327,330,phylloscopus humei,hume's warbler,0.6333,psl1,2024,6,9,6,33.144554,76.454679,3246,1
339,342,phylloscopus humei,hume's warbler,0.6197,psl1,2024,6,9,6,33.144554,76.454679,3246,1
345,348,larvivora brunnea,indian blue robin,0.676,psl1,2024,6,9,6,33.144554,76.454679,3246,1
378,381,larvivora brunnea,indian blue robin,0.9156,psl1,2024,6,9,6,33.144554,76.454679,3246,1
426,429,larvivora brunnea,indian blue robin,0.5109,psl1,2024,6,9,6,33.144554,76.454679,3246,1
462,465,larvivora brunnea,indian blue robin,0.7775,psl1,2024,6,9,6,33.144554,76.454679,3246,1
519,522,phylloscopus magnirostris,large-billed leaf warbler,0.6074,psl1,2024,6,9,6,33.144554,76.454679,3246,1
579,582,phylloscopus occipitalis,western crowned warbler,0.5797,psl1,2024,6,9,6,33.144554,76.454679,3246,1
651,654,phylloscopus occipitalis,western crowned warbler,0.7074,psl1,2024,6,9,6,33.144554,76.454679,3246,1
657,660,phylloscopus occipitalis,western crowned warbler,0.7073,psl1,2024,6,9,6,33.144554,76.454679,3246,1
669,672,phylloscopus occipitalis,western crowned warbler,0.7423,psl1,2024,6,9,6,33.144554,76.454679,3246,1
678,681,phylloscopus occipitalis,western crowned warbler,0.7012,psl1,2024,6,9,6,33.144554,76.454679,3246,1
687,690,larvivora brunnea,indian blue robin,0.742,psl1,2024,6,9,6,33.144554,76.454679,3246,1
699,702,phylloscopus occipitalis,western crowned warbler,0.525,psl1,2024,6,9,6,33.144554,76.454679,3246,1
723,726,phylloscopus occipitalis,western crowned warbler,0.5523,psl1,2024,6,9,6,33.144554,76.454679,3246,1
726,729,phylloscopus occipitalis,western crowned warbler,0.6914,psl1,2024,6,9,6,33.144554,76.454679,3246,1
741,744,phylloscopus occipitalis,western crowned warbler,0.6794,psl1,2024,6,9,6,33.144554,76.454679,3246,1
744,747,phylloscopus occipitalis,western crowned warbler,0.6668,psl1,2024,6,9,6,33.144554,76.454679,3246,1
747,750,phylloscopus occipitalis,western crowned warbler,0.6463,psl1,2024,6,9,6,33.144554,76.454679,3246,1
753,756,phylloscopus occipitalis,western crowned warbler,0.6291,psl1,2024,6,9,6,33.144554,76.454679,3246,1
780,783,phylloscopus occipitalis,western crowned warbler,0.5175,psl1,2024,6,9,6,33.144554,76.454679,3246,1
813,816,phylloscopus occipitalis,western crowned warbler,0.5279,psl1,2024,6,9,6,33.144554,76.454679,3246,1
816,819,phylloscopus occipitalis,western crowned warbler,0.5257,psl1,2024,6,9,6,33.144554,76.454679,3246,1
822,825,larvivora brunnea,indian blue robin,0.7737,psl1,2024,6,9,6,33.144554,76.454679,3246,1
840,843,phylloscopus occipitalis,western crowned warbler,0.9182,psl1,2024,6,9,6,33.144554,76.454679,3246,1
846,849,phylloscopus occipitalis,western crowned warbler,0.5124,psl1,2024,6,9,6,33.144554,76.454679,3246,1
852,855,larvivora brunnea,indian blue robin,0.5484,psl1,2024,6,9,6,33.144554,76.454679,3246,1
876,879,phylloscopus occipitalis,western crowned warbler,0.524,psl1,2024,6,9,6,33.144554,76.454679,3246,1
885,888,larvivora brunnea,indian blue robin,0.7714,psl1,2024,6,9,6,33.144554,76.454679,3246,1
894,897,phylloscopus occipitalis,western crowned warbler,0.6789,psl1,2024,6,9,6,33.144554,76.454679,3246,1
102,105,phylloscopus occipitalis,western crowned warbler,0.5929,psl1,2024,6,9,7,33.144554,76.454679,3246,1
171,174,phylloscopus occipitalis,western crowned warbler,0.7385,psl1,2024,6,9,7,33.144554,76.454679,3246,1
177,180,phylloscopus occipitalis,western crowned warbler,0.5916,psl1,2024,6,9,7,33.144554,76.454679,3246,1
243,246,phylloscopus occipitalis,western crowned warbler,0.7061,psl1,2024,6,9,7,33.144554,76.454679,3246,1
267,270,phylloscopus humei,hume's warbler,0.9866,psl1,2024,6,9,7,33.144554,76.454679,3246,1
288,291,phylloscopus occipitalis,western crowned warbler,0.525,psl1,2024,6,9,7,33.144554,76.454679,3246,1
492,495,phylloscopus humei,hume's warbler,0.7549,psl1,2024,6,9,7,33.144554,76.454679,3246,1
498,501,phylloscopus humei,hume's warbler,0.9473,psl1,2024,6,9,7,33.144554,76.454679,3246,1
522,525,phylloscopus occipitalis,western crowned warbler,0.9353,psl1,2024,6,9,7,33.144554,76.454679,3246,1
528,531,phylloscopus occipitalis,western crowned warbler,0.9914,psl1,2024,6,9,7,33.144554,76.454679,3246,1
537,540,phylloscopus occipitalis,western crowned warbler,0.8802,psl1,2024,6,9,7,33.144554,76.454679,3246,1
540,543,phylloscopus humei,hume's warbler,0.9039,psl1,2024,6,9,7,33.144554,76.454679,3246,1
549,552,phylloscopus humei,hume's warbler,0.7038,psl1,2024,6,9,7,33.144554,76.454679,3246,1
558,561,phylloscopus humei,hume's warbler,0.7123,psl1,2024,6,9,7,33.144554,76.454679,3246,1
576,579,phylloscopus humei,hume's warbler,0.8419,psl1,2024,6,9,7,33.144554,76.454679,3246,1
618,621,phylloscopus nitidus,green warbler,0.6682,psl1,2024,6,9,7,33.144554,76.454679,3246,0
630,633,larvivora brunnea,indian blue robin,0.5629,psl1,2024,6,9,7,33.144554,76.454679,3246,1
636,639,phylloscopus reguloides,blyth's leaf warbler,0.6392,psl1,2024,6,9,7,33.144554,76.454679,3246,0
642,645,phylloscopus reguloides,blyth's leaf warbler,0.57,psl1,2024,6,9,7,33.144554,76.454679,3246,0
657,660,trochalopteron variegatum,variegated laughingthrush,0.6186,psl1,2024,6,9,7,33.144554,76.454679,3246,1
672,675,phylloscopus reguloides,blyth's leaf warbler,0.5213,psl1,2024,6,9,7,33.144554,76.454679,3246,0
687,690,trochalopteron variegatum,variegated laughingthrush,0.5506,psl1,2024,6,9,7,33.144554,76.454679,3246,1
717,720,trochalopteron variegatum,variegated laughingthrush,0.9672,psl1,2024,6,9,7,33.144554,76.454679,3246,1
729,732,trochalopteron variegatum,variegated laughingthrush,0.9702,psl1,2024,6,9,7,33.144554,76.454679,3246,1
735,738,trochalopteron variegatum,variegated laughingthrush,0.641,psl1,2024,6,9,7,33.144554,76.454679,3246,1
738,741,trochalopteron variegatum,variegated laughingthrush,0.9054,psl1,2024,6,9,7,33.144554,76.454679,3246,1
741,744,trochalopteron variegatum,variegated laughingthrush,0.7616,psl1,2024,6,9,7,33.144554,76.454679,3246,1
747,750,trochalopteron variegatum,variegated laughingthrush,0.562,psl1,2024,6,9,7,33.144554,76.454679,3246,1
750,753,trochalopteron variegatum,variegated laughingthrush,0.9217,psl1,2024,6,9,7,33.144554,76.454679,3246,1
753,756,trochalopteron variegatum,variegated laughingthrush,0.5406,psl1,2024,6,9,7,33.144554,76.454679,3246,1
759,762,trochalopteron variegatum,variegated laughingthrush,0.9512,psl1,2024,6,9,7,33.144554,76.454679,3246,1
762,765,trochalopteron variegatum,variegated laughingthrush,0.8912,psl1,2024,6,9,7,33.144554,76.454679,3246,1
768,771,trochalopteron variegatum,variegated laughingthrush,0.9131,psl1,2024,6,9,7,33.144554,76.454679,3246,1
774,777,trochalopteron variegatum,variegated laughingthrush,0.9293,psl1,2024,6,9,7,33.144554,76.454679,3246,1
777,780,trochalopteron variegatum,variegated laughingthrush,0.7445,psl1,2024,6,9,7,33.144554,76.454679,3246,1
786,789,trochalopteron variegatum,variegated laughingthrush,0.8293,psl1,2024,6,9,7,33.144554,76.454679,3246,1
789,792,trochalopteron variegatum,variegated laughingthrush,0.9046,psl1,2024,6,9,7,33.144554,76.454679,3246,1
792,795,trochalopteron variegatum,variegated laughingthrush,0.9675,psl1,2024,6,9,7,33.144554,76.454679,3246,1
798,801,trochalopteron variegatum,variegated laughingthrush,0.8657,psl1,2024,6,9,7,33.144554,76.454679,3246,1
801,804,trochalopteron variegatum,variegated laughingthrush,0.8496,psl1,2024,6,9,7,33.144554,76.454679,3246,1
804,807,trochalopteron variegatum,variegated laughingthrush,0.6824,psl1,2024,6,9,7,33.144554,76.454679,3246,1
810,813,trochalopteron variegatum,variegated laughingthrush,0.5257,psl1,2024,6,9,7,33.144554,76.454679,3246,1
825,828,trochalopteron variegatum,variegated laughingthrush,0.631,psl1,2024,6,9,7,33.144554,76.454679,3246,1
876,879,trochalopteron variegatum,variegated laughingthrush,0.5009,psl1,2024,6,9,7,33.144554,76.454679,3246,1
882,885,trochalopteron variegatum,variegated laughingthrush,0.6325,psl1,2024,6,9,7,33.144554,76.454679,3246,1
885,888,trochalopteron variegatum,variegated laughingthrush,0.5793,psl1,2024,6,9,7,33.144554,76.454679,3246,1
3,6,phylloscopus occipitalis,western crowned warbler,0.5637,psl1,2024,6,10,5,33.144554,76.454679,3246,1
6,9,phylloscopus occipitalis,western crowned warbler,0.8094,psl1,2024,6,10,5,33.144554,76.454679,3246,1
15,18,phylloscopus occipitalis,western crowned warbler,0.8224,psl1,2024,6,10,5,33.144554,76.454679,3246,1
27,30,phylloscopus occipitalis,western crowned warbler,0.7226,psl1,2024,6,10,5,33.144554,76.454679,3246,1
30,33,phylloscopus occipitalis,western crowned warbler,0.6966,psl1,2024,6,10,5,33.144554,76.454679,3246,1
33,36,phylloscopus occipitalis,western crowned warbler,0.5643,psl1,2024,6,10,5,33.144554,76.454679,3246,1
42,45,phylloscopus occipitalis,western crowned warbler,0.7671,psl1,2024,6,10,5,33.144554,76.454679,3246,1
45,48,phylloscopus occipitalis,western crowned warbler,0.6056,psl1,2024,6,10,5,33.144554,76.454679,3246,1
51,54,phylloscopus occipitalis,western crowned warbler,0.6596,psl1,2024,6,10,5,33.144554,76.454679,3246,1
51,54,phylloscopus tytleri,tytler's leaf warbler,0.6078,psl1,2024,6,10,5,33.144554,76.454679,3246,1
57,60,phylloscopus tytleri,tytler's leaf warbler,0.5324,psl1,2024,6,10,5,33.144554,76.454679,3246,1
66,69,phylloscopus occipitalis,western crowned warbler,0.6369,psl1,2024,6,10,5,33.144554,76.454679,3246,1
84,87,phylloscopus occipitalis,western crowned warbler,0.5312,psl1,2024,6,10,5,33.144554,76.454679,3246,1
93,96,phylloscopus occipitalis,western crowned warbler,0.6999,psl1,2024,6,10,5,33.144554,76.454679,3246,1
105,108,phylloscopus occipitalis,western crowned warbler,0.5356,psl1,2024,6,10,5,33.144554,76.454679,3246,1
135,138,phylloscopus occipitalis,western crowned warbler,0.6708,psl1,2024,6,10,5,33.144554,76.454679,3246,1
138,141,luscinia phaenicuroides,white-bellied redstart,0.7056,psl1,2024,6,10,5,33.144554,76.454679,3246,1
138,141,phylloscopus tytleri,tytler's leaf warbler,0.6755,psl1,2024,6,10,5,33.144554,76.454679,3246,1
141,144,phylloscopus occipitalis,western crowned warbler,0.5026,psl1,2024,6,10,5,33.144554,76.454679,3246,1
153,156,phylloscopus tytleri,tytler's leaf warbler,0.5313,psl1,2024,6,10,5,33.144554,76.454679,3246,1
156,159,luscinia phaenicuroides,white-bellied redstart,0.7773,psl1,2024,6,10,5,33.144554,76.454679,3246,1
162,165,phylloscopus occipitalis,western crowned warbler,0.5596,psl1,2024,6,10,5,33.144554,76.454679,3246,1
177,180,phylloscopus tytleri,tytler's leaf warbler,0.6187,psl1,2024,6,10,5,33.144554,76.454679,3246,1
180,183,luscinia phaenicuroides,white-bellied redstart,0.6009,psl1,2024,6,10,5,33.144554,76.454679,3246,1
198,201,luscinia phaenicuroides,white-bellied redstart,0.5526,psl1,2024,6,10,5,33.144554,76.454679,3246,1
213,216,phylloscopus occipitalis,western crowned warbler,0.6478,psl1,2024,6,10,5,33.144554,76.454679,3246,1
222,225,phylloscopus occipitalis,western crowned warbler,0.6673,psl1,2024,6,10,5,33.144554,76.454679,3246,1
228,231,phylloscopus occipitalis,western crowned warbler,0.7913,psl1,2024,6,10,5,33.144554,76.454679,3246,1
231,234,phylloscopus occipitalis,western crowned warbler,0.785,psl1,2024,6,10,5,33.144554,76.454679,3246,1
234,237,phylloscopus occipitalis,western crowned warbler,0.5458,psl1,2024,6,10,5,33.144554,76.454679,3246,1
237,240,phylloscopus occipitalis,western crowned warbler,0.977,psl1,2024,6,10,5,33.144554,76.454679,3246,1
240,243,phylloscopus occipitalis,western crowned warbler,0.7603,psl1,2024,6,10,5,33.144554,76.454679,3246,1
243,246,phylloscopus occipitalis,western crowned warbler,0.7884,psl1,2024,6,10,5,33.144554,76.454679,3246,1
246,249,phylloscopus occipitalis,western crowned warbler,0.739,psl1,2024,6,10,5,33.144554,76.454679,3246,1
249,252,phylloscopus occipitalis,western crowned warbler,0.7847,psl1,2024,6,10,5,33.144554,76.454679,3246,1
255,258,phylloscopus occipitalis,western crowned warbler,0.6264,psl1,2024,6,10,5,33.144554,76.454679,3246,1
258,261,phylloscopus occipitalis,western crowned warbler,0.6027,psl1,2024,6,10,5,33.144554,76.454679,3246,1
264,267,phylloscopus occipitalis,western crowned warbler,0.6428,psl1,2024,6,10,5,33.144554,76.454679,3246,1
267,270,phylloscopus occipitalis,western crowned warbler,0.5289,psl1,2024,6,10,5,33.144554,76.454679,3246,1
273,276,phylloscopus occipitalis,western crowned warbler,0.8386,psl1,2024,6,10,5,33.144554,76.454679,3246,1
276,279,phylloscopus occipitalis,western crowned warbler,0.7761,psl1,2024,6,10,5,33.144554,76.454679,3246,1
279,282,phylloscopus occipitalis,western crowned warbler,0.51,psl1,2024,6,10,5,33.144554,76.454679,3246,1
282,285,phylloscopus occipitalis,western crowned warbler,0.8373,psl1,2024,6,10,5,33.144554,76.454679,3246,1
285,288,phylloscopus occipitalis,western crowned warbler,0.8392,psl1,2024,6,10,5,33.144554,76.454679,3246,1
288,291,phylloscopus occipitalis,western crowned warbler,0.8463,psl1,2024,6,10,5,33.144554,76.454679,3246,1
288,291,phylloscopus tytleri,tytler's leaf warbler,0.5751,psl1,2024,6,10,5,33.144554,76.454679,3246,1
291,294,phylloscopus occipitalis,western crowned warbler,0.8926,psl1,2024,6,10,5,33.144554,76.454679,3246,1
294,297,phylloscopus occipitalis,western crowned warbler,0.8945,psl1,2024,6,10,5,33.144554,76.454679,3246,1
300,303,phylloscopus occipitalis,western crowned warbler,0.8277,psl1,2024,6,10,5,33.144554,76.454679,3246,1
303,306,phylloscopus occipitalis,western crowned warbler,0.7536,psl1,2024,6,10,5,33.144554,76.454679,3246,1
306,309,phylloscopus occipitalis,western crowned warbler,0.695,psl1,2024,6,10,5,33.144554,76.454679,3246,1
309,312,phylloscopus occipitalis,western crowned warbler,0.7436,psl1,2024,6,10,5,33.144554,76.454679,3246,1
312,315,phylloscopus occipitalis,western crowned warbler,0.5037,psl1,2024,6,10,5,33.144554,76.454679,3246,1
315,318,phylloscopus tytleri,tytler's leaf warbler,0.6458,psl1,2024,6,10,5,33.144554,76.454679,3246,1
318,321,phylloscopus occipitalis,western crowned warbler,0.8888,psl1,2024,6,10,5,33.144554,76.454679,3246,1
321,324,phylloscopus occipitalis,western crowned warbler,0.6869,psl1,2024,6,10,5,33.144554,76.454679,3246,1
342,345,phylloscopus tytleri,tytler's leaf warbler,0.5193,psl1,2024,6,10,5,33.144554,76.454679,3246,1
357,360,phylloscopus occipitalis,western crowned warbler,0.5773,psl1,2024,6,10,5,33.144554,76.454679,3246,1
363,366,luscinia phaenicuroides,white-bellied redstart,0.5448,psl1,2024,6,10,5,33.144554,76.454679,3246,1
375,378,luscinia phaenicuroides,white-bellied redstart,0.5981,psl1,2024,6,10,5,33.144554,76.454679,3246,1
387,390,luscinia phaenicuroides,white-bellied redstart,0.7073,psl1,2024,6,10,5,33.144554,76.454679,3246,1
387,390,phylloscopus tytleri,tytler's leaf warbler,0.5678,psl1,2024,6,10,5,33.144554,76.454679,3246,1
390,393,phylloscopus occipitalis,western crowned warbler,0.5787,psl1,2024,6,10,5,33.144554,76.454679,3246,1
393,396,phylloscopus occipitalis,western crowned warbler,0.8256,psl1,2024,6,10,5,33.144554,76.454679,3246,1
399,402,luscinia phaenicuroides,white-bellied redstart,0.9352,psl1,2024,6,10,5,33.144554,76.454679,3246,1
402,405,phylloscopus occipitalis,western crowned warbler,0.541,psl1,2024,6,10,5,33.144554,76.454679,3246,1
408,411,phylloscopus occipitalis,western crowned warbler,0.8585,psl1,2024,6,10,5,33.144554,76.454679,3246,1
411,414,phylloscopus occipitalis,western crowned warbler,0.619,psl1,2024,6,10,5,33.144554,76.454679,3246,1
423,426,phylloscopus occipitalis,western crowned warbler,0.8306,psl1,2024,6,10,5,33.144554,76.454679,3246,1
426,429,phylloscopus occipitalis,western crowned warbler,0.5867,psl1,2024,6,10,5,33.144554,76.454679,3246,1
453,456,phylloscopus occipitalis,western crowned warbler,0.5134,psl1,2024,6,10,5,33.144554,76.454679,3246,1
459,462,phylloscopus occipitalis,western crowned warbler,0.7733,psl1,2024,6,10,5,33.144554,76.454679,3246,1
465,468,phylloscopus occipitalis,western crowned warbler,0.9112,psl1,2024,6,10,5,33.144554,76.454679,3246,1
468,471,phylloscopus occipitalis,western crowned warbler,0.9075,psl1,2024,6,10,5,33.144554,76.454679,3246,1
471,474,phylloscopus occipitalis,western crowned warbler,0.5741,psl1,2024,6,10,5,33.144554,76.454679,3246,1
480,483,phylloscopus tytleri,tytler's leaf warbler,0.6033,psl1,2024,6,10,5,33.144554,76.454679,3246,1
483,486,phylloscopus occipitalis,western crowned warbler,0.642,psl1,2024,6,10,5,33.144554,76.454679,3246,1
489,492,phylloscopus occipitalis,western crowned warbler,0.7475,psl1,2024,6,10,5,33.144554,76.454679,3246,1
501,504,phylloscopus occipitalis,western crowned warbler,0.5901,psl1,2024,6,10,5,33.144554,76.454679,3246,1
507,510,phylloscopus occipitalis,western crowned warbler,0.5176,psl1,2024,6,10,5,33.144554,76.454679,3246,1
510,513,phylloscopus tytleri,tytler's leaf warbler,0.7299,psl1,2024,6,10,5,33.144554,76.454679,3246,1
510,513,phylloscopus occipitalis,western crowned warbler,0.6959,psl1,2024,6,10,5,33.144554,76.454679,3246,1
513,516,phylloscopus occipitalis,western crowned warbler,0.5423,psl1,2024,6,10,5,33.144554,76.454679,3246,1
522,525,phylloscopus occipitalis,western crowned warbler,0.8972,psl1,2024,6,10,5,33.144554,76.454679,3246,1
528,531,phylloscopus occipitalis,western crowned warbler,0.514,psl1,2024,6,10,5,33.144554,76.454679,3246,1
531,534,phylloscopus occipitalis,western crowned warbler,0.5125,psl1,2024,6,10,5,33.144554,76.454679,3246,1
534,537,luscinia phaenicuroides,white-bellied redstart,0.6254,psl1,2024,6,10,5,33.144554,76.454679,3246,1
537,540,phylloscopus occipitalis,western crowned warbler,0.6765,psl1,2024,6,10,5,33.144554,76.454679,3246,1
540,543,phylloscopus occipitalis,western crowned warbler,0.8423,psl1,2024,6,10,5,33.144554,76.454679,3246,1
549,552,phylloscopus occipitalis,western crowned warbler,0.9441,psl1,2024,6,10,5,33.144554,76.454679,3246,1
555,558,phylloscopus tytleri,tytler's leaf warbler,0.5044,psl1,2024,6,10,5,33.144554,76.454679,3246,1
558,561,phylloscopus tytleri,tytler's leaf warbler,0.5447,psl1,2024,6,10,5,33.144554,76.454679,3246,1
561,564,luscinia phaenicuroides,white-bellied redstart,0.7498,psl1,2024,6,10,5,33.144554,76.454679,3246,1
585,588,phylloscopus occipitalis,western crowned warbler,0.8557,psl1,2024,6,10,5,33.144554,76.454679,3246,1
588,591,phylloscopus occipitalis,western crowned warbler,0.5556,psl1,2024,6,10,5,33.144554,76.454679,3246,1
597,600,phylloscopus tytleri,tytler's leaf warbler,0.6274,psl1,2024,6,10,5,33.144554,76.454679,3246,1
597,600,phylloscopus occipitalis,western crowned warbler,0.5525,psl1,2024,6,10,5,33.144554,76.454679,3246,1
603,606,phylloscopus occipitalis,western crowned warbler,0.5094,psl1,2024,6,10,5,33.144554,76.454679,3246,1
606,609,phylloscopus tytleri,tytler's leaf warbler,0.5018,psl1,2024,6,10,5,33.144554,76.454679,3246,1
615,618,phylloscopus occipitalis,western crowned warbler,0.7952,psl1,2024,6,10,5,33.144554,76.454679,3246,1
618,621,phylloscopus occipitalis,western crowned warbler,0.5223,psl1,2024,6,10,5,33.144554,76.454679,3246,1
624,627,phylloscopus occipitalis,western crowned warbler,0.5483,psl1,2024,6,10,5,33.144554,76.454679,3246,1
627,630,phylloscopus occipitalis,western crowned warbler,0.5838,psl1,2024,6,10,5,33.144554,76.454679,3246,1
630,633,phylloscopus occipitalis,western crowned warbler,0.6061,psl1,2024,6,10,5,33.144554,76.454679,3246,1
630,633,phylloscopus tytleri,tytler's leaf warbler,0.53,psl1,2024,6,10,5,33.144554,76.454679,3246,1
633,636,phylloscopus tytleri,tytler's leaf warbler,0.5386,psl1,2024,6,10,5,33.144554,76.454679,3246,1
636,639,phylloscopus occipitalis,western crowned warbler,0.832,psl1,2024,6,10,5,33.144554,76.454679,3246,1
648,651,luscinia phaenicuroides,white-bellied redstart,0.5146,psl1,2024,6,10,5,33.144554,76.454679,3246,1
669,672,phylloscopus occipitalis,western crowned warbler,0.6456,psl1,2024,6,10,5,33.144554,76.454679,3246,1
690,693,phylloscopus occipitalis,western crowned warbler,0.5172,psl1,2024,6,10,5,33.144554,76.454679,3246,1
696,699,phylloscopus occipitalis,western crowned warbler,0.8358,psl1,2024,6,10,5,33.144554,76.454679,3246,1
699,702,phylloscopus occipitalis,western crowned warbler,0.8959,psl1,2024,6,10,5,33.144554,76.454679,3246,1
705,708,phylloscopus occipitalis,western crowned warbler,0.9091,psl1,2024,6,10,5,33.144554,76.454679,3246,1
714,717,luscinia phaenicuroides,white-bellied redstart,0.8854,psl1,2024,6,10,5,33.144554,76.454679,3246,1
717,720,phylloscopus occipitalis,western crowned warbler,0.7095,psl1,2024,6,10,5,33.144554,76.454679,3246,1
726,729,phylloscopus occipitalis,western crowned warbler,0.5083,psl1,2024,6,10,5,33.144554,76.454679,3246,1
738,741,phylloscopus occipitalis,western crowned warbler,0.6783,psl1,2024,6,10,5,33.144554,76.454679,3246,1
744,747,luscinia phaenicuroides,white-bellied redstart,0.6921,psl1,2024,6,10,5,33.144554,76.454679,3246,1
747,750,phylloscopus occipitalis,western crowned warbler,0.8389,psl1,2024,6,10,5,33.144554,76.454679,3246,1
747,750,phylloscopus tytleri,tytler's leaf warbler,0.6491,psl1,2024,6,10,5,33.144554,76.454679,3246,1
759,762,phylloscopus occipitalis,western crowned warbler,0.5893,psl1,2024,6,10,5,33.144554,76.454679,3246,1
765,768,phylloscopus occipitalis,western crowned warbler,0.8474,psl1,2024,6,10,5,33.144554,76.454679,3246,1
768,771,phylloscopus occipitalis,western crowned warbler,0.7924,psl1,2024,6,10,5,33.144554,76.454679,3246,1
774,777,phylloscopus occipitalis,western crowned warbler,0.7818,psl1,2024,6,10,5,33.144554,76.454679,3246,1
777,780,phylloscopus occipitalis,western crowned warbler,0.5561,psl1,2024,6,10,5,33.144554,76.454679,3246,1
780,783,phylloscopus occipitalis,western crowned warbler,0.7058,psl1,2024,6,10,5,33.144554,76.454679,3246,1
783,786,phylloscopus occipitalis,western crowned warbler,0.5876,psl1,2024,6,10,5,33.144554,76.454679,3246,1
789,792,phylloscopus occipitalis,western crowned warbler,0.8944,psl1,2024,6,10,5,33.144554,76.454679,3246,1
792,795,phylloscopus occipitalis,western crowned warbler,0.7528,psl1,2024,6,10,5,33.144554,76.454679,3246,1
798,801,phylloscopus occipitalis,western crowned warbler,0.6162,psl1,2024,6,10,5,33.144554,76.454679,3246,1
801,804,phylloscopus tytleri,tytler's leaf warbler,0.501,psl1,2024,6,10,5,33.144554,76.454679,3246,1
810,813,phylloscopus occipitalis,western crowned warbler,0.5387,psl1,2024,6,10,5,33.144554,76.454679,3246,1
822,825,phylloscopus occipitalis,western crowned warbler,0.623,psl1,2024,6,10,5,33.144554,76.454679,3246,1
852,855,phylloscopus occipitalis,western crowned warbler,0.6892,psl1,2024,6,10,5,33.144554,76.454679,3246,1
864,867,luscinia phaenicuroides,white-bellied redstart,0.6161,psl1,2024,6,10,5,33.144554,76.454679,3246,1
882,885,luscinia phaenicuroides,white-bellied redstart,0.7033,psl1,2024,6,10,5,33.144554,76.454679,3246,1
12,15,larvivora brunnea,indian blue robin,0.5839,psl1,2024,6,10,6,33.144554,76.454679,3246,1
39,42,larvivora brunnea,indian blue robin,0.9333,psl1,2024,6,10,6,33.144554,76.454679,3246,1
42,45,larvivora cyane,siberian blue robin,0.6277,psl1,2024,6,10,6,33.144554,76.454679,3246,0
69,72,phylloscopus magnirostris,large-billed leaf warbler,0.7787,psl1,2024,6,10,6,33.144554,76.454679,3246,1
69,72,larvivora brunnea,indian blue robin,0.5086,psl1,2024,6,10,6,33.144554,76.454679,3246,1
93,96,larvivora brunnea,indian blue robin,0.8984,psl1,2024,6,10,6,33.144554,76.454679,3246,1
99,102,phylloscopus reguloides,blyth's leaf warbler,0.5873,psl1,2024,6,10,6,33.144554,76.454679,3246,0
114,117,larvivora brunnea,indian blue robin,0.9919,psl1,2024,6,10,6,33.144554,76.454679,3246,1
189,192,larvivora brunnea,indian blue robin,0.8674,psl1,2024,6,10,6,33.144554,76.454679,3246,1
192,195,larvivora brunnea,indian blue robin,0.571,psl1,2024,6,10,6,33.144554,76.454679,3246,1
216,219,larvivora brunnea,indian blue robin,0.9515,psl1,2024,6,10,6,33.144554,76.454679,3246,1
219,222,larvivora brunnea,indian blue robin,0.9032,psl1,2024,6,10,6,33.144554,76.454679,3246,1
237,240,larvivora brunnea,indian blue robin,0.9489,psl1,2024,6,10,6,33.144554,76.454679,3246,1
273,276,larvivora brunnea,indian blue robin,0.9902,psl1,2024,6,10,6,33.144554,76.454679,3246,1
309,312,larvivora brunnea,indian blue robin,0.855,psl1,2024,6,10,6,33.144554,76.454679,3246,1
330,333,larvivora brunnea,indian blue robin,0.9167,psl1,2024,6,10,6,33.144554,76.454679,3246,1
345,348,larvivora brunnea,indian blue robin,0.5324,psl1,2024,6,10,6,33.144554,76.454679,3246,1
366,369,larvivora brunnea,indian blue robin,0.9983,psl1,2024,6,10,6,33.144554,76.454679,3246,1
393,396,larvivora brunnea,indian blue robin,0.9767,psl1,2024,6,10,6,33.144554,76.454679,3246,1
