,Start (s),End (s),Common name,Confidence,ID,Month,Day,Time,Latitude,Longitude,Elevation,Habitant,Elevation_type,Duration (s)
0,411.0,417.0,himalayan bluetail,0.8589,psh10,6,4,6,33.13514,76.463139,3664,1,high,6.0
1,543.0,549.0,hume's warbler,0.8678,psh10,6,4,6,33.13514,76.463139,3664,1,high,6.0
2,213.0,225.0,buff-barred warbler,0.8405,psh10,6,5,6,33.13514,76.463139,3664,1,high,12.0
3,531.0,537.0,greenish warbler,0.837,psh10,6,6,5,33.13514,76.463139,3664,1,high,6.0
4,432.0,438.0,greenish warbler,0.9591,psh10,6,6,6,33.13514,76.463139,3664,1,high,6.0
5,720.0,726.0,greenish warbler,0.9401,psh10,6,6,6,33.13514,76.463139,3664,1,high,6.0
6,105.0,111.0,buff-barred warbler,0.9538,psh10,6,8,5,33.13514,76.463139,3664,1,high,6.0
7,42.0,51.0,himalayan bluetail,0.8986,psh10,6,9,5,33.13514,76.463139,3664,1,high,9.0
8,204.0,210.0,greenish warbler,0.845,psh10,6,10,6,33.13514,76.463139,3664,1,high,6.0
9,834.0,840.0,variegated laughingthrush,0.9014,psh10,6,10,6,33.13514,76.463139,3664,1,high,6.0
10,882.0,888.0,variegated laughingthrush,0.9447,psh10,6,10,6,33.13514,76.463139,3664,1,high,6.0
11,462.0,480.0,variegated laughingthrush,0.8766,psh10,6,10,7,33.13514,76.463139,3664,1,high,18.0
12,501.0,507.0,variegated laughingthrush,0.891,psh10,6,10,7,33.13514,76.463139,3664,1,high,6.0
13,510.0,519.0,variegated laughingthrush,0.982,psh10,6,10,7,33.13514,76.463139,3664,1,high,9.0
14,555.0,561.0,variegated laughingthrush,0.9808,psh10,6,10,7,33.13514,76.463139,3664,1,high,6.0
15,597.0,603.0,variegated laughingthrush,0.8175,psh10,6,10,7,33.13514,76.463139,3664,1,high,6.0
16,609.0,633.0,variegated laughingthrush,0.9874,psh10,6,10,7,33.13514,76.463139,3664,1,high,24.0
17,54.0,60.0,buff-barred warbler,0.9845,psh10,6,11,5,33.13514,76.463139,3664,1,high,6.0
18,66.0,72.0,buff-barred warbler,0.8867,psh10,6,11,5,33.13514,76.463139,3664,1,high,6.0
19,585.0,591.0,greenish warbler,0.8615,psh10,6,11,5,33.13514,76.463139,3664,1,high,6.0
20,789.0,795.0,buff-barred warbler,0.8225,psh10,7,10,6,33.13514,76.463139,3664,1,high,6.0
21,822.0,828.0,buff-barred warbler,0.8663,psh10,7,10,6,33.13514,76.463139,3664,1,high,6.0
22,129.0,135.0,himalayan bluetail,0.9554,psh10,7,10,7,33.13514,76.463139,3664,1,high,6.0
23,345.0,351.0,himalayan bluetail,0.8127,psh10,7,10,7,33.13514,76.463139,3664,1,high,6.0
24,513.0,519.0,variegated laughingthrush,0.9183,psh10,7,10,7,33.13514,76.463139,3664,1,high,6.0
25,195.0,201.0,tickell's leaf warbler,0.8591,psh10,7,11,6,33.13514,76.463139,3664,1,high,6.0
26,441.0,465.0,hume's warbler,0.8439,psh10,7,11,6,33.13514,76.463139,3664,1,high,24.0
27,813.0,819.0,variegated laughingthrush,0.819,psh1,6,3,5,33.135856,76.45039,3644,1,high,6.0
28,507.0,513.0,greenish warbler,0.8536,psh1,6,3,6,33.135856,76.45039,3644,1,high,6.0
29,6.0,12.0,himalayan bluetail,0.8576,psh2,6,3,6,33.133459,76.450725,3794,1,high,6.0
30,18.0,24.0,himalayan bluetail,0.8624,psh2,6,3,6,33.133459,76.450725,3794,1,high,6.0
31,27.0,36.0,himalayan bluetail,0.9193,psh2,6,3,6,33.133459,76.450725,3794,1,high,9.0
32,759.0,768.0,himalayan bluetail,0.9663,psh2,6,3,6,33.133459,76.450725,3794,1,high,9.0
33,12.0,18.0,himalayan bluetail,0.9736,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
34,21.0,27.0,himalayan bluetail,0.872,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
35,51.0,57.0,himalayan bluetail,0.9802,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
36,60.0,66.0,himalayan bluetail,0.8407,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
37,69.0,75.0,himalayan bluetail,0.9971,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
38,90.0,96.0,himalayan bluetail,0.8232,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
39,120.0,126.0,himalayan bluetail,0.8995,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
40,129.0,138.0,himalayan bluetail,0.979,psh2,6,3,7,33.133459,76.450725,3794,1,high,9.0
41,147.0,153.0,himalayan bluetail,0.8798,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
42,162.0,168.0,himalayan bluetail,0.9341,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
43,231.0,237.0,himalayan bluetail,0.9759,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
44,267.0,273.0,himalayan bluetail,0.8261,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
45,387.0,393.0,rufous-breasted accentor,0.8527,psh2,6,3,7,33.133459,76.450725,3794,1,high,6.0
46,42.0,48.0,rufous-breasted accentor,0.9083,psh2,6,4,5,33.133459,76.450725,3794,1,high,6.0
47,75.0,81.0,rufous-breasted accentor,0.8247,psh2,6,4,5,33.133459,76.450725,3794,1,high,6.0
48,90.0,96.0,rufous-breasted accentor,0.9899,psh2,6,4,5,33.133459,76.450725,3794,1,high,6.0
49,315.0,321.0,rufous-breasted accentor,0.8939,psh2,6,4,5,33.133459,76.450725,3794,1,high,6.0
50,324.0,330.0,rufous-breasted accentor,0.973,psh2,6,4,5,33.133459,76.450725,3794,1,high,6.0
51,795.0,801.0,himalayan bluetail,0.8563,psh2,6,4,5,33.133459,76.450725,3794,1,high,6.0
52,843.0,849.0,himalayan bluetail,0.9758,psh2,6,4,5,33.133459,76.450725,3794,1,high,6.0
53,414.0,420.0,himalayan bluetail,0.9277,psh2,6,4,6,33.133459,76.450725,3794,1,high,6.0
54,429.0,435.0,himalayan bluetail,0.9966,psh2,6,4,6,33.133459,76.450725,3794,1,high,6.0
55,438.0,444.0,himalayan bluetail,0.9027,psh2,6,4,6,33.133459,76.450725,3794,1,high,6.0
56,876.0,882.0,himalayan bluetail,0.9788,psh2,6,4,6,33.133459,76.450725,3794,1,high,6.0
57,891.0,897.0,himalayan bluetail,0.8988,psh2,6,4,6,33.133459,76.450725,3794,1,high,6.0
58,477.0,483.0,himalayan bluetail,0.8117,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
59,528.0,537.0,rufous-breasted accentor,0.9728,psh2,6,4,7,33.133459,76.450725,3794,1,high,9.0
60,555.0,561.0,himalayan bluetail,0.9073,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
61,564.0,570.0,himalayan bluetail,0.9027,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
62,588.0,594.0,himalayan bluetail,0.9713,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
63,606.0,612.0,himalayan bluetail,0.8901,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
64,639.0,645.0,himalayan bluetail,0.9142,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
65,657.0,663.0,himalayan bluetail,0.9698,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
66,666.0,672.0,himalayan bluetail,0.8264,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
67,693.0,699.0,himalayan bluetail,0.9232,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
68,714.0,720.0,himalayan bluetail,0.94,psh2,6,4,7,33.133459,76.450725,3794,1,high,6.0
69,885.0,894.0,himalayan bluetail,0.9894,psh2,6,5,5,33.133459,76.450725,3794,1,high,9.0
70,9.0,15.0,himalayan bluetail,0.9355,psh2,6,5,6,33.133459,76.450725,3794,1,high,6.0
71,45.0,51.0,himalayan bluetail,0.8173,psh2,6,5,6,33.133459,76.450725,3794,1,high,6.0
72,54.0,63.0,himalayan bluetail,0.9267,psh2,6,5,6,33.133459,76.450725,3794,1,high,9.0
73,66.0,72.0,himalayan bluetail,0.9704,psh2,6,5,6,33.133459,76.450725,3794,1,high,6.0
74,336.0,345.0,himalayan bluetail,0.8858,psh2,6,5,6,33.133459,76.450725,3794,1,high,9.0
75,366.0,375.0,himalayan bluetail,0.9395,psh2,6,5,6,33.133459,76.450725,3794,1,high,9.0
76,378.0,387.0,himalayan bluetail,0.9805,psh2,6,5,6,33.133459,76.450725,3794,1,high,9.0
77,408.0,414.0,himalayan bluetail,0.9822,psh2,6,5,6,33.133459,76.450725,3794,1,high,6.0
78,462.0,468.0,himalayan bluetail,0.8579,psh2,6,5,6,33.133459,76.450725,3794,1,high,6.0
79,852.0,858.0,himalayan bluetail,0.8729,psh2,6,5,6,33.133459,76.450725,3794,1,high,6.0
80,3.0,9.0,himalayan bluetail,0.8521,psh2,6,5,7,33.133459,76.450725,3794,1,high,6.0
81,21.0,27.0,himalayan bluetail,0.9794,psh2,6,5,7,33.133459,76.450725,3794,1,high,6.0
82,78.0,87.0,himalayan bluetail,0.8251,psh2,6,5,7,33.133459,76.450725,3794,1,high,9.0
83,129.0,135.0,himalayan bluetail,0.8895,psh2,6,5,7,33.133459,76.450725,3794,1,high,6.0
84,138.0,147.0,himalayan bluetail,0.8877,psh2,6,5,7,33.133459,76.450725,3794,1,high,9.0
85,159.0,165.0,himalayan bluetail,0.9055,psh2,6,5,7,33.133459,76.450725,3794,1,high,6.0
86,732.0,738.0,himalayan bluetail,0.8399,psh2,6,5,7,33.133459,76.450725,3794,1,high,6.0
87,213.0,219.0,himalayan bluetail,0.9592,psh2,6,6,5,33.133459,76.450725,3794,1,high,6.0
88,222.0,228.0,himalayan bluetail,0.9942,psh2,6,6,5,33.133459,76.450725,3794,1,high,6.0
89,246.0,252.0,variegated laughingthrush,0.9649,psh2,6,6,5,33.133459,76.450725,3794,1,high,6.0
90,417.0,423.0,himalayan bluetail,0.9789,psh2,6,6,6,33.133459,76.450725,3794,1,high,6.0
91,432.0,438.0,himalayan bluetail,0.971,psh2,6,6,6,33.133459,76.450725,3794,1,high,6.0
92,501.0,507.0,himalayan bluetail,0.847,psh2,6,6,6,33.133459,76.450725,3794,1,high,6.0
93,528.0,534.0,himalayan bluetail,0.9889,psh2,6,6,6,33.133459,76.450725,3794,1,high,6.0
94,567.0,573.0,himalayan bluetail,0.9935,psh2,6,6,6,33.133459,76.450725,3794,1,high,6.0
95,582.0,588.0,himalayan bluetail,0.9055,psh2,6,6,6,33.133459,76.450725,3794,1,high,6.0
96,675.0,684.0,himalayan bluetail,0.9255,psh2,6,6,6,33.133459,76.450725,3794,1,high,9.0
97,159.0,165.0,rufous-breasted accentor,0.9529,psh2,6,6,7,33.133459,76.450725,3794,1,high,6.0
98,318.0,324.0,rufous-breasted accentor,0.9481,psh2,6,6,7,33.133459,76.450725,3794,1,high,6.0
99,456.0,465.0,rufous-breasted accentor,0.9784,psh2,6,7,5,33.133459,76.450725,3794,1,high,9.0
100,111.0,117.0,himalayan bluetail,0.9164,psh2,6,7,7,33.133459,76.450725,3794,1,high,6.0
101,186.0,192.0,himalayan bluetail,0.8941,psh2,6,7,7,33.133459,76.450725,3794,1,high,6.0
102,0.0,15.0,variegated laughingthrush,0.9376,psh2,6,8,6,33.133459,76.450725,3794,1,high,15.0
103,207.0,216.0,variegated laughingthrush,0.9731,psh2,6,8,6,33.133459,76.450725,3794,1,high,9.0
104,222.0,228.0,variegated laughingthrush,0.9725,psh2,6,8,6,33.133459,76.450725,3794,1,high,6.0
105,240.0,246.0,variegated laughingthrush,0.8939,psh2,6,8,6,33.133459,76.450725,3794,1,high,6.0
106,561.0,567.0,rufous-breasted accentor,0.9827,psh2,6,8,6,33.133459,76.450725,3794,1,high,6.0
107,582.0,588.0,rufous-breasted accentor,0.9853,psh2,6,8,6,33.133459,76.450725,3794,1,high,6.0
108,618.0,627.0,rufous-breasted accentor,0.9918,psh2,6,8,6,33.133459,76.450725,3794,1,high,9.0
109,144.0,150.0,hume's warbler,0.9928,psh2,6,8,7,33.133459,76.450725,3794,1,high,6.0
110,699.0,705.0,rufous-breasted accentor,0.9643,psh2,6,8,7,33.133459,76.450725,3794,1,high,6.0
111,708.0,717.0,rufous-breasted accentor,0.9556,psh2,6,8,7,33.133459,76.450725,3794,1,high,9.0
112,744.0,750.0,rufous-breasted accentor,0.9735,psh2,6,8,7,33.133459,76.450725,3794,1,high,6.0
113,198.0,204.0,himalayan bluetail,0.916,psh2,6,10,6,33.133459,76.450725,3794,1,high,6.0
114,255.0,261.0,himalayan bluetail,0.9446,psh2,6,10,6,33.133459,76.450725,3794,1,high,6.0
115,288.0,294.0,himalayan bluetail,0.9022,psh2,6,10,6,33.133459,76.450725,3794,1,high,6.0
116,363.0,369.0,himalayan bluetail,0.8349,psh2,6,10,6,33.133459,76.450725,3794,1,high,6.0
117,387.0,396.0,himalayan bluetail,0.8657,psh2,6,10,6,33.133459,76.450725,3794,1,high,9.0
118,588.0,594.0,hume's warbler,0.9271,psh2,6,10,6,33.133459,76.450725,3794,1,high,6.0
119,813.0,819.0,himalayan bluetail,0.9079,psh2,6,10,6,33.133459,76.450725,3794,1,high,6.0
120,846.0,852.0,himalayan bluetail,0.9556,psh2,6,10,6,33.133459,76.450725,3794,1,high,6.0
121,93.0,99.0,himalayan bluetail,0.9067,psh2,6,10,7,33.133459,76.450725,3794,1,high,6.0
122,102.0,108.0,himalayan bluetail,0.824,psh2,6,10,7,33.133459,76.450725,3794,1,high,6.0
123,156.0,162.0,himalayan bluetail,0.8821,psh2,6,10,7,33.133459,76.450725,3794,1,high,6.0
124,180.0,189.0,hume's warbler,0.9456,psh2,6,10,7,33.133459,76.450725,3794,1,high,9.0
125,258.0,270.0,hume's warbler,0.8106,psh2,6,10,7,33.133459,76.450725,3794,1,high,12.0
126,540.0,546.0,mistle thrush,0.9551,psh3,6,3,7,33.134408,76.45346,3818,1,high,6.0
127,558.0,564.0,mistle thrush,0.8658,psh3,6,3,7,33.134408,76.45346,3818,1,high,6.0
128,570.0,579.0,mistle thrush,0.9961,psh3,6,3,7,33.134408,76.45346,3818,1,high,9.0
129,606.0,612.0,mistle thrush,0.903,psh3,6,3,7,33.134408,76.45346,3818,1,high,6.0
130,621.0,627.0,mistle thrush,0.8231,psh3,6,3,7,33.134408,76.45346,3818,1,high,6.0
131,708.0,714.0,mistle thrush,0.8277,psh3,6,3,7,33.134408,76.45346,3818,1,high,6.0
132,756.0,774.0,mistle thrush,0.9755,psh3,6,3,7,33.134408,76.45346,3818,1,high,18.0
133,783.0,789.0,mistle thrush,0.9767,psh3,6,3,7,33.134408,76.45346,3818,1,high,6.0
134,795.0,801.0,mistle thrush,0.9779,psh3,6,3,7,33.134408,76.45346,3818,1,high,6.0
135,891.0,897.0,mistle thrush,0.9984,psh3,6,3,7,33.134408,76.45346,3818,1,high,6.0
136,84.0,90.0,himalayan bluetail,0.9574,psh3,6,4,5,33.134408,76.45346,3818,1,high,6.0
137,93.0,108.0,himalayan bluetail,0.964,psh3,6,4,5,33.134408,76.45346,3818,1,high,15.0
138,501.0,507.0,greenish warbler,0.9076,psh3,6,4,5,33.134408,76.45346,3818,1,high,6.0
139,594.0,600.0,variegated laughingthrush,0.9596,psh3,6,4,5,33.134408,76.45346,3818,1,high,6.0
140,885.0,894.0,rufous-breasted accentor,0.9558,psh3,6,4,5,33.134408,76.45346,3818,1,high,9.0
141,177.0,183.0,himalayan monal,0.9014,psh3,6,4,6,33.134408,76.45346,3818,1,high,6.0
142,822.0,828.0,greenish warbler,0.8612,psh3,6,5,6,33.134408,76.45346,3818,1,high,6.0
143,831.0,837.0,greenish warbler,0.8287,psh3,6,5,6,33.134408,76.45346,3818,1,high,6.0
144,423.0,429.0,greenish warbler,0.9053,psh3,6,6,5,33.134408,76.45346,3818,1,high,6.0
145,432.0,438.0,greenish warbler,0.9195,psh3,6,6,5,33.134408,76.45346,3818,1,high,6.0
146,696.0,702.0,himalayan bluetail,0.9858,psh3,6,6,5,33.134408,76.45346,3818,1,high,6.0
147,711.0,717.0,himalayan bluetail,0.9908,psh3,6,6,5,33.134408,76.45346,3818,1,high,6.0
148,141.0,147.0,himalayan monal,0.8201,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
149,150.0,156.0,himalayan monal,0.9899,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
150,186.0,213.0,himalayan monal,0.9268,psh3,6,6,6,33.134408,76.45346,3818,1,high,27.0
151,216.0,225.0,himalayan monal,0.9297,psh3,6,6,6,33.134408,76.45346,3818,1,high,9.0
152,228.0,255.0,himalayan monal,0.8829,psh3,6,6,6,33.134408,76.45346,3818,1,high,27.0
153,258.0,273.0,himalayan monal,0.9846,psh3,6,6,6,33.134408,76.45346,3818,1,high,15.0
154,432.0,438.0,mistle thrush,0.9598,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
155,441.0,447.0,mistle thrush,0.8629,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
156,462.0,468.0,mistle thrush,0.9683,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
157,489.0,495.0,mistle thrush,0.9475,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
158,660.0,666.0,mistle thrush,0.9182,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
159,753.0,762.0,mistle thrush,0.82,psh3,6,6,6,33.134408,76.45346,3818,1,high,9.0
160,843.0,849.0,mistle thrush,0.9122,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
161,870.0,876.0,mistle thrush,0.986,psh3,6,6,6,33.134408,76.45346,3818,1,high,6.0
162,354.0,375.0,hume's warbler,0.9822,psh3,6,6,7,33.134408,76.45346,3818,1,high,21.0
163,378.0,387.0,hume's warbler,0.9352,psh3,6,6,7,33.134408,76.45346,3818,1,high,9.0
164,390.0,405.0,hume's warbler,0.9828,psh3,6,6,7,33.134408,76.45346,3818,1,high,15.0
165,408.0,414.0,hume's warbler,0.9999,psh3,6,6,7,33.134408,76.45346,3818,1,high,6.0
166,417.0,438.0,hume's warbler,1.0,psh3,6,6,7,33.134408,76.45346,3818,1,high,21.0
167,468.0,474.0,hume's warbler,0.9614,psh3,6,6,7,33.134408,76.45346,3818,1,high,6.0
168,384.0,393.0,mistle thrush,0.973,psh3,6,7,5,33.134408,76.45346,3818,1,high,9.0
169,396.0,414.0,mistle thrush,0.9877,psh3,6,7,5,33.134408,76.45346,3818,1,high,18.0
170,417.0,423.0,mistle thrush,0.9751,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
171,435.0,441.0,mistle thrush,0.9946,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
172,444.0,450.0,mistle thrush,0.8432,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
173,456.0,462.0,mistle thrush,0.9446,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
174,480.0,486.0,mistle thrush,0.8721,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
175,489.0,495.0,mistle thrush,0.9945,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
176,567.0,573.0,mistle thrush,0.9971,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
177,576.0,582.0,mistle thrush,0.9976,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
178,597.0,603.0,mistle thrush,0.948,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
179,786.0,801.0,mistle thrush,0.9162,psh3,6,7,5,33.134408,76.45346,3818,1,high,15.0
180,813.0,822.0,mistle thrush,0.9744,psh3,6,7,5,33.134408,76.45346,3818,1,high,9.0
181,831.0,840.0,mistle thrush,0.995,psh3,6,7,5,33.134408,76.45346,3818,1,high,9.0
182,852.0,861.0,mistle thrush,0.9987,psh3,6,7,5,33.134408,76.45346,3818,1,high,9.0
183,882.0,888.0,mistle thrush,0.9812,psh3,6,7,5,33.134408,76.45346,3818,1,high,6.0
184,486.0,492.0,himalayan bluetail,0.8556,psh3,6,8,7,33.134408,76.45346,3818,1,high,6.0
185,606.0,612.0,himalayan bluetail,0.8382,psh3,6,8,7,33.134408,76.45346,3818,1,high,6.0
186,186.0,192.0,himalayan bluetail,0.8529,psh3,6,9,6,33.134408,76.45346,3818,1,high,6.0
187,222.0,228.0,himalayan bluetail,0.8863,psh3,6,9,6,33.134408,76.45346,3818,1,high,6.0
188,237.0,243.0,himalayan bluetail,0.8846,psh3,6,9,6,33.134408,76.45346,3818,1,high,6.0
189,720.0,726.0,greenish warbler,0.8657,psh3,6,9,6,33.134408,76.45346,3818,1,high,6.0
190,735.0,774.0,greenish warbler,0.8531,psh3,6,9,6,33.134408,76.45346,3818,1,high,39.0
191,39.0,45.0,rufous-breasted accentor,0.9834,psh3,6,9,7,33.134408,76.45346,3818,1,high,6.0
192,75.0,81.0,hume's warbler,0.9259,psh3,6,9,7,33.134408,76.45346,3818,1,high,6.0
193,102.0,108.0,hume's warbler,0.9801,psh3,6,9,7,33.134408,76.45346,3818,1,high,6.0
194,258.0,264.0,rufous-breasted accentor,0.8588,psh3,6,9,7,33.134408,76.45346,3818,1,high,6.0
195,267.0,276.0,rufous-breasted accentor,0.8068,psh3,6,9,7,33.134408,76.45346,3818,1,high,9.0
196,102.0,108.0,himalayan bluetail,0.8187,psh3,6,10,5,33.134408,76.45346,3818,1,high,6.0
197,645.0,651.0,himalayan bluetail,0.955,psh3,6,10,5,33.134408,76.45346,3818,1,high,6.0
198,732.0,738.0,rufous-breasted accentor,0.8823,psh3,6,10,5,33.134408,76.45346,3818,1,high,6.0
199,219.0,225.0,himalayan bluetail,0.9481,psh3,6,11,5,33.134408,76.45346,3818,1,high,6.0
200,24.0,30.0,variegated laughingthrush,0.9851,psh3,6,11,6,33.134408,76.45346,3818,1,high,6.0
201,51.0,57.0,variegated laughingthrush,0.9127,psh3,6,11,6,33.134408,76.45346,3818,1,high,6.0
202,105.0,111.0,variegated laughingthrush,0.825,psh3,6,11,6,33.134408,76.45346,3818,1,high,6.0
203,117.0,123.0,variegated laughingthrush,0.9192,psh3,6,11,6,33.134408,76.45346,3818,1,high,6.0
204,135.0,141.0,variegated laughingthrush,0.9222,psh3,6,11,6,33.134408,76.45346,3818,1,high,6.0
205,570.0,576.0,variegated laughingthrush,0.9087,psh3,6,11,6,33.134408,76.45346,3818,1,high,6.0
206,693.0,699.0,himalayan bluetail,0.8488,psh3,6,11,6,33.134408,76.45346,3818,1,high,6.0
207,747.0,753.0,himalayan bluetail,0.9747,psh3,6,12,5,33.134408,76.45346,3818,1,high,6.0
208,858.0,864.0,variegated laughingthrush,0.8765,psh3,6,12,5,33.134408,76.45346,3818,1,high,6.0
209,618.0,627.0,variegated laughingthrush,0.8924,psh3,6,12,6,33.134408,76.45346,3818,1,high,9.0
210,630.0,636.0,variegated laughingthrush,0.9312,psh3,6,12,6,33.134408,76.45346,3818,1,high,6.0
211,639.0,648.0,variegated laughingthrush,0.8556,psh3,6,12,6,33.134408,76.45346,3818,1,high,9.0
212,657.0,666.0,variegated laughingthrush,0.8538,psh3,6,12,6,33.134408,76.45346,3818,1,high,9.0
213,678.0,684.0,variegated laughingthrush,0.8648,psh3,6,12,6,33.134408,76.45346,3818,1,high,6.0
214,696.0,702.0,variegated laughingthrush,0.8656,psh3,6,12,6,33.134408,76.45346,3818,1,high,6.0
215,720.0,726.0,variegated laughingthrush,0.9736,psh3,6,12,6,33.134408,76.45346,3818,1,high,6.0
216,774.0,780.0,greenish warbler,0.8151,psh3,6,12,6,33.134408,76.45346,3818,1,high,6.0
217,24.0,30.0,himalayan bluetail,0.9319,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
218,51.0,57.0,himalayan bluetail,0.9799,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
219,153.0,159.0,himalayan bluetail,0.8601,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
220,189.0,195.0,himalayan bluetail,0.9592,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
221,258.0,264.0,himalayan bluetail,0.9274,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
222,267.0,273.0,himalayan bluetail,0.8405,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
223,330.0,339.0,himalayan bluetail,0.983,psh3,6,13,5,33.134408,76.45346,3818,1,high,9.0
224,585.0,591.0,himalayan bluetail,0.9278,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
225,723.0,729.0,himalayan bluetail,0.9821,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
226,801.0,807.0,variegated laughingthrush,0.9795,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
227,834.0,840.0,variegated laughingthrush,0.8591,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
228,843.0,849.0,variegated laughingthrush,0.9782,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
229,870.0,876.0,variegated laughingthrush,0.9748,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
230,879.0,885.0,variegated laughingthrush,0.9912,psh3,6,13,5,33.134408,76.45346,3818,1,high,6.0
231,57.0,63.0,himalayan bluetail,0.8101,psh3,6,13,6,33.134408,76.45346,3818,1,high,6.0
232,588.0,594.0,himalayan bluetail,0.9276,psh3,6,13,6,33.134408,76.45346,3818,1,high,6.0
233,366.0,372.0,himalayan bluetail,0.9774,psh3,6,13,7,33.134408,76.45346,3818,1,high,6.0
234,756.0,762.0,himalayan bluetail,0.9721,psh3,6,13,7,33.134408,76.45346,3818,1,high,6.0
235,792.0,798.0,himalayan bluetail,0.847,psh3,6,13,7,33.134408,76.45346,3818,1,high,6.0
236,90.0,96.0,himalayan bluetail,0.8234,psh3,6,14,5,33.134408,76.45346,3818,1,high,6.0
237,267.0,273.0,hume's warbler,0.9868,psh3,6,14,5,33.134408,76.45346,3818,1,high,6.0
238,276.0,282.0,greenish warbler,0.9603,psh3,6,14,5,33.134408,76.45346,3818,1,high,6.0
239,354.0,360.0,himalayan bluetail,0.9689,psh3,6,14,5,33.134408,76.45346,3818,1,high,6.0
240,360.0,366.0,hume's warbler,0.8898,psh3,6,14,5,33.134408,76.45346,3818,1,high,6.0
241,366.0,372.0,himalayan bluetail,0.9367,psh3,6,14,6,33.134408,76.45346,3818,1,high,6.0
242,435.0,447.0,himalayan bluetail,0.9599,psh3,6,14,6,33.134408,76.45346,3818,1,high,12.0
243,462.0,468.0,himalayan bluetail,0.9713,psh3,6,14,6,33.134408,76.45346,3818,1,high,6.0
244,477.0,483.0,himalayan bluetail,0.8995,psh3,6,14,6,33.134408,76.45346,3818,1,high,6.0
245,597.0,606.0,himalayan bluetail,0.8225,psh3,6,14,6,33.134408,76.45346,3818,1,high,9.0
246,768.0,774.0,himalayan bluetail,0.9472,psh3,6,14,6,33.134408,76.45346,3818,1,high,6.0
247,15.0,21.0,himalayan bluetail,0.9553,psh3,6,14,7,33.134408,76.45346,3818,1,high,6.0
248,24.0,30.0,himalayan bluetail,0.9168,psh3,6,14,7,33.134408,76.45346,3818,1,high,6.0
249,33.0,39.0,himalayan bluetail,0.9666,psh3,6,14,7,33.134408,76.45346,3818,1,high,6.0
250,324.0,330.0,hume's warbler,0.9998,psh3,6,14,7,33.134408,76.45346,3818,1,high,6.0
251,339.0,345.0,himalayan bluetail,0.9413,psh3,6,14,7,33.134408,76.45346,3818,1,high,6.0
252,354.0,360.0,himalayan bluetail,0.8606,psh3,6,14,7,33.134408,76.45346,3818,1,high,6.0
253,426.0,432.0,himalayan bluetail,0.8794,psh3,6,15,5,33.134408,76.45346,3818,1,high,6.0
254,90.0,96.0,himalayan bluetail,0.8631,psh3,6,15,6,33.134408,76.45346,3818,1,high,6.0
