,Start (s),End (s),Common name,Confidence,ID,Month,Day,Time,Latitude,Longitude,Elevation,Habitant,Elevation_type,Duration (s)
4769,756.0,762.0,western crowned warbler,0.9845,psl2,6,28,7,33.142718,76.456498,3311,1,low,6.0
4770,777.0,783.0,western crowned warbler,0.9697,psl2,6,28,7,33.142718,76.456498,3311,1,low,6.0
4771,786.0,798.0,western crowned warbler,0.98,psl2,6,28,7,33.142718,76.456498,3311,1,low,12.0
4772,813.0,819.0,western crowned warbler,0.8769,psl2,6,28,7,33.142718,76.456498,3311,1,low,6.0
4773,828.0,834.0,western crowned warbler,0.9931,psl2,6,28,7,33.142718,76.456498,3311,1,low,6.0
4774,57.0,63.0,western crowned warbler,0.9768,psl2,6,29,5,33.142718,76.456498,3311,1,low,6.0
4775,96.0,102.0,western crowned warbler,0.9931,psl2,6,29,5,33.142718,76.456498,3311,1,low,6.0
4776,138.0,150.0,western crowned warbler,0.9004,psl2,6,29,5,33.142718,76.456498,3311,1,low,12.0
4777,180.0,186.0,western crowned warbler,0.8535,psl2,6,29,5,33.142718,76.456498,3311,1,low,6.0
4778,297.0,306.0,western crowned warbler,0.9975,psl2,6,29,5,33.142718,76.456498,3311,1,low,9.0
4779,384.0,390.0,western crowned warbler,0.8586,psl2,6,29,5,33.142718,76.456498,3311,1,low,6.0
4780,417.0,426.0,western crowned warbler,0.8934,psl2,6,29,5,33.142718,76.456498,3311,1,low,9.0
4781,501.0,510.0,western crowned warbler,0.9646,psl2,6,29,5,33.142718,76.456498,3311,1,low,9.0
4782,519.0,528.0,western crowned warbler,0.8821,psl2,6,29,5,33.142718,76.456498,3311,1,low,9.0
4783,573.0,582.0,western crowned warbler,0.888,psl2,6,29,5,33.142718,76.456498,3311,1,low,9.0
4784,615.0,624.0,western crowned warbler,0.9345,psl2,6,29,5,33.142718,76.456498,3311,1,low,9.0
4785,633.0,639.0,western crowned warbler,0.867,psl2,6,29,5,33.142718,76.456498,3311,1,low,6.0
4786,744.0,750.0,western crowned warbler,0.9259,psl2,6,29,5,33.142718,76.456498,3311,1,low,6.0
4787,837.0,843.0,western crowned warbler,0.9745,psl2,6,29,5,33.142718,76.456498,3311,1,low,6.0
4788,846.0,858.0,western crowned warbler,0.9885,psl2,6,29,5,33.142718,76.456498,3311,1,low,12.0
4789,894.0,900.0,western crowned warbler,0.9791,psl2,6,29,5,33.142718,76.456498,3311,1,low,6.0
4790,126.0,132.0,western crowned warbler,0.982,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4791,159.0,165.0,western crowned warbler,0.9713,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4792,189.0,195.0,western crowned warbler,0.996,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4793,210.0,216.0,western crowned warbler,0.9749,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4794,321.0,327.0,western crowned warbler,0.9947,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4795,333.0,339.0,western crowned warbler,0.9975,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4796,342.0,351.0,western crowned warbler,0.9663,psl2,6,29,6,33.142718,76.456498,3311,1,low,9.0
4797,357.0,363.0,western crowned warbler,0.9935,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4798,399.0,405.0,western crowned warbler,0.9741,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4799,585.0,591.0,western crowned warbler,0.9307,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4800,600.0,606.0,western crowned warbler,0.9983,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4801,621.0,627.0,western crowned warbler,0.9936,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4802,636.0,642.0,western crowned warbler,0.9938,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4803,645.0,654.0,western crowned warbler,0.9644,psl2,6,29,6,33.142718,76.456498,3311,1,low,9.0
4804,657.0,663.0,western crowned warbler,0.9567,psl2,6,29,6,33.142718,76.456498,3311,1,low,6.0
4805,24.0,36.0,western crowned warbler,0.9142,psl2,6,29,7,33.142718,76.456498,3311,1,low,12.0
4806,45.0,51.0,western crowned warbler,0.9872,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4807,201.0,207.0,western crowned warbler,0.804,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4808,222.0,234.0,western crowned warbler,0.9971,psl2,6,29,7,33.142718,76.456498,3311,1,low,12.0
4809,267.0,273.0,western crowned warbler,0.9791,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4810,276.0,282.0,western crowned warbler,0.9456,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4811,303.0,309.0,western crowned warbler,0.9709,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4812,327.0,336.0,western crowned warbler,0.9657,psl2,6,29,7,33.142718,76.456498,3311,1,low,9.0
4813,345.0,351.0,western crowned warbler,0.9797,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4814,438.0,444.0,western crowned warbler,0.984,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4815,462.0,468.0,western crowned warbler,0.996,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4816,471.0,477.0,western crowned warbler,0.9963,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4817,495.0,501.0,western crowned warbler,0.9923,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4818,534.0,540.0,western crowned warbler,0.9921,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4819,564.0,570.0,western crowned warbler,0.9917,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4820,585.0,591.0,western crowned warbler,0.9463,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4821,597.0,603.0,western crowned warbler,0.9851,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4822,606.0,612.0,western crowned warbler,0.9518,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4823,633.0,639.0,western crowned warbler,0.9845,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4824,792.0,798.0,common rosefinch,0.9104,psl2,6,29,7,33.142718,76.456498,3311,1,low,6.0
4825,144.0,156.0,western crowned warbler,0.9856,psl2,6,30,5,33.142718,76.456498,3311,1,low,12.0
4826,195.0,207.0,western crowned warbler,0.9376,psl2,6,30,5,33.142718,76.456498,3311,1,low,12.0
4827,210.0,228.0,western crowned warbler,0.8331,psl2,6,30,5,33.142718,76.456498,3311,1,low,18.0
4828,294.0,300.0,western crowned warbler,0.9049,psl2,6,30,5,33.142718,76.456498,3311,1,low,6.0
4829,303.0,312.0,western crowned warbler,0.9447,psl2,6,30,5,33.142718,76.456498,3311,1,low,9.0
4830,321.0,333.0,western crowned warbler,0.9691,psl2,6,30,5,33.142718,76.456498,3311,1,low,12.0
4831,357.0,363.0,western crowned warbler,0.9767,psl2,6,30,5,33.142718,76.456498,3311,1,low,6.0
4832,384.0,390.0,western crowned warbler,0.954,psl2,6,30,5,33.142718,76.456498,3311,1,low,6.0
4833,426.0,438.0,western crowned warbler,0.9474,psl2,6,30,5,33.142718,76.456498,3311,1,low,12.0
4834,453.0,462.0,western crowned warbler,0.9718,psl2,6,30,5,33.142718,76.456498,3311,1,low,9.0
4835,813.0,819.0,western crowned warbler,0.9527,psl2,6,30,5,33.142718,76.456498,3311,1,low,6.0
4836,828.0,834.0,western crowned warbler,0.978,psl2,6,30,5,33.142718,76.456498,3311,1,low,6.0
4837,855.0,861.0,western crowned warbler,0.9947,psl2,6,30,5,33.142718,76.456498,3311,1,low,6.0
4838,885.0,897.0,western crowned warbler,0.9574,psl2,6,30,5,33.142718,76.456498,3311,1,low,12.0
4839,36.0,42.0,western crowned warbler,0.9862,psl2,6,30,6,33.142718,76.456498,3311,1,low,6.0
4840,87.0,93.0,western crowned warbler,0.9881,psl2,6,30,6,33.142718,76.456498,3311,1,low,6.0
4841,135.0,144.0,western crowned warbler,0.9928,psl2,6,30,6,33.142718,76.456498,3311,1,low,9.0
4842,342.0,348.0,variegated laughingthrush,0.8477,psl2,6,30,6,33.142718,76.456498,3311,1,low,6.0
4843,3.0,9.0,western crowned warbler,0.9742,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4844,12.0,18.0,western crowned warbler,0.9976,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4845,60.0,66.0,western crowned warbler,0.8972,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4846,72.0,78.0,western crowned warbler,0.997,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4847,141.0,147.0,western crowned warbler,0.9433,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4848,195.0,201.0,western crowned warbler,0.8194,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4849,576.0,582.0,western crowned warbler,0.9713,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4850,585.0,591.0,western crowned warbler,0.8073,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4851,603.0,609.0,western crowned warbler,0.9885,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4852,648.0,654.0,western crowned warbler,0.9891,psl2,6,30,7,33.142718,76.456498,3311,1,low,6.0
4853,255.0,261.0,western crowned warbler,0.8905,psl2,7,1,5,33.142718,76.456498,3311,1,low,6.0
4854,285.0,291.0,western crowned warbler,0.9622,psl2,7,1,5,33.142718,76.456498,3311,1,low,6.0
4855,297.0,303.0,western crowned warbler,0.8613,psl2,7,1,5,33.142718,76.456498,3311,1,low,6.0
4856,306.0,315.0,western crowned warbler,0.9825,psl2,7,1,5,33.142718,76.456498,3311,1,low,9.0
4857,324.0,330.0,western crowned warbler,0.9169,psl2,7,1,5,33.142718,76.456498,3311,1,low,6.0
4858,333.0,342.0,western crowned warbler,0.9305,psl2,7,1,5,33.142718,76.456498,3311,1,low,9.0
4859,366.0,372.0,western crowned warbler,0.9394,psl2,7,1,5,33.142718,76.456498,3311,1,low,6.0
4860,390.0,402.0,western crowned warbler,0.8095,psl2,7,1,5,33.142718,76.456498,3311,1,low,12.0
4861,417.0,429.0,western crowned warbler,0.9899,psl2,7,1,5,33.142718,76.456498,3311,1,low,12.0
4862,510.0,525.0,western crowned warbler,0.8323,psl2,7,1,5,33.142718,76.456498,3311,1,low,15.0
4863,534.0,543.0,western crowned warbler,0.9916,psl2,7,1,5,33.142718,76.456498,3311,1,low,9.0
4864,678.0,684.0,common rosefinch,0.8448,psl2,7,1,5,33.142718,76.456498,3311,1,low,6.0
4865,687.0,693.0,western crowned warbler,0.9683,psl2,7,1,5,33.142718,76.456498,3311,1,low,6.0
4866,837.0,846.0,western crowned warbler,0.9179,psl2,7,1,5,33.142718,76.456498,3311,1,low,9.0
4867,864.0,885.0,western crowned warbler,0.8754,psl2,7,1,5,33.142718,76.456498,3311,1,low,21.0
4868,6.0,12.0,western crowned warbler,0.8805,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4869,195.0,201.0,western crowned warbler,0.9973,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4870,210.0,216.0,western crowned warbler,0.989,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4871,219.0,225.0,western crowned warbler,0.8493,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4872,237.0,243.0,western crowned warbler,0.9941,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4873,249.0,255.0,western crowned warbler,0.981,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4874,381.0,390.0,western crowned warbler,0.9776,psl2,7,1,6,33.142718,76.456498,3311,1,low,9.0
4875,528.0,534.0,western crowned warbler,0.9313,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4876,579.0,585.0,western crowned warbler,0.9977,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4877,600.0,606.0,western crowned warbler,0.9953,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4878,624.0,630.0,western crowned warbler,0.9879,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4879,639.0,645.0,western crowned warbler,0.9892,psl2,7,1,6,33.142718,76.456498,3311,1,low,6.0
4880,63.0,69.0,hume's warbler,0.9863,psl2,7,1,7,33.142718,76.456498,3311,1,low,6.0
4881,72.0,78.0,hume's warbler,0.889,psl2,7,1,7,33.142718,76.456498,3311,1,low,6.0
4882,504.0,522.0,western crowned warbler,0.9759,psl2,7,1,7,33.142718,76.456498,3311,1,low,18.0
4883,201.0,210.0,western crowned warbler,0.8834,psl2,7,2,5,33.142718,76.456498,3311,1,low,9.0
4884,219.0,228.0,western crowned warbler,0.9692,psl2,7,2,5,33.142718,76.456498,3311,1,low,9.0
4885,255.0,267.0,western crowned warbler,0.8443,psl2,7,2,5,33.142718,76.456498,3311,1,low,12.0
4886,279.0,285.0,western crowned warbler,0.962,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4887,288.0,297.0,western crowned warbler,0.9799,psl2,7,2,5,33.142718,76.456498,3311,1,low,9.0
4888,342.0,360.0,western crowned warbler,0.9745,psl2,7,2,5,33.142718,76.456498,3311,1,low,18.0
4889,369.0,375.0,western crowned warbler,0.9758,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4890,378.0,393.0,western crowned warbler,0.9916,psl2,7,2,5,33.142718,76.456498,3311,1,low,15.0
4891,396.0,405.0,western crowned warbler,0.8746,psl2,7,2,5,33.142718,76.456498,3311,1,low,9.0
4892,414.0,420.0,western crowned warbler,0.9709,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4893,453.0,459.0,western crowned warbler,0.9388,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4894,468.0,480.0,western crowned warbler,0.9675,psl2,7,2,5,33.142718,76.456498,3311,1,low,12.0
4895,498.0,504.0,western crowned warbler,0.9066,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4896,516.0,528.0,western crowned warbler,0.9149,psl2,7,2,5,33.142718,76.456498,3311,1,low,12.0
4897,552.0,561.0,western crowned warbler,0.9945,psl2,7,2,5,33.142718,76.456498,3311,1,low,9.0
4898,570.0,579.0,western crowned warbler,0.9866,psl2,7,2,5,33.142718,76.456498,3311,1,low,9.0
4899,582.0,591.0,western crowned warbler,0.9956,psl2,7,2,5,33.142718,76.456498,3311,1,low,9.0
4900,633.0,657.0,western crowned warbler,0.9291,psl2,7,2,5,33.142718,76.456498,3311,1,low,24.0
4901,660.0,666.0,western crowned warbler,0.993,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4902,669.0,675.0,western crowned warbler,0.9703,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4903,714.0,720.0,western crowned warbler,0.9803,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4904,723.0,738.0,western crowned warbler,0.9584,psl2,7,2,5,33.142718,76.456498,3311,1,low,15.0
4905,753.0,759.0,western crowned warbler,0.9822,psl2,7,2,5,33.142718,76.456498,3311,1,low,6.0
4906,0.0,6.0,western crowned warbler,0.9935,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4907,15.0,21.0,western crowned warbler,0.9952,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4908,48.0,54.0,western crowned warbler,0.9954,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4909,87.0,93.0,western crowned warbler,0.9886,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4910,207.0,213.0,western crowned warbler,0.9458,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4911,285.0,291.0,western crowned warbler,0.8777,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4912,543.0,549.0,western crowned warbler,0.9904,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4913,552.0,558.0,western crowned warbler,0.8893,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4914,561.0,567.0,western crowned warbler,0.9806,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4915,606.0,612.0,western crowned warbler,0.9906,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4916,615.0,621.0,western crowned warbler,0.996,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4917,657.0,672.0,western crowned warbler,0.9918,psl2,7,2,6,33.142718,76.456498,3311,1,low,15.0
4918,678.0,684.0,western crowned warbler,0.9895,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4919,687.0,693.0,western crowned warbler,0.9867,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4920,696.0,702.0,western crowned warbler,0.9878,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4921,756.0,762.0,western crowned warbler,0.9497,psl2,7,2,6,33.142718,76.456498,3311,1,low,6.0
4922,33.0,45.0,western crowned warbler,0.8637,psl2,7,2,7,33.142718,76.456498,3311,1,low,12.0
4923,63.0,69.0,western crowned warbler,0.9868,psl2,7,2,7,33.142718,76.456498,3311,1,low,6.0
4924,75.0,81.0,western crowned warbler,0.9942,psl2,7,2,7,33.142718,76.456498,3311,1,low,6.0
4925,456.0,462.0,common rosefinch,0.85,psl2,7,2,7,33.142718,76.456498,3311,1,low,6.0
4926,819.0,828.0,western crowned warbler,0.9535,psl2,7,2,7,33.142718,76.456498,3311,1,low,9.0
4927,36.0,51.0,western crowned warbler,0.8214,psl2,7,3,5,33.142718,76.456498,3311,1,low,15.0
4928,306.0,312.0,western crowned warbler,0.9837,psl2,7,3,5,33.142718,76.456498,3311,1,low,6.0
4929,315.0,321.0,western crowned warbler,0.947,psl2,7,3,5,33.142718,76.456498,3311,1,low,6.0
4930,348.0,360.0,western crowned warbler,0.8184,psl2,7,3,5,33.142718,76.456498,3311,1,low,12.0
4931,387.0,396.0,western crowned warbler,0.9121,psl2,7,3,5,33.142718,76.456498,3311,1,low,9.0
4932,234.0,246.0,western crowned warbler,0.8373,psl2,7,3,6,33.142718,76.456498,3311,1,low,12.0
4933,249.0,258.0,western crowned warbler,0.9968,psl2,7,3,6,33.142718,76.456498,3311,1,low,9.0
4934,285.0,291.0,western crowned warbler,0.9983,psl2,7,3,6,33.142718,76.456498,3311,1,low,6.0
4935,306.0,318.0,western crowned warbler,0.993,psl2,7,3,6,33.142718,76.456498,3311,1,low,12.0
4936,399.0,405.0,western crowned warbler,0.9476,psl2,7,3,6,33.142718,76.456498,3311,1,low,6.0
4937,426.0,432.0,western crowned warbler,0.9814,psl2,7,3,6,33.142718,76.456498,3311,1,low,6.0
4938,456.0,462.0,western crowned warbler,0.9913,psl2,7,3,6,33.142718,76.456498,3311,1,low,6.0
4939,474.0,480.0,western crowned warbler,0.9905,psl2,7,3,6,33.142718,76.456498,3311,1,low,6.0
4940,498.0,504.0,western crowned warbler,0.9791,psl2,7,3,6,33.142718,76.456498,3311,1,low,6.0
4941,540.0,546.0,western crowned warbler,0.9749,psl2,7,3,6,33.142718,76.456498,3311,1,low,6.0
4942,3.0,9.0,western crowned warbler,0.9727,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4943,27.0,33.0,western crowned warbler,0.8454,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4944,513.0,519.0,western crowned warbler,0.8269,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4945,591.0,597.0,western crowned warbler,0.9759,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4946,600.0,624.0,western crowned warbler,0.9951,psl2,7,3,7,33.142718,76.456498,3311,1,low,24.0
4947,717.0,735.0,western crowned warbler,0.9995,psl2,7,3,7,33.142718,76.456498,3311,1,low,18.0
4948,765.0,771.0,western crowned warbler,0.9989,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4949,774.0,780.0,western crowned warbler,0.9926,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4950,783.0,789.0,western crowned warbler,0.9945,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4951,798.0,804.0,western crowned warbler,0.9884,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4952,813.0,819.0,western crowned warbler,0.9897,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4953,840.0,846.0,western crowned warbler,0.9626,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4954,867.0,873.0,western crowned warbler,0.974,psl2,7,3,7,33.142718,76.456498,3311,1,low,6.0
4955,654.0,660.0,western crowned warbler,0.9003,psl2,7,4,5,33.142718,76.456498,3311,1,low,6.0
4956,675.0,684.0,western crowned warbler,0.9443,psl2,7,4,5,33.142718,76.456498,3311,1,low,9.0
4957,693.0,699.0,western crowned warbler,0.9871,psl2,7,4,5,33.142718,76.456498,3311,1,low,6.0
4958,702.0,717.0,western crowned warbler,0.9861,psl2,7,4,5,33.142718,76.456498,3311,1,low,15.0
4959,723.0,738.0,western crowned warbler,0.9757,psl2,7,4,5,33.142718,76.456498,3311,1,low,15.0
4960,747.0,762.0,western crowned warbler,0.9869,psl2,7,4,5,33.142718,76.456498,3311,1,low,15.0
4961,771.0,783.0,western crowned warbler,0.962,psl2,7,4,5,33.142718,76.456498,3311,1,low,12.0
4962,798.0,816.0,western crowned warbler,0.9755,psl2,7,4,5,33.142718,76.456498,3311,1,low,18.0
4963,819.0,828.0,western crowned warbler,0.9937,psl2,7,4,5,33.142718,76.456498,3311,1,low,9.0
4964,831.0,843.0,western crowned warbler,0.946,psl2,7,4,5,33.142718,76.456498,3311,1,low,12.0
4965,873.0,879.0,western crowned warbler,0.9835,psl2,7,4,5,33.142718,76.456498,3311,1,low,6.0
4966,891.0,897.0,western crowned warbler,0.9958,psl2,7,4,5,33.142718,76.456498,3311,1,low,6.0
4967,546.0,564.0,western crowned warbler,0.9903,psl2,7,5,5,33.142718,76.456498,3311,1,low,18.0
4968,579.0,591.0,western crowned warbler,0.9331,psl2,7,5,5,33.142718,76.456498,3311,1,low,12.0
4969,630.0,648.0,western crowned warbler,0.9495,psl2,7,5,5,33.142718,76.456498,3311,1,low,18.0
4970,729.0,735.0,western crowned warbler,0.9597,psl2,7,5,5,33.142718,76.456498,3311,1,low,6.0
4971,783.0,789.0,western crowned warbler,0.9592,psl2,7,5,5,33.142718,76.456498,3311,1,low,6.0
4972,810.0,816.0,western crowned warbler,0.8384,psl2,7,5,5,33.142718,76.456498,3311,1,low,6.0
4973,843.0,849.0,western crowned warbler,0.9032,psl2,7,5,5,33.142718,76.456498,3311,1,low,6.0
4974,891.0,900.0,western crowned warbler,0.9238,psl2,7,5,5,33.142718,76.456498,3311,1,low,9.0
4975,12.0,18.0,western crowned warbler,0.9979,psl2,7,5,6,33.142718,76.456498,3311,1,low,6.0
4976,21.0,27.0,western crowned warbler,0.9956,psl2,7,5,6,33.142718,76.456498,3311,1,low,6.0
4977,102.0,108.0,western crowned warbler,0.9459,psl2,7,5,6,33.142718,76.456498,3311,1,low,6.0
4978,624.0,630.0,western crowned warbler,0.9048,psl2,7,5,6,33.142718,76.456498,3311,1,low,6.0
4979,720.0,726.0,western crowned warbler,0.9968,psl2,7,5,6,33.142718,76.456498,3311,1,low,6.0
4980,762.0,768.0,western crowned warbler,0.8943,psl2,7,6,5,33.142718,76.456498,3311,1,low,6.0
4981,849.0,855.0,western crowned warbler,0.9963,psl2,7,6,5,33.142718,76.456498,3311,1,low,6.0
4982,873.0,885.0,western crowned warbler,0.899,psl2,7,6,5,33.142718,76.456498,3311,1,low,12.0
4983,189.0,195.0,western crowned warbler,0.9024,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4984,219.0,225.0,western crowned warbler,0.8186,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4985,255.0,261.0,western crowned warbler,0.9861,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4986,273.0,279.0,western crowned warbler,0.9939,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4987,297.0,303.0,western crowned warbler,0.8829,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4988,669.0,675.0,western crowned warbler,0.8679,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4989,681.0,687.0,western crowned warbler,0.9905,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4990,702.0,708.0,western crowned warbler,0.9968,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4991,714.0,720.0,western crowned warbler,0.9701,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4992,723.0,729.0,western crowned warbler,0.9975,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4993,762.0,768.0,western crowned warbler,0.9913,psl2,7,6,6,33.142718,76.456498,3311,1,low,6.0
4994,180.0,192.0,western crowned warbler,0.9691,psl2,7,6,7,33.142718,76.456498,3311,1,low,12.0
4995,207.0,213.0,western crowned warbler,0.9328,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
4996,216.0,228.0,western crowned warbler,0.993,psl2,7,6,7,33.142718,76.456498,3311,1,low,12.0
4997,237.0,243.0,western crowned warbler,0.9984,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
4998,252.0,258.0,western crowned warbler,0.9616,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
4999,291.0,297.0,western crowned warbler,0.9674,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5000,354.0,360.0,western crowned warbler,0.966,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5001,372.0,378.0,western crowned warbler,0.9937,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5002,381.0,387.0,western crowned warbler,0.9867,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5003,411.0,420.0,western crowned warbler,0.9789,psl2,7,6,7,33.142718,76.456498,3311,1,low,9.0
5004,435.0,441.0,western crowned warbler,0.99,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5005,501.0,507.0,western crowned warbler,0.8977,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5006,549.0,555.0,western crowned warbler,0.9767,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5007,561.0,567.0,western crowned warbler,0.9871,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5008,594.0,600.0,western crowned warbler,0.9248,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5009,615.0,621.0,western crowned warbler,0.9595,psl2,7,6,7,33.142718,76.456498,3311,1,low,6.0
5010,114.0,120.0,variegated laughingthrush,0.9975,psl2,7,7,5,33.142718,76.456498,3311,1,low,6.0
5011,129.0,138.0,variegated laughingthrush,0.8517,psl2,7,7,5,33.142718,76.456498,3311,1,low,9.0
5012,171.0,177.0,variegated laughingthrush,0.8541,psl2,7,7,5,33.142718,76.456498,3311,1,low,6.0
5013,180.0,192.0,variegated laughingthrush,0.8409,psl2,7,7,5,33.142718,76.456498,3311,1,low,12.0
5014,195.0,201.0,variegated laughingthrush,0.8818,psl2,7,7,5,33.142718,76.456498,3311,1,low,6.0
5015,216.0,225.0,variegated laughingthrush,0.9418,psl2,7,7,5,33.142718,76.456498,3311,1,low,9.0
5016,228.0,234.0,variegated laughingthrush,0.8995,psl2,7,7,5,33.142718,76.456498,3311,1,low,6.0
5017,237.0,246.0,variegated laughingthrush,0.9597,psl2,7,7,5,33.142718,76.456498,3311,1,low,9.0
5018,276.0,282.0,variegated laughingthrush,0.8466,psl2,7,7,5,33.142718,76.456498,3311,1,low,6.0
5019,249.0,255.0,western crowned warbler,0.9931,psl2,7,7,6,33.142718,76.456498,3311,1,low,6.0
5020,273.0,279.0,western crowned warbler,0.9759,psl2,7,7,6,33.142718,76.456498,3311,1,low,6.0
5021,300.0,306.0,western crowned warbler,0.9904,psl2,7,7,6,33.142718,76.456498,3311,1,low,6.0
