Start (s),End (s),Common name,Confidence,ID,Month,Day,Time,Latitude,Longitude,Elevation,Habitant,Elevation_type
24.0,27.0,common rosefinch,0.877,psl4,5,14,7,33.144064,76.45145,3242,1,low
30.0,33.0,western crowned warbler,0.6128,psl4,5,14,7,33.144064,76.45145,3242,1,low
36.0,39.0,prothonotary warbler,0.7535,psl4,5,14,7,33.144064,76.45145,3242,0,low
39.0,42.0,western crowned warbler,0.7697,psl4,5,14,7,33.144064,76.45145,3242,1,low
42.0,45.0,common rosefinch,0.883,psl4,5,14,7,33.144064,76.45145,3242,1,low
45.0,48.0,western crowned warbler,0.7386,psl4,5,14,7,33.144064,76.45145,3242,1,low
57.0,60.0,western crowned warbler,0.9708,psl4,5,14,7,33.144064,76.45145,3242,1,low
60.0,63.0,western crowned warbler,0.9535,psl4,5,14,7,33.144064,76.45145,3242,1,low
66.0,69.0,western crowned warbler,0.8234,psl4,5,14,7,33.144064,76.45145,3242,1,low
69.0,72.0,common rosefinch,0.7387,psl4,5,14,7,33.144064,76.45145,3242,1,low
72.0,75.0,western crowned warbler,0.9924,psl4,5,14,7,33.144064,76.45145,3242,1,low
84.0,87.0,western crowned warbler,0.8076,psl4,5,14,7,33.144064,76.45145,3242,1,low
87.0,90.0,western crowned warbler,0.726,psl4,5,14,7,33.144064,76.45145,3242,1,low
90.0,93.0,common rosefinch,0.71,psl4,5,14,7,33.144064,76.45145,3242,1,low
93.0,96.0,western crowned warbler,0.5114,psl4,5,14,7,33.144064,76.45145,3242,1,low
96.0,99.0,western crowned warbler,0.9479,psl4,5,14,7,33.144064,76.45145,3242,1,low
99.0,102.0,western crowned warbler,0.8835,psl4,5,14,7,33.144064,76.45145,3242,1,low
102.0,105.0,western crowned warbler,0.7745,psl4,5,14,7,33.144064,76.45145,3242,1,low
105.0,108.0,western crowned warbler,0.9412,psl4,5,14,7,33.144064,76.45145,3242,1,low
108.0,111.0,western crowned warbler,0.8496,psl4,5,14,7,33.144064,76.45145,3242,1,low
114.0,117.0,prothonotary warbler,0.6704,psl4,5,14,7,33.144064,76.45145,3242,0,low
117.0,120.0,common rosefinch,0.5631,psl4,5,14,7,33.144064,76.45145,3242,1,low
126.0,129.0,western crowned warbler,0.9173,psl4,5,14,7,33.144064,76.45145,3242,1,low
129.0,132.0,western crowned warbler,0.8408,psl4,5,14,7,33.144064,76.45145,3242,1,low
135.0,138.0,western crowned warbler,0.8007,psl4,5,14,7,33.144064,76.45145,3242,1,low
168.0,171.0,western crowned warbler,0.7301,psl4,5,14,7,33.144064,76.45145,3242,1,low
177.0,180.0,prothonotary warbler,0.779,psl4,5,14,7,33.144064,76.45145,3242,0,low
201.0,204.0,hume's warbler,0.6003,psl4,5,14,7,33.144064,76.45145,3242,1,low
240.0,243.0,ashy prinia,0.6327,psl4,5,14,7,33.144064,76.45145,3242,0,low
264.0,267.0,common rosefinch,0.8697,psl4,5,14,7,33.144064,76.45145,3242,1,low
273.0,276.0,common rosefinch,0.969,psl4,5,14,7,33.144064,76.45145,3242,1,low
276.0,279.0,common rosefinch,0.7118,psl4,5,14,7,33.144064,76.45145,3242,1,low
279.0,282.0,common rosefinch,0.6464,psl4,5,14,7,33.144064,76.45145,3242,1,low
282.0,285.0,common rosefinch,0.8167,psl4,5,14,7,33.144064,76.45145,3242,1,low
285.0,288.0,common rosefinch,0.7612,psl4,5,14,7,33.144064,76.45145,3242,1,low
291.0,294.0,common rosefinch,0.8965,psl4,5,14,7,33.144064,76.45145,3242,1,low
297.0,300.0,common rosefinch,0.7537,psl4,5,14,7,33.144064,76.45145,3242,1,low
303.0,306.0,common rosefinch,0.9519,psl4,5,14,7,33.144064,76.45145,3242,1,low
306.0,309.0,hume's warbler,0.9355,psl4,5,14,7,33.144064,76.45145,3242,1,low
309.0,312.0,common rosefinch,0.8058,psl4,5,14,7,33.144064,76.45145,3242,1,low
312.0,315.0,common rosefinch,0.7957,psl4,5,14,7,33.144064,76.45145,3242,1,low
315.0,318.0,common rosefinch,0.7873,psl4,5,14,7,33.144064,76.45145,3242,1,low
321.0,324.0,hume's warbler,0.9131,psl4,5,14,7,33.144064,76.45145,3242,1,low
330.0,333.0,western crowned warbler,0.5482,psl4,5,14,7,33.144064,76.45145,3242,1,low
336.0,339.0,common rosefinch,0.9216,psl4,5,14,7,33.144064,76.45145,3242,1,low
339.0,342.0,common rosefinch,0.9507,psl4,5,14,7,33.144064,76.45145,3242,1,low
345.0,348.0,common rosefinch,0.9428,psl4,5,14,7,33.144064,76.45145,3242,1,low
348.0,351.0,western crowned warbler,0.913,psl4,5,14,7,33.144064,76.45145,3242,1,low
351.0,354.0,common rosefinch,0.8856,psl4,5,14,7,33.144064,76.45145,3242,1,low
363.0,366.0,common rosefinch,0.5292,psl4,5,14,7,33.144064,76.45145,3242,1,low
414.0,417.0,common rosefinch,0.7608,psl4,5,14,7,33.144064,76.45145,3242,1,low
426.0,429.0,western crowned warbler,0.5699,psl4,5,14,7,33.144064,76.45145,3242,1,low
435.0,438.0,common rosefinch,0.9183,psl4,5,14,7,33.144064,76.45145,3242,1,low
441.0,444.0,common rosefinch,0.8511,psl4,5,14,7,33.144064,76.45145,3242,1,low
447.0,450.0,common rosefinch,0.5402,psl4,5,14,7,33.144064,76.45145,3242,1,low
453.0,456.0,common rosefinch,0.6678,psl4,5,14,7,33.144064,76.45145,3242,1,low
456.0,459.0,common rosefinch,0.5676,psl4,5,14,7,33.144064,76.45145,3242,1,low
459.0,462.0,western crowned warbler,0.9564,psl4,5,14,7,33.144064,76.45145,3242,1,low
462.0,465.0,common rosefinch,0.5871,psl4,5,14,7,33.144064,76.45145,3242,1,low
465.0,468.0,western crowned warbler,0.7365,psl4,5,14,7,33.144064,76.45145,3242,1,low
468.0,471.0,common rosefinch,0.9675,psl4,5,14,7,33.144064,76.45145,3242,1,low
471.0,474.0,western crowned warbler,0.774,psl4,5,14,7,33.144064,76.45145,3242,1,low
474.0,477.0,common rosefinch,0.8122,psl4,5,14,7,33.144064,76.45145,3242,1,low
477.0,480.0,common rosefinch,0.7952,psl4,5,14,7,33.144064,76.45145,3242,1,low
480.0,483.0,common rosefinch,0.8791,psl4,5,14,7,33.144064,76.45145,3242,1,low
486.0,489.0,common rosefinch,0.9376,psl4,5,14,7,33.144064,76.45145,3242,1,low
492.0,495.0,common rosefinch,0.8992,psl4,5,14,7,33.144064,76.45145,3242,1,low
495.0,498.0,western crowned warbler,0.5366,psl4,5,14,7,33.144064,76.45145,3242,1,low
504.0,507.0,common rosefinch,0.9614,psl4,5,14,7,33.144064,76.45145,3242,1,low
507.0,510.0,common rosefinch,0.9233,psl4,5,14,7,33.144064,76.45145,3242,1,low
516.0,519.0,common rosefinch,0.9155,psl4,5,14,7,33.144064,76.45145,3242,1,low
522.0,525.0,common rosefinch,0.5625,psl4,5,14,7,33.144064,76.45145,3242,1,low
525.0,528.0,common rosefinch,0.5413,psl4,5,14,7,33.144064,76.45145,3242,1,low
528.0,531.0,common rosefinch,0.5973,psl4,5,14,7,33.144064,76.45145,3242,1,low
534.0,537.0,common rosefinch,0.8461,psl4,5,14,7,33.144064,76.45145,3242,1,low
537.0,540.0,prothonotary warbler,0.8366,psl4,5,14,7,33.144064,76.45145,3242,0,low
543.0,546.0,common rosefinch,0.8268,psl4,5,14,7,33.144064,76.45145,3242,1,low
552.0,555.0,common rosefinch,0.582,psl4,5,14,7,33.144064,76.45145,3242,1,low
555.0,558.0,common rosefinch,0.8961,psl4,5,14,7,33.144064,76.45145,3242,1,low
558.0,561.0,common rosefinch,0.877,psl4,5,14,7,33.144064,76.45145,3242,1,low
564.0,567.0,common rosefinch,0.9388,psl4,5,14,7,33.144064,76.45145,3242,1,low
570.0,573.0,common rosefinch,0.9277,psl4,5,14,7,33.144064,76.45145,3242,1,low
573.0,576.0,prothonotary warbler,0.638,psl4,5,14,7,33.144064,76.45145,3242,0,low
582.0,585.0,common rosefinch,0.8199,psl4,5,14,7,33.144064,76.45145,3242,1,low
588.0,591.0,common rosefinch,0.8887,psl4,5,14,7,33.144064,76.45145,3242,1,low
591.0,594.0,common rosefinch,0.8928,psl4,5,14,7,33.144064,76.45145,3242,1,low
597.0,600.0,common rosefinch,0.5487,psl4,5,14,7,33.144064,76.45145,3242,1,low
600.0,603.0,common rosefinch,0.6022,psl4,5,14,7,33.144064,76.45145,3242,1,low
606.0,609.0,common rosefinch,0.9198,psl4,5,14,7,33.144064,76.45145,3242,1,low
612.0,615.0,common rosefinch,0.5573,psl4,5,14,7,33.144064,76.45145,3242,1,low
615.0,618.0,common rosefinch,0.6404,psl4,5,14,7,33.144064,76.45145,3242,1,low
624.0,627.0,common rosefinch,0.7327,psl4,5,14,7,33.144064,76.45145,3242,1,low
630.0,633.0,common rosefinch,0.8966,psl4,5,14,7,33.144064,76.45145,3242,1,low
642.0,645.0,common rosefinch,0.9453,psl4,5,14,7,33.144064,76.45145,3242,1,low
648.0,651.0,common rosefinch,0.9369,psl4,5,14,7,33.144064,76.45145,3242,1,low
660.0,663.0,western crowned warbler,0.8776,psl4,5,14,7,33.144064,76.45145,3242,1,low
666.0,669.0,western crowned warbler,0.8147,psl4,5,14,7,33.144064,76.45145,3242,1,low
669.0,672.0,western crowned warbler,0.8794,psl4,5,14,7,33.144064,76.45145,3242,1,low
672.0,675.0,western crowned warbler,0.9759,psl4,5,14,7,33.144064,76.45145,3242,1,low
675.0,678.0,western crowned warbler,0.7703,psl4,5,14,7,33.144064,76.45145,3242,1,low
678.0,681.0,western crowned warbler,0.6687,psl4,5,14,7,33.144064,76.45145,3242,1,low
693.0,696.0,western crowned warbler,0.6693,psl4,5,14,7,33.144064,76.45145,3242,1,low
708.0,711.0,hume's warbler,0.7201,psl4,5,14,7,33.144064,76.45145,3242,1,low
714.0,717.0,western crowned warbler,0.6625,psl4,5,14,7,33.144064,76.45145,3242,1,low
717.0,720.0,hume's warbler,0.63,psl4,5,14,7,33.144064,76.45145,3242,1,low
729.0,732.0,western crowned warbler,0.5874,psl4,5,14,7,33.144064,76.45145,3242,1,low
732.0,735.0,western crowned warbler,0.8088,psl4,5,14,7,33.144064,76.45145,3242,1,low
732.0,735.0,hume's warbler,0.7988,psl4,5,14,7,33.144064,76.45145,3242,1,low
735.0,738.0,western crowned warbler,0.9209,psl4,5,14,7,33.144064,76.45145,3242,1,low
741.0,744.0,western crowned warbler,0.9215,psl4,5,14,7,33.144064,76.45145,3242,1,low
741.0,744.0,hume's warbler,0.6288,psl4,5,14,7,33.144064,76.45145,3242,1,low
744.0,747.0,western crowned warbler,0.8473,psl4,5,14,7,33.144064,76.45145,3242,1,low
750.0,753.0,hume's warbler,0.7719,psl4,5,14,7,33.144064,76.45145,3242,1,low
759.0,762.0,hume's warbler,0.7104,psl4,5,14,7,33.144064,76.45145,3242,1,low
762.0,765.0,hume's warbler,0.5819,psl4,5,14,7,33.144064,76.45145,3242,1,low
765.0,768.0,hume's warbler,0.9222,psl4,5,14,7,33.144064,76.45145,3242,1,low
774.0,777.0,hume's warbler,0.9967,psl4,5,14,7,33.144064,76.45145,3242,1,low
777.0,780.0,western crowned warbler,0.7881,psl4,5,14,7,33.144064,76.45145,3242,1,low
780.0,783.0,hume's warbler,0.7546,psl4,5,14,7,33.144064,76.45145,3242,1,low
786.0,789.0,western crowned warbler,0.9786,psl4,5,14,7,33.144064,76.45145,3242,1,low
789.0,792.0,hume's warbler,0.938,psl4,5,14,7,33.144064,76.45145,3242,1,low
792.0,795.0,western crowned warbler,0.8507,psl4,5,14,7,33.144064,76.45145,3242,1,low
795.0,798.0,western crowned warbler,0.6157,psl4,5,14,7,33.144064,76.45145,3242,1,low
798.0,801.0,hume's warbler,0.9276,psl4,5,14,7,33.144064,76.45145,3242,1,low
816.0,819.0,hume's warbler,0.969,psl4,5,14,7,33.144064,76.45145,3242,1,low
819.0,822.0,hume's warbler,0.9492,psl4,5,14,7,33.144064,76.45145,3242,1,low
831.0,834.0,western crowned warbler,0.9499,psl4,5,14,7,33.144064,76.45145,3242,1,low
834.0,837.0,hume's warbler,0.9821,psl4,5,14,7,33.144064,76.45145,3242,1,low
837.0,840.0,western crowned warbler,0.5863,psl4,5,14,7,33.144064,76.45145,3242,1,low
840.0,843.0,western crowned warbler,0.5696,psl4,5,14,7,33.144064,76.45145,3242,1,low
843.0,846.0,hume's warbler,0.7802,psl4,5,14,7,33.144064,76.45145,3242,1,low
846.0,849.0,hume's warbler,0.9224,psl4,5,14,7,33.144064,76.45145,3242,1,low
849.0,852.0,hume's warbler,0.8163,psl4,5,14,7,33.144064,76.45145,3242,1,low
852.0,855.0,hume's warbler,0.9999,psl4,5,14,7,33.144064,76.45145,3242,1,low
855.0,858.0,hume's warbler,0.8983,psl4,5,14,7,33.144064,76.45145,3242,1,low
861.0,864.0,hume's warbler,0.9338,psl4,5,14,7,33.144064,76.45145,3242,1,low
864.0,867.0,western crowned warbler,0.8175,psl4,5,14,7,33.144064,76.45145,3242,1,low
870.0,873.0,hume's warbler,0.684,psl4,5,14,7,33.144064,76.45145,3242,1,low
873.0,876.0,western crowned warbler,0.8785,psl4,5,14,7,33.144064,76.45145,3242,1,low
879.0,882.0,hume's warbler,0.9458,psl4,5,14,7,33.144064,76.45145,3242,1,low
882.0,885.0,western crowned warbler,0.9876,psl4,5,14,7,33.144064,76.45145,3242,1,low
888.0,891.0,western crowned warbler,0.7508,psl4,5,14,7,33.144064,76.45145,3242,1,low
891.0,894.0,hume's warbler,0.9924,psl4,5,14,7,33.144064,76.45145,3242,1,low
894.0,897.0,western crowned warbler,0.9222,psl4,5,14,7,33.144064,76.45145,3242,1,low
897.0,900.0,hume's warbler,0.9796,psl4,5,14,7,33.144064,76.45145,3242,1,low
0.0,3.0,western crowned warbler,0.9558,psl4,5,14,8,33.144064,76.45145,3242,1,low
0.0,3.0,blyth's leaf warbler,0.7975,psl4,5,14,8,33.144064,76.45145,3242,0,low
6.0,9.0,western crowned warbler,0.9956,psl4,5,14,8,33.144064,76.45145,3242,1,low
9.0,12.0,western crowned warbler,0.98,psl4,5,14,8,33.144064,76.45145,3242,1,low
9.0,12.0,blyth's leaf warbler,0.7152,psl4,5,14,8,33.144064,76.45145,3242,0,low
15.0,18.0,western crowned warbler,0.9963,psl4,5,14,8,33.144064,76.45145,3242,1,low
18.0,21.0,western crowned warbler,0.9236,psl4,5,14,8,33.144064,76.45145,3242,1,low
18.0,21.0,blyth's leaf warbler,0.5309,psl4,5,14,8,33.144064,76.45145,3242,0,low
24.0,27.0,western crowned warbler,0.9922,psl4,5,14,8,33.144064,76.45145,3242,1,low
27.0,30.0,rufous-breasted accentor,0.8737,psl4,5,14,8,33.144064,76.45145,3242,1,low
30.0,33.0,western crowned warbler,0.9906,psl4,5,14,8,33.144064,76.45145,3242,1,low
33.0,36.0,western crowned warbler,0.9749,psl4,5,14,8,33.144064,76.45145,3242,1,low
33.0,36.0,prothonotary warbler,0.5052,psl4,5,14,8,33.144064,76.45145,3242,0,low
39.0,42.0,western crowned warbler,0.9856,psl4,5,14,8,33.144064,76.45145,3242,1,low
45.0,48.0,western crowned warbler,0.9945,psl4,5,14,8,33.144064,76.45145,3242,1,low
54.0,57.0,western crowned warbler,0.9689,psl4,5,14,8,33.144064,76.45145,3242,1,low
69.0,72.0,western crowned warbler,0.9954,psl4,5,14,8,33.144064,76.45145,3242,1,low
69.0,72.0,blyth's leaf warbler,0.5415,psl4,5,14,8,33.144064,76.45145,3242,0,low
75.0,78.0,western crowned warbler,0.9984,psl4,5,14,8,33.144064,76.45145,3242,1,low
78.0,81.0,hume's warbler,0.6449,psl4,5,14,8,33.144064,76.45145,3242,1,low
84.0,87.0,western crowned warbler,0.9914,psl4,5,14,8,33.144064,76.45145,3242,1,low
90.0,93.0,blyth's leaf warbler,0.6089,psl4,5,14,8,33.144064,76.45145,3242,0,low
93.0,96.0,blyth's leaf warbler,0.724,psl4,5,14,8,33.144064,76.45145,3242,0,low
93.0,96.0,western crowned warbler,0.61,psl4,5,14,8,33.144064,76.45145,3242,1,low
102.0,105.0,western crowned warbler,0.9955,psl4,5,14,8,33.144064,76.45145,3242,1,low
105.0,108.0,western crowned warbler,0.955,psl4,5,14,8,33.144064,76.45145,3242,1,low
111.0,114.0,western crowned warbler,0.9964,psl4,5,14,8,33.144064,76.45145,3242,1,low
120.0,123.0,western crowned warbler,0.9626,psl4,5,14,8,33.144064,76.45145,3242,1,low
126.0,129.0,western crowned warbler,0.9853,psl4,5,14,8,33.144064,76.45145,3242,1,low
126.0,129.0,blyth's leaf warbler,0.5511,psl4,5,14,8,33.144064,76.45145,3242,0,low
132.0,135.0,western crowned warbler,0.5485,psl4,5,14,8,33.144064,76.45145,3242,1,low
135.0,138.0,western crowned warbler,0.9927,psl4,5,14,8,33.144064,76.45145,3242,1,low
141.0,144.0,western crowned warbler,0.7237,psl4,5,14,8,33.144064,76.45145,3242,1,low
144.0,147.0,western crowned warbler,0.9876,psl4,5,14,8,33.144064,76.45145,3242,1,low
147.0,150.0,western crowned warbler,0.5102,psl4,5,14,8,33.144064,76.45145,3242,1,low
153.0,156.0,western crowned warbler,0.9936,psl4,5,14,8,33.144064,76.45145,3242,1,low
159.0,162.0,western crowned warbler,0.6913,psl4,5,14,8,33.144064,76.45145,3242,1,low
162.0,165.0,western crowned warbler,0.9652,psl4,5,14,8,33.144064,76.45145,3242,1,low
168.0,171.0,western crowned warbler,0.9862,psl4,5,14,8,33.144064,76.45145,3242,1,low
171.0,174.0,western crowned warbler,0.9486,psl4,5,14,8,33.144064,76.45145,3242,1,low
177.0,180.0,western crowned warbler,0.9906,psl4,5,14,8,33.144064,76.45145,3242,1,low
180.0,183.0,western crowned warbler,0.6014,psl4,5,14,8,33.144064,76.45145,3242,1,low
180.0,183.0,blyth's leaf warbler,0.5531,psl4,5,14,8,33.144064,76.45145,3242,0,low
183.0,186.0,western crowned warbler,0.5968,psl4,5,14,8,33.144064,76.45145,3242,1,low
186.0,189.0,western crowned warbler,0.811,psl4,5,14,8,33.144064,76.45145,3242,1,low
189.0,192.0,western crowned warbler,0.5809,psl4,5,14,8,33.144064,76.45145,3242,1,low
192.0,195.0,western crowned warbler,0.9212,psl4,5,14,8,33.144064,76.45145,3242,1,low
195.0,198.0,western crowned warbler,0.9839,psl4,5,14,8,33.144064,76.45145,3242,1,low
198.0,201.0,western crowned warbler,0.6202,psl4,5,14,8,33.144064,76.45145,3242,1,low
201.0,204.0,western crowned warbler,0.9948,psl4,5,14,8,33.144064,76.45145,3242,1,low
207.0,210.0,western crowned warbler,0.9965,psl4,5,14,8,33.144064,76.45145,3242,1,low
213.0,216.0,western crowned warbler,0.9923,psl4,5,14,8,33.144064,76.45145,3242,1,low
216.0,219.0,western crowned warbler,0.9938,psl4,5,14,8,33.144064,76.45145,3242,1,low
222.0,225.0,western crowned warbler,0.9993,psl4,5,14,8,33.144064,76.45145,3242,1,low
225.0,228.0,western crowned warbler,0.9417,psl4,5,14,8,33.144064,76.45145,3242,1,low
231.0,234.0,western crowned warbler,0.9991,psl4,5,14,8,33.144064,76.45145,3242,1,low
240.0,243.0,western crowned warbler,0.9859,psl4,5,14,8,33.144064,76.45145,3242,1,low
243.0,246.0,western crowned warbler,0.8131,psl4,5,14,8,33.144064,76.45145,3242,1,low
249.0,252.0,western crowned warbler,0.9382,psl4,5,14,8,33.144064,76.45145,3242,1,low
255.0,258.0,western crowned warbler,0.9892,psl4,5,14,8,33.144064,76.45145,3242,1,low
276.0,279.0,western crowned warbler,0.9854,psl4,5,14,8,33.144064,76.45145,3242,1,low
285.0,288.0,western crowned warbler,0.9903,psl4,5,14,8,33.144064,76.45145,3242,1,low
288.0,291.0,slaty-blue flycatcher,0.9683,psl4,5,14,8,33.144064,76.45145,3242,1,low
291.0,294.0,western crowned warbler,0.9645,psl4,5,14,8,33.144064,76.45145,3242,1,low
300.0,303.0,western crowned warbler,0.8763,psl4,5,14,8,33.144064,76.45145,3242,1,low
309.0,312.0,western crowned warbler,0.8941,psl4,5,14,8,33.144064,76.45145,3242,1,low
312.0,315.0,slaty-blue flycatcher,0.6236,psl4,5,14,8,33.144064,76.45145,3242,1,low
315.0,318.0,slaty-blue flycatcher,0.6302,psl4,5,14,8,33.144064,76.45145,3242,1,low
315.0,318.0,western crowned warbler,0.598,psl4,5,14,8,33.144064,76.45145,3242,1,low
318.0,321.0,dunnock,0.8533,psl4,5,14,8,33.144064,76.45145,3242,0,low
321.0,324.0,western crowned warbler,0.8784,psl4,5,14,8,33.144064,76.45145,3242,1,low
324.0,327.0,western crowned warbler,0.876,psl4,5,14,8,33.144064,76.45145,3242,1,low
327.0,330.0,slaty-blue flycatcher,0.5315,psl4,5,14,8,33.144064,76.45145,3242,1,low
330.0,333.0,western crowned warbler,0.9512,psl4,5,14,8,33.144064,76.45145,3242,1,low
333.0,336.0,slaty-blue flycatcher,0.9546,psl4,5,14,8,33.144064,76.45145,3242,1,low
339.0,342.0,western crowned warbler,0.7469,psl4,5,14,8,33.144064,76.45145,3242,1,low
342.0,345.0,dunnock,0.8635,psl4,5,14,8,33.144064,76.45145,3242,0,low
342.0,345.0,slaty-blue flycatcher,0.7026,psl4,5,14,8,33.144064,76.45145,3242,1,low
348.0,351.0,hume's warbler,0.9996,psl4,5,14,8,33.144064,76.45145,3242,1,low
351.0,354.0,slaty-blue flycatcher,0.7388,psl4,5,14,8,33.144064,76.45145,3242,1,low
354.0,357.0,slaty-blue flycatcher,0.7524,psl4,5,14,8,33.144064,76.45145,3242,1,low
357.0,360.0,western crowned warbler,0.7574,psl4,5,14,8,33.144064,76.45145,3242,1,low
360.0,363.0,slaty-blue flycatcher,0.5027,psl4,5,14,8,33.144064,76.45145,3242,1,low
363.0,366.0,western crowned warbler,0.9079,psl4,5,14,8,33.144064,76.45145,3242,1,low
366.0,369.0,slaty-blue flycatcher,0.9338,psl4,5,14,8,33.144064,76.45145,3242,1,low
369.0,372.0,western crowned warbler,0.9752,psl4,5,14,8,33.144064,76.45145,3242,1,low
375.0,378.0,hume's warbler,1.0,psl4,5,14,8,33.144064,76.45145,3242,1,low
378.0,381.0,western crowned warbler,0.9911,psl4,5,14,8,33.144064,76.45145,3242,1,low
381.0,384.0,western crowned warbler,0.6032,psl4,5,14,8,33.144064,76.45145,3242,1,low
384.0,387.0,slaty-blue flycatcher,0.6055,psl4,5,14,8,33.144064,76.45145,3242,1,low
399.0,402.0,western crowned warbler,0.9744,psl4,5,14,8,33.144064,76.45145,3242,1,low
402.0,405.0,hume's warbler,0.996,psl4,5,14,8,33.144064,76.45145,3242,1,low
405.0,408.0,slaty-blue flycatcher,0.6672,psl4,5,14,8,33.144064,76.45145,3242,1,low
411.0,414.0,western crowned warbler,0.9956,psl4,5,14,8,33.144064,76.45145,3242,1,low
417.0,420.0,western crowned warbler,0.9182,psl4,5,14,8,33.144064,76.45145,3242,1,low
420.0,423.0,slaty-blue flycatcher,0.7581,psl4,5,14,8,33.144064,76.45145,3242,1,low
423.0,426.0,western crowned warbler,0.5411,psl4,5,14,8,33.144064,76.45145,3242,1,low
426.0,429.0,western crowned warbler,0.7164,psl4,5,14,8,33.144064,76.45145,3242,1,low
429.0,432.0,western crowned warbler,0.9393,psl4,5,14,8,33.144064,76.45145,3242,1,low
435.0,438.0,western crowned warbler,0.7256,psl4,5,14,8,33.144064,76.45145,3242,1,low
438.0,441.0,western crowned warbler,0.8096,psl4,5,14,8,33.144064,76.45145,3242,1,low
441.0,444.0,western crowned warbler,0.9678,psl4,5,14,8,33.144064,76.45145,3242,1,low
447.0,450.0,western crowned warbler,0.597,psl4,5,14,8,33.144064,76.45145,3242,1,low
462.0,465.0,western crowned warbler,0.9953,psl4,5,14,8,33.144064,76.45145,3242,1,low
468.0,471.0,western crowned warbler,0.8005,psl4,5,14,8,33.144064,76.45145,3242,1,low
480.0,483.0,western crowned warbler,0.9889,psl4,5,14,8,33.144064,76.45145,3242,1,low
492.0,495.0,western crowned warbler,0.9923,psl4,5,14,8,33.144064,76.45145,3242,1,low
498.0,501.0,western crowned warbler,0.9099,psl4,5,14,8,33.144064,76.45145,3242,1,low
501.0,504.0,western crowned warbler,0.6057,psl4,5,14,8,33.144064,76.45145,3242,1,low
507.0,510.0,variegated laughingthrush,0.7891,psl4,5,14,8,33.144064,76.45145,3242,1,low
513.0,516.0,western crowned warbler,0.957,psl4,5,14,8,33.144064,76.45145,3242,1,low
519.0,522.0,western crowned warbler,0.9069,psl4,5,14,8,33.144064,76.45145,3242,1,low
522.0,525.0,western crowned warbler,0.8695,psl4,5,14,8,33.144064,76.45145,3242,1,low
525.0,528.0,western crowned warbler,0.9617,psl4,5,14,8,33.144064,76.45145,3242,1,low
528.0,531.0,western crowned warbler,0.909,psl4,5,14,8,33.144064,76.45145,3242,1,low
531.0,534.0,gray wagtail,0.9609,psl4,5,14,8,33.144064,76.45145,3242,1,low
534.0,537.0,western crowned warbler,0.9763,psl4,5,14,8,33.144064,76.45145,3242,1,low
540.0,543.0,western crowned warbler,0.9957,psl4,5,14,8,33.144064,76.45145,3242,1,low
546.0,549.0,western crowned warbler,0.9882,psl4,5,14,8,33.144064,76.45145,3242,1,low
546.0,549.0,prothonotary warbler,0.7799,psl4,5,14,8,33.144064,76.45145,3242,0,low
549.0,552.0,western crowned warbler,0.852,psl4,5,14,8,33.144064,76.45145,3242,1,low
552.0,555.0,western crowned warbler,0.6151,psl4,5,14,8,33.144064,76.45145,3242,1,low
555.0,558.0,western crowned warbler,0.9729,psl4,5,14,8,33.144064,76.45145,3242,1,low
558.0,561.0,slaty-blue flycatcher,0.7616,psl4,5,14,8,33.144064,76.45145,3242,1,low
561.0,564.0,western crowned warbler,0.7309,psl4,5,14,8,33.144064,76.45145,3242,1,low
573.0,576.0,western crowned warbler,0.9757,psl4,5,14,8,33.144064,76.45145,3242,1,low
579.0,582.0,western crowned warbler,0.9887,psl4,5,14,8,33.144064,76.45145,3242,1,low
585.0,588.0,red-collared myzomela,0.5752,psl4,5,14,8,33.144064,76.45145,3242,0,low
588.0,591.0,western crowned warbler,0.9586,psl4,5,14,8,33.144064,76.45145,3242,1,low
594.0,597.0,western crowned warbler,0.711,psl4,5,14,8,33.144064,76.45145,3242,1,low
600.0,603.0,slaty-blue flycatcher,0.577,psl4,5,14,8,33.144064,76.45145,3242,1,low
603.0,606.0,western crowned warbler,0.9591,psl4,5,14,8,33.144064,76.45145,3242,1,low
606.0,609.0,western crowned warbler,0.5182,psl4,5,14,8,33.144064,76.45145,3242,1,low
609.0,612.0,western crowned warbler,0.9985,psl4,5,14,8,33.144064,76.45145,3242,1,low
612.0,615.0,slaty-blue flycatcher,0.6956,psl4,5,14,8,33.144064,76.45145,3242,1,low
615.0,618.0,western crowned warbler,0.9957,psl4,5,14,8,33.144064,76.45145,3242,1,low
621.0,624.0,slaty-blue flycatcher,0.7486,psl4,5,14,8,33.144064,76.45145,3242,1,low
624.0,627.0,western crowned warbler,0.9994,psl4,5,14,8,33.144064,76.45145,3242,1,low
630.0,633.0,western crowned warbler,0.946,psl4,5,14,8,33.144064,76.45145,3242,1,low
633.0,636.0,western crowned warbler,0.6926,psl4,5,14,8,33.144064,76.45145,3242,1,low
636.0,639.0,hume's warbler,0.7735,psl4,5,14,8,33.144064,76.45145,3242,1,low
639.0,642.0,western crowned warbler,0.602,psl4,5,14,8,33.144064,76.45145,3242,1,low
639.0,642.0,slaty-blue flycatcher,0.5119,psl4,5,14,8,33.144064,76.45145,3242,1,low
642.0,645.0,western crowned warbler,0.5247,psl4,5,14,8,33.144064,76.45145,3242,1,low
648.0,651.0,western crowned warbler,0.9913,psl4,5,14,8,33.144064,76.45145,3242,1,low
