Start (s),End (s),Common name,Confidence,ID,Month,Day,Time,Latitude,Longitude,Elevation,Habitant,Elevation_type
87.0,90.0,western crowned warbler,0.8987,psl2,5,10,9,33.142718,76.456498,3311,1,low
99.0,102.0,western crowned warbler,0.8577,psl2,5,10,9,33.142718,76.456498,3311,1,low
111.0,114.0,western crowned warbler,0.959,psl2,5,10,9,33.142718,76.456498,3311,1,low
114.0,117.0,tickell's leaf warbler,0.569,psl2,5,10,9,33.142718,76.456498,3311,1,low
132.0,135.0,western crowned warbler,0.843,psl2,5,10,9,33.142718,76.456498,3311,1,low
135.0,138.0,hume's warbler,0.5612,psl2,5,10,9,33.142718,76.456498,3311,1,low
147.0,150.0,western crowned warbler,0.8571,psl2,5,10,9,33.142718,76.456498,3311,1,low
165.0,168.0,western crowned warbler,0.8856,psl2,5,10,9,33.142718,76.456498,3311,1,low
174.0,177.0,western crowned warbler,0.7359,psl2,5,10,9,33.142718,76.456498,3311,1,low
180.0,183.0,western crowned warbler,0.682,psl2,5,10,9,33.142718,76.456498,3311,1,low
192.0,195.0,hume's warbler,0.6777,psl2,5,10,9,33.142718,76.456498,3311,1,low
195.0,198.0,western crowned warbler,0.9194,psl2,5,10,9,33.142718,76.456498,3311,1,low
204.0,207.0,hume's warbler,0.8772,psl2,5,10,9,33.142718,76.456498,3311,1,low
216.0,219.0,western crowned warbler,0.817,psl2,5,10,9,33.142718,76.456498,3311,1,low
216.0,219.0,tytler's leaf warbler,0.5092,psl2,5,10,9,33.142718,76.456498,3311,1,low
225.0,228.0,western crowned warbler,0.532,psl2,5,10,9,33.142718,76.456498,3311,1,low
234.0,237.0,western crowned warbler,0.8606,psl2,5,10,9,33.142718,76.456498,3311,1,low
252.0,255.0,western crowned warbler,0.5884,psl2,5,10,9,33.142718,76.456498,3311,1,low
273.0,276.0,western crowned warbler,0.6142,psl2,5,10,9,33.142718,76.456498,3311,1,low
276.0,279.0,hume's warbler,0.9996,psl2,5,10,9,33.142718,76.456498,3311,1,low
279.0,282.0,hume's warbler,0.9998,psl2,5,10,9,33.142718,76.456498,3311,1,low
279.0,282.0,tickell's leaf warbler,0.7076,psl2,5,10,9,33.142718,76.456498,3311,1,low
282.0,285.0,western crowned warbler,0.8207,psl2,5,10,9,33.142718,76.456498,3311,1,low
288.0,291.0,tytler's leaf warbler,0.6503,psl2,5,10,9,33.142718,76.456498,3311,1,low
291.0,294.0,western crowned warbler,0.5064,psl2,5,10,9,33.142718,76.456498,3311,1,low
303.0,306.0,western crowned warbler,0.9874,psl2,5,10,9,33.142718,76.456498,3311,1,low
315.0,318.0,western crowned warbler,0.7656,psl2,5,10,9,33.142718,76.456498,3311,1,low
324.0,327.0,western crowned warbler,0.8538,psl2,5,10,9,33.142718,76.456498,3311,1,low
336.0,339.0,western crowned warbler,0.7963,psl2,5,10,9,33.142718,76.456498,3311,1,low
342.0,345.0,hume's warbler,0.8481,psl2,5,10,9,33.142718,76.456498,3311,1,low
348.0,351.0,western crowned warbler,0.9926,psl2,5,10,9,33.142718,76.456498,3311,1,low
360.0,363.0,western crowned warbler,0.6085,psl2,5,10,9,33.142718,76.456498,3311,1,low
366.0,369.0,gray wagtail,0.7021,psl2,5,10,9,33.142718,76.456498,3311,1,low
369.0,372.0,western crowned warbler,0.7308,psl2,5,10,9,33.142718,76.456498,3311,1,low
378.0,381.0,hume's warbler,0.6041,psl2,5,10,9,33.142718,76.456498,3311,1,low
381.0,384.0,hume's warbler,0.8642,psl2,5,10,9,33.142718,76.456498,3311,1,low
396.0,399.0,gray wagtail,0.9497,psl2,5,10,9,33.142718,76.456498,3311,1,low
408.0,411.0,western crowned warbler,0.8215,psl2,5,10,9,33.142718,76.456498,3311,1,low
414.0,417.0,hume's warbler,0.7592,psl2,5,10,9,33.142718,76.456498,3311,1,low
417.0,420.0,gray wagtail,0.8341,psl2,5,10,9,33.142718,76.456498,3311,1,low
420.0,423.0,western crowned warbler,0.8164,psl2,5,10,9,33.142718,76.456498,3311,1,low
423.0,426.0,gray wagtail,0.7254,psl2,5,10,9,33.142718,76.456498,3311,1,low
426.0,429.0,gray wagtail,0.9066,psl2,5,10,9,33.142718,76.456498,3311,1,low
429.0,432.0,western crowned warbler,0.9546,psl2,5,10,9,33.142718,76.456498,3311,1,low
438.0,441.0,cabanis's wren,0.7356,psl2,5,10,9,33.142718,76.456498,3311,0,low
441.0,444.0,gray wagtail,0.5201,psl2,5,10,9,33.142718,76.456498,3311,1,low
456.0,459.0,gray wagtail,0.6037,psl2,5,10,9,33.142718,76.456498,3311,1,low
471.0,474.0,western crowned warbler,0.8543,psl2,5,10,9,33.142718,76.456498,3311,1,low
486.0,489.0,western crowned warbler,0.7432,psl2,5,10,9,33.142718,76.456498,3311,1,low
516.0,519.0,gray wagtail,0.6469,psl2,5,10,9,33.142718,76.456498,3311,1,low
522.0,525.0,gray wagtail,0.8749,psl2,5,10,9,33.142718,76.456498,3311,1,low
528.0,531.0,gray wagtail,0.9326,psl2,5,10,9,33.142718,76.456498,3311,1,low
534.0,537.0,western crowned warbler,0.7709,psl2,5,10,9,33.142718,76.456498,3311,1,low
543.0,546.0,western crowned warbler,0.9703,psl2,5,10,9,33.142718,76.456498,3311,1,low
552.0,555.0,western crowned warbler,0.8258,psl2,5,10,9,33.142718,76.456498,3311,1,low
564.0,567.0,western crowned warbler,0.6794,psl2,5,10,9,33.142718,76.456498,3311,1,low
573.0,576.0,western crowned warbler,0.7436,psl2,5,10,9,33.142718,76.456498,3311,1,low
585.0,588.0,western crowned warbler,0.6815,psl2,5,10,9,33.142718,76.456498,3311,1,low
588.0,591.0,western crowned warbler,0.9129,psl2,5,10,9,33.142718,76.456498,3311,1,low
597.0,600.0,western crowned warbler,0.7937,psl2,5,10,9,33.142718,76.456498,3311,1,low
600.0,603.0,western crowned warbler,0.7504,psl2,5,10,9,33.142718,76.456498,3311,1,low
606.0,609.0,western crowned warbler,0.9619,psl2,5,10,9,33.142718,76.456498,3311,1,low
621.0,624.0,western crowned warbler,0.8822,psl2,5,10,9,33.142718,76.456498,3311,1,low
633.0,636.0,western crowned warbler,0.9855,psl2,5,10,9,33.142718,76.456498,3311,1,low
642.0,645.0,western crowned warbler,0.7395,psl2,5,10,9,33.142718,76.456498,3311,1,low
645.0,648.0,western crowned warbler,0.5975,psl2,5,10,9,33.142718,76.456498,3311,1,low
654.0,657.0,western crowned warbler,0.7869,psl2,5,10,9,33.142718,76.456498,3311,1,low
660.0,663.0,western crowned warbler,0.9478,psl2,5,10,9,33.142718,76.456498,3311,1,low
672.0,675.0,western crowned warbler,0.9978,psl2,5,10,9,33.142718,76.456498,3311,1,low
690.0,693.0,hume's warbler,0.9039,psl2,5,10,9,33.142718,76.456498,3311,1,low
693.0,696.0,western crowned warbler,0.9329,psl2,5,10,9,33.142718,76.456498,3311,1,low
696.0,699.0,hume's warbler,0.7069,psl2,5,10,9,33.142718,76.456498,3311,1,low
708.0,711.0,western crowned warbler,0.9867,psl2,5,10,9,33.142718,76.456498,3311,1,low
711.0,714.0,western crowned warbler,0.998,psl2,5,10,9,33.142718,76.456498,3311,1,low
720.0,723.0,western crowned warbler,0.9011,psl2,5,10,9,33.142718,76.456498,3311,1,low
723.0,726.0,western crowned warbler,0.9023,psl2,5,10,9,33.142718,76.456498,3311,1,low
732.0,735.0,western crowned warbler,0.7478,psl2,5,10,9,33.142718,76.456498,3311,1,low
738.0,741.0,western crowned warbler,0.8265,psl2,5,10,9,33.142718,76.456498,3311,1,low
747.0,750.0,tytler's leaf warbler,0.7585,psl2,5,10,9,33.142718,76.456498,3311,1,low
747.0,750.0,western crowned warbler,0.5326,psl2,5,10,9,33.142718,76.456498,3311,1,low
750.0,753.0,western crowned warbler,0.8503,psl2,5,10,9,33.142718,76.456498,3311,1,low
771.0,774.0,western crowned warbler,0.8167,psl2,5,10,9,33.142718,76.456498,3311,1,low
780.0,783.0,western crowned warbler,0.8174,psl2,5,10,9,33.142718,76.456498,3311,1,low
789.0,792.0,western crowned warbler,0.6844,psl2,5,10,9,33.142718,76.456498,3311,1,low
807.0,810.0,prothonotary warbler,0.6881,psl2,5,10,9,33.142718,76.456498,3311,0,low
837.0,840.0,rufous-breasted accentor,0.7487,psl2,5,10,9,33.142718,76.456498,3311,1,low
843.0,846.0,western crowned warbler,0.5068,psl2,5,10,9,33.142718,76.456498,3311,1,low
858.0,861.0,western crowned warbler,0.5466,psl2,5,10,9,33.142718,76.456498,3311,1,low
882.0,885.0,western crowned warbler,0.7089,psl2,5,10,9,33.142718,76.456498,3311,1,low
6.0,9.0,western crowned warbler,0.8535,psl2,5,11,6,33.142718,76.456498,3311,1,low
12.0,15.0,western crowned warbler,0.9642,psl2,5,11,6,33.142718,76.456498,3311,1,low
15.0,18.0,western crowned warbler,0.7384,psl2,5,11,6,33.142718,76.456498,3311,1,low
21.0,24.0,western crowned warbler,0.9948,psl2,5,11,6,33.142718,76.456498,3311,1,low
27.0,30.0,western crowned warbler,0.8772,psl2,5,11,6,33.142718,76.456498,3311,1,low
30.0,33.0,western crowned warbler,0.8364,psl2,5,11,6,33.142718,76.456498,3311,1,low
39.0,42.0,western crowned warbler,0.8663,psl2,5,11,6,33.142718,76.456498,3311,1,low
42.0,45.0,western crowned warbler,0.8749,psl2,5,11,6,33.142718,76.456498,3311,1,low
48.0,51.0,western crowned warbler,0.9592,psl2,5,11,6,33.142718,76.456498,3311,1,low
54.0,57.0,western crowned warbler,0.9731,psl2,5,11,6,33.142718,76.456498,3311,1,low
57.0,60.0,western crowned warbler,0.6354,psl2,5,11,6,33.142718,76.456498,3311,1,low
60.0,63.0,western crowned warbler,0.9038,psl2,5,11,6,33.142718,76.456498,3311,1,low
63.0,66.0,western crowned warbler,0.7508,psl2,5,11,6,33.142718,76.456498,3311,1,low
78.0,81.0,western crowned warbler,0.7274,psl2,5,11,6,33.142718,76.456498,3311,1,low
87.0,90.0,western crowned warbler,0.6292,psl2,5,11,6,33.142718,76.456498,3311,1,low
93.0,96.0,western crowned warbler,0.9221,psl2,5,11,6,33.142718,76.456498,3311,1,low
102.0,105.0,western crowned warbler,0.7814,psl2,5,11,6,33.142718,76.456498,3311,1,low
105.0,108.0,western crowned warbler,0.6212,psl2,5,11,6,33.142718,76.456498,3311,1,low
111.0,114.0,western crowned warbler,0.964,psl2,5,11,6,33.142718,76.456498,3311,1,low
120.0,123.0,western crowned warbler,0.8666,psl2,5,11,6,33.142718,76.456498,3311,1,low
132.0,135.0,western crowned warbler,0.8532,psl2,5,11,6,33.142718,76.456498,3311,1,low
162.0,165.0,western crowned warbler,0.7119,psl2,5,11,6,33.142718,76.456498,3311,1,low
177.0,180.0,western crowned warbler,0.595,psl2,5,11,6,33.142718,76.456498,3311,1,low
186.0,189.0,himalayan bluetail,0.8715,psl2,5,11,6,33.142718,76.456498,3311,1,low
192.0,195.0,western crowned warbler,0.5235,psl2,5,11,6,33.142718,76.456498,3311,1,low
201.0,204.0,blue whistling-thrush,0.698,psl2,5,11,6,33.142718,76.456498,3311,1,low
210.0,213.0,western crowned warbler,0.8977,psl2,5,11,6,33.142718,76.456498,3311,1,low
228.0,231.0,western crowned warbler,0.5478,psl2,5,11,6,33.142718,76.456498,3311,1,low
252.0,255.0,western crowned warbler,0.7349,psl2,5,11,6,33.142718,76.456498,3311,1,low
264.0,267.0,hume's warbler,0.9999,psl2,5,11,6,33.142718,76.456498,3311,1,low
276.0,279.0,western crowned warbler,0.6399,psl2,5,11,6,33.142718,76.456498,3311,1,low
279.0,282.0,western crowned warbler,0.5048,psl2,5,11,6,33.142718,76.456498,3311,1,low
291.0,294.0,western crowned warbler,0.8613,psl2,5,11,6,33.142718,76.456498,3311,1,low
306.0,309.0,western crowned warbler,0.5605,psl2,5,11,6,33.142718,76.456498,3311,1,low
306.0,309.0,himalayan bluetail,0.5513,psl2,5,11,6,33.142718,76.456498,3311,1,low
315.0,318.0,western crowned warbler,0.95,psl2,5,11,6,33.142718,76.456498,3311,1,low
318.0,321.0,western crowned warbler,0.95,psl2,5,11,6,33.142718,76.456498,3311,1,low
318.0,321.0,himalayan bluetail,0.523,psl2,5,11,6,33.142718,76.456498,3311,1,low
321.0,324.0,western crowned warbler,0.6893,psl2,5,11,6,33.142718,76.456498,3311,1,low
333.0,336.0,western crowned warbler,0.6672,psl2,5,11,6,33.142718,76.456498,3311,1,low
351.0,354.0,himalayan bluetail,0.6629,psl2,5,11,6,33.142718,76.456498,3311,1,low
360.0,363.0,western crowned warbler,0.8498,psl2,5,11,6,33.142718,76.456498,3311,1,low
360.0,363.0,blue-capped rock-thrush,0.5411,psl2,5,11,6,33.142718,76.456498,3311,0,low
372.0,375.0,western crowned warbler,0.9603,psl2,5,11,6,33.142718,76.456498,3311,1,low
381.0,384.0,western crowned warbler,0.8216,psl2,5,11,6,33.142718,76.456498,3311,1,low
408.0,411.0,western crowned warbler,0.5907,psl2,5,11,6,33.142718,76.456498,3311,1,low
468.0,471.0,himalayan bluetail,0.8782,psl2,5,11,6,33.142718,76.456498,3311,1,low
477.0,480.0,himalayan bluetail,0.6043,psl2,5,11,6,33.142718,76.456498,3311,1,low
483.0,486.0,himalayan bluetail,0.5562,psl2,5,11,6,33.142718,76.456498,3311,1,low
492.0,495.0,himalayan bluetail,0.7591,psl2,5,11,6,33.142718,76.456498,3311,1,low
498.0,501.0,himalayan bluetail,0.8178,psl2,5,11,6,33.142718,76.456498,3311,1,low
504.0,507.0,himalayan bluetail,0.7465,psl2,5,11,6,33.142718,76.456498,3311,1,low
507.0,510.0,himalayan bluetail,0.8795,psl2,5,11,6,33.142718,76.456498,3311,1,low
513.0,516.0,himalayan bluetail,0.9823,psl2,5,11,6,33.142718,76.456498,3311,1,low
516.0,519.0,western crowned warbler,0.5128,psl2,5,11,6,33.142718,76.456498,3311,1,low
525.0,528.0,western crowned warbler,0.7703,psl2,5,11,6,33.142718,76.456498,3311,1,low
537.0,540.0,himalayan bluetail,0.6612,psl2,5,11,6,33.142718,76.456498,3311,1,low
558.0,561.0,western crowned warbler,0.8389,psl2,5,11,6,33.142718,76.456498,3311,1,low
564.0,567.0,western crowned warbler,0.8753,psl2,5,11,6,33.142718,76.456498,3311,1,low
594.0,597.0,malagasy white-eye,0.6328,psl2,5,11,6,33.142718,76.456498,3311,0,low
603.0,606.0,hume's warbler,0.7666,psl2,5,11,6,33.142718,76.456498,3311,1,low
606.0,609.0,hume's warbler,0.9873,psl2,5,11,6,33.142718,76.456498,3311,1,low
663.0,666.0,american dipper,0.6641,psl2,5,11,6,33.142718,76.456498,3311,0,low
672.0,675.0,gray wagtail,0.5442,psl2,5,11,6,33.142718,76.456498,3311,1,low
678.0,681.0,western crowned warbler,0.8831,psl2,5,11,6,33.142718,76.456498,3311,1,low
687.0,690.0,western crowned warbler,0.6344,psl2,5,11,6,33.142718,76.456498,3311,1,low
696.0,699.0,western crowned warbler,0.8424,psl2,5,11,6,33.142718,76.456498,3311,1,low
699.0,702.0,malagasy white-eye,0.5176,psl2,5,11,6,33.142718,76.456498,3311,0,low
717.0,720.0,euler's flycatcher,0.7597,psl2,5,11,6,33.142718,76.456498,3311,0,low
723.0,726.0,western crowned warbler,0.6295,psl2,5,11,6,33.142718,76.456498,3311,1,low
735.0,738.0,western crowned warbler,0.7267,psl2,5,11,6,33.142718,76.456498,3311,1,low
747.0,750.0,western crowned warbler,0.7115,psl2,5,11,6,33.142718,76.456498,3311,1,low
771.0,774.0,western crowned warbler,0.8522,psl2,5,11,6,33.142718,76.456498,3311,1,low
783.0,786.0,western crowned warbler,0.7332,psl2,5,11,6,33.142718,76.456498,3311,1,low
807.0,810.0,western crowned warbler,0.9718,psl2,5,11,6,33.142718,76.456498,3311,1,low
810.0,813.0,western crowned warbler,0.8442,psl2,5,11,6,33.142718,76.456498,3311,1,low
816.0,819.0,western crowned warbler,0.778,psl2,5,11,6,33.142718,76.456498,3311,1,low
825.0,828.0,western crowned warbler,0.9405,psl2,5,11,6,33.142718,76.456498,3311,1,low
837.0,840.0,western crowned warbler,0.8267,psl2,5,11,6,33.142718,76.456498,3311,1,low
840.0,843.0,western crowned warbler,0.5473,psl2,5,11,6,33.142718,76.456498,3311,1,low
846.0,849.0,western crowned warbler,0.9762,psl2,5,11,6,33.142718,76.456498,3311,1,low
849.0,852.0,western crowned warbler,0.8829,psl2,5,11,6,33.142718,76.456498,3311,1,low
855.0,858.0,western crowned warbler,0.7855,psl2,5,11,6,33.142718,76.456498,3311,1,low
861.0,864.0,western crowned warbler,0.9086,psl2,5,11,6,33.142718,76.456498,3311,1,low
867.0,870.0,western crowned warbler,0.9671,psl2,5,11,6,33.142718,76.456498,3311,1,low
870.0,873.0,western crowned warbler,0.9592,psl2,5,11,6,33.142718,76.456498,3311,1,low
873.0,876.0,western crowned warbler,0.9721,psl2,5,11,6,33.142718,76.456498,3311,1,low
876.0,879.0,western crowned warbler,0.8518,psl2,5,11,6,33.142718,76.456498,3311,1,low
888.0,891.0,western crowned warbler,0.9472,psl2,5,11,6,33.142718,76.456498,3311,1,low
894.0,897.0,western crowned warbler,0.9988,psl2,5,11,6,33.142718,76.456498,3311,1,low
897.0,900.0,hume's warbler,0.9997,psl2,5,11,6,33.142718,76.456498,3311,1,low
6.0,9.0,western crowned warbler,0.8363,psl2,5,11,7,33.142718,76.456498,3311,1,low
15.0,18.0,western crowned warbler,0.5246,psl2,5,11,7,33.142718,76.456498,3311,1,low
21.0,24.0,western crowned warbler,0.8373,psl2,5,11,7,33.142718,76.456498,3311,1,low
27.0,30.0,western crowned warbler,0.8225,psl2,5,11,7,33.142718,76.456498,3311,1,low
33.0,36.0,western crowned warbler,0.9369,psl2,5,11,7,33.142718,76.456498,3311,1,low
36.0,39.0,western crowned warbler,0.9361,psl2,5,11,7,33.142718,76.456498,3311,1,low
39.0,42.0,western crowned warbler,0.873,psl2,5,11,7,33.142718,76.456498,3311,1,low
42.0,45.0,western crowned warbler,0.5768,psl2,5,11,7,33.142718,76.456498,3311,1,low
48.0,51.0,western crowned warbler,0.7972,psl2,5,11,7,33.142718,76.456498,3311,1,low
57.0,60.0,western crowned warbler,0.8722,psl2,5,11,7,33.142718,76.456498,3311,1,low
66.0,69.0,western crowned warbler,0.9209,psl2,5,11,7,33.142718,76.456498,3311,1,low
75.0,78.0,western crowned warbler,0.8298,psl2,5,11,7,33.142718,76.456498,3311,1,low
78.0,81.0,western crowned warbler,0.8617,psl2,5,11,7,33.142718,76.456498,3311,1,low
90.0,93.0,western crowned warbler,0.9603,psl2,5,11,7,33.142718,76.456498,3311,1,low
93.0,96.0,western crowned warbler,0.791,psl2,5,11,7,33.142718,76.456498,3311,1,low
93.0,96.0,prothonotary warbler,0.5989,psl2,5,11,7,33.142718,76.456498,3311,0,low
99.0,102.0,western crowned warbler,0.8345,psl2,5,11,7,33.142718,76.456498,3311,1,low
105.0,108.0,western crowned warbler,0.6534,psl2,5,11,7,33.142718,76.456498,3311,1,low
108.0,111.0,western crowned warbler,0.6241,psl2,5,11,7,33.142718,76.456498,3311,1,low
114.0,117.0,western crowned warbler,0.8361,psl2,5,11,7,33.142718,76.456498,3311,1,low
123.0,126.0,western crowned warbler,0.7314,psl2,5,11,7,33.142718,76.456498,3311,1,low
126.0,129.0,western crowned warbler,0.9571,psl2,5,11,7,33.142718,76.456498,3311,1,low
132.0,135.0,western crowned warbler,0.9269,psl2,5,11,7,33.142718,76.456498,3311,1,low
138.0,141.0,western crowned warbler,0.9648,psl2,5,11,7,33.142718,76.456498,3311,1,low
141.0,144.0,western crowned warbler,0.8572,psl2,5,11,7,33.142718,76.456498,3311,1,low
147.0,150.0,western crowned warbler,0.9692,psl2,5,11,7,33.142718,76.456498,3311,1,low
153.0,156.0,western crowned warbler,0.9795,psl2,5,11,7,33.142718,76.456498,3311,1,low
159.0,162.0,prothonotary warbler,0.5976,psl2,5,11,7,33.142718,76.456498,3311,0,low
162.0,165.0,prothonotary warbler,0.5859,psl2,5,11,7,33.142718,76.456498,3311,0,low
162.0,165.0,western crowned warbler,0.5406,psl2,5,11,7,33.142718,76.456498,3311,1,low
171.0,174.0,western crowned warbler,0.8185,psl2,5,11,7,33.142718,76.456498,3311,1,low
174.0,177.0,western crowned warbler,0.5484,psl2,5,11,7,33.142718,76.456498,3311,1,low
180.0,183.0,western crowned warbler,0.628,psl2,5,11,7,33.142718,76.456498,3311,1,low
183.0,186.0,western crowned warbler,0.8344,psl2,5,11,7,33.142718,76.456498,3311,1,low
186.0,189.0,western crowned warbler,0.8775,psl2,5,11,7,33.142718,76.456498,3311,1,low
192.0,195.0,western crowned warbler,0.9855,psl2,5,11,7,33.142718,76.456498,3311,1,low
195.0,198.0,western crowned warbler,0.6516,psl2,5,11,7,33.142718,76.456498,3311,1,low
201.0,204.0,western crowned warbler,0.6729,psl2,5,11,7,33.142718,76.456498,3311,1,low
204.0,207.0,western crowned warbler,0.8558,psl2,5,11,7,33.142718,76.456498,3311,1,low
207.0,210.0,western crowned warbler,0.6705,psl2,5,11,7,33.142718,76.456498,3311,1,low
210.0,213.0,western crowned warbler,0.6963,psl2,5,11,7,33.142718,76.456498,3311,1,low
216.0,219.0,prothonotary warbler,0.5971,psl2,5,11,7,33.142718,76.456498,3311,0,low
222.0,225.0,western crowned warbler,0.7957,psl2,5,11,7,33.142718,76.456498,3311,1,low
231.0,234.0,western crowned warbler,0.6393,psl2,5,11,7,33.142718,76.456498,3311,1,low
240.0,243.0,western crowned warbler,0.9082,psl2,5,11,7,33.142718,76.456498,3311,1,low
246.0,249.0,western crowned warbler,0.8198,psl2,5,11,7,33.142718,76.456498,3311,1,low
246.0,249.0,tytler's leaf warbler,0.7771,psl2,5,11,7,33.142718,76.456498,3311,1,low
249.0,252.0,western crowned warbler,0.6377,psl2,5,11,7,33.142718,76.456498,3311,1,low
258.0,261.0,western crowned warbler,0.8644,psl2,5,11,7,33.142718,76.456498,3311,1,low
267.0,270.0,western crowned warbler,0.601,psl2,5,11,7,33.142718,76.456498,3311,1,low
270.0,273.0,western crowned warbler,0.9576,psl2,5,11,7,33.142718,76.456498,3311,1,low
276.0,279.0,western crowned warbler,0.6088,psl2,5,11,7,33.142718,76.456498,3311,1,low
282.0,285.0,western crowned warbler,0.6285,psl2,5,11,7,33.142718,76.456498,3311,1,low
294.0,297.0,western crowned warbler,0.5029,psl2,5,11,7,33.142718,76.456498,3311,1,low
297.0,300.0,western crowned warbler,0.5257,psl2,5,11,7,33.142718,76.456498,3311,1,low
309.0,312.0,western crowned warbler,0.9355,psl2,5,11,7,33.142718,76.456498,3311,1,low
315.0,318.0,western crowned warbler,0.5161,psl2,5,11,7,33.142718,76.456498,3311,1,low
321.0,324.0,western crowned warbler,0.5792,psl2,5,11,7,33.142718,76.456498,3311,1,low
330.0,333.0,western crowned warbler,0.6447,psl2,5,11,7,33.142718,76.456498,3311,1,low
336.0,339.0,western crowned warbler,0.9474,psl2,5,11,7,33.142718,76.456498,3311,1,low
336.0,339.0,tytler's leaf warbler,0.5355,psl2,5,11,7,33.142718,76.456498,3311,1,low
342.0,345.0,western crowned warbler,0.7184,psl2,5,11,7,33.142718,76.456498,3311,1,low
384.0,387.0,western crowned warbler,0.9046,psl2,5,11,7,33.142718,76.456498,3311,1,low
387.0,390.0,western crowned warbler,0.62,psl2,5,11,7,33.142718,76.456498,3311,1,low
390.0,393.0,western crowned warbler,0.5705,psl2,5,11,7,33.142718,76.456498,3311,1,low
393.0,396.0,western crowned warbler,0.9281,psl2,5,11,7,33.142718,76.456498,3311,1,low
396.0,399.0,western crowned warbler,0.6761,psl2,5,11,7,33.142718,76.456498,3311,1,low
399.0,402.0,western crowned warbler,0.8086,psl2,5,11,7,33.142718,76.456498,3311,1,low
402.0,405.0,western crowned warbler,0.7763,psl2,5,11,7,33.142718,76.456498,3311,1,low
405.0,408.0,western crowned warbler,0.6004,psl2,5,11,7,33.142718,76.456498,3311,1,low
435.0,438.0,western crowned warbler,0.8812,psl2,5,11,7,33.142718,76.456498,3311,1,low
441.0,444.0,western crowned warbler,0.5819,psl2,5,11,7,33.142718,76.456498,3311,1,low
453.0,456.0,western crowned warbler,0.7411,psl2,5,11,7,33.142718,76.456498,3311,1,low
456.0,459.0,tytler's leaf warbler,0.5703,psl2,5,11,7,33.142718,76.456498,3311,1,low
459.0,462.0,western crowned warbler,0.5843,psl2,5,11,7,33.142718,76.456498,3311,1,low
462.0,465.0,western crowned warbler,0.6299,psl2,5,11,7,33.142718,76.456498,3311,1,low
465.0,468.0,western crowned warbler,0.6909,psl2,5,11,7,33.142718,76.456498,3311,1,low
474.0,477.0,western crowned warbler,0.6662,psl2,5,11,7,33.142718,76.456498,3311,1,low
480.0,483.0,western crowned warbler,0.8781,psl2,5,11,7,33.142718,76.456498,3311,1,low
483.0,486.0,western crowned warbler,0.7066,psl2,5,11,7,33.142718,76.456498,3311,1,low
486.0,489.0,western crowned warbler,0.835,psl2,5,11,7,33.142718,76.456498,3311,1,low
501.0,504.0,western crowned warbler,0.778,psl2,5,11,7,33.142718,76.456498,3311,1,low
510.0,513.0,western crowned warbler,0.9494,psl2,5,11,7,33.142718,76.456498,3311,1,low
513.0,516.0,western crowned warbler,0.6932,psl2,5,11,7,33.142718,76.456498,3311,1,low
519.0,522.0,western crowned warbler,0.7692,psl2,5,11,7,33.142718,76.456498,3311,1,low
528.0,531.0,western crowned warbler,0.9541,psl2,5,11,7,33.142718,76.456498,3311,1,low
537.0,540.0,western crowned warbler,0.595,psl2,5,11,7,33.142718,76.456498,3311,1,low
543.0,546.0,western crowned warbler,0.5724,psl2,5,11,7,33.142718,76.456498,3311,1,low
564.0,567.0,western crowned warbler,0.9389,psl2,5,11,7,33.142718,76.456498,3311,1,low
573.0,576.0,western crowned warbler,0.9075,psl2,5,11,7,33.142718,76.456498,3311,1,low
585.0,588.0,western crowned warbler,0.7205,psl2,5,11,7,33.142718,76.456498,3311,1,low
591.0,594.0,western crowned warbler,0.9555,psl2,5,11,7,33.142718,76.456498,3311,1,low
594.0,597.0,western crowned warbler,0.5311,psl2,5,11,7,33.142718,76.456498,3311,1,low
609.0,612.0,western crowned warbler,0.9111,psl2,5,11,7,33.142718,76.456498,3311,1,low
612.0,615.0,western crowned warbler,0.6524,psl2,5,11,7,33.142718,76.456498,3311,1,low
621.0,624.0,western crowned warbler,0.9505,psl2,5,11,7,33.142718,76.456498,3311,1,low
630.0,633.0,western crowned warbler,0.5451,psl2,5,11,7,33.142718,76.456498,3311,1,low
633.0,636.0,western crowned warbler,0.8468,psl2,5,11,7,33.142718,76.456498,3311,1,low
639.0,642.0,western crowned warbler,0.8269,psl2,5,11,7,33.142718,76.456498,3311,1,low
642.0,645.0,western crowned warbler,0.9083,psl2,5,11,7,33.142718,76.456498,3311,1,low
651.0,654.0,western crowned warbler,0.9087,psl2,5,11,7,33.142718,76.456498,3311,1,low
660.0,663.0,western crowned warbler,0.8872,psl2,5,11,7,33.142718,76.456498,3311,1,low
666.0,669.0,western crowned warbler,0.9759,psl2,5,11,7,33.142718,76.456498,3311,1,low
672.0,675.0,western crowned warbler,0.7923,psl2,5,11,7,33.142718,76.456498,3311,1,low
684.0,687.0,western crowned warbler,0.8442,psl2,5,11,7,33.142718,76.456498,3311,1,low
693.0,696.0,western crowned warbler,0.7962,psl2,5,11,7,33.142718,76.456498,3311,1,low
696.0,699.0,tytler's leaf warbler,0.5005,psl2,5,11,7,33.142718,76.456498,3311,1,low
705.0,708.0,western crowned warbler,0.9236,psl2,5,11,7,33.142718,76.456498,3311,1,low
711.0,714.0,western crowned warbler,0.7881,psl2,5,11,7,33.142718,76.456498,3311,1,low
714.0,717.0,western crowned warbler,0.8792,psl2,5,11,7,33.142718,76.456498,3311,1,low
