Start (s),End (s),Scientific name,Common name,Confidence,ID,Year,Month,Day,Time
18.0,21.0,Phylloscopus trochiloides,Greenish Warbler,0.8063,psh6,2024,07,04,05
18.0,21.0,Phylloscopus nitidus,Green Warbler,0.6015,psh6,2024,07,04,05
24.0,27.0,Troglodytes pacificus,Pacific Wren,0.5773,psh6,2024,07,04,05
69.0,72.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6566,psh6,2024,07,04,05
84.0,87.0,Phylloscopus trochiloides,Greenish Warbler,0.7383,psh6,2024,07,04,05
84.0,87.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6125,psh6,2024,07,04,05
111.0,114.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6035,psh6,2024,07,04,05
135.0,138.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.5198,psh6,2024,07,04,05
150.0,153.0,Phylloscopus nitidus,Green Warbler,0.6979,psh6,2024,07,04,05
204.0,207.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.5551,psh6,2024,07,04,05
282.0,285.0,Phylloscopus trochiloides,Greenish Warbler,0.52,psh6,2024,07,04,05
303.0,306.0,Phylloscopus humei,Hume's Warbler,0.5229,psh6,2024,07,04,05
318.0,321.0,Phylloscopus humei,Hume's Warbler,0.507,psh6,2024,07,04,05
330.0,333.0,Phylloscopus humei,Hume's Warbler,0.552,psh6,2024,07,04,05
342.0,345.0,Phylloscopus trochiloides,Greenish Warbler,0.699,psh6,2024,07,04,05
366.0,369.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.5122,psh6,2024,07,04,05
405.0,408.0,Phylloscopus humei,Hume's Warbler,0.7174,psh6,2024,07,04,05
408.0,411.0,Phylloscopus humei,Hume's Warbler,0.5538,psh6,2024,07,04,05
426.0,429.0,Phylloscopus humei,Hume's Warbler,0.7206,psh6,2024,07,04,05
429.0,432.0,Phylloscopus trochiloides,Greenish Warbler,0.6385,psh6,2024,07,04,05
435.0,438.0,Phylloscopus humei,Hume's Warbler,0.5101,psh6,2024,07,04,05
438.0,441.0,Phylloscopus trochiloides,Greenish Warbler,0.8273,psh6,2024,07,04,05
438.0,441.0,Phylloscopus nitidus,Green Warbler,0.5718,psh6,2024,07,04,05
450.0,453.0,Phylloscopus nitidus,Green Warbler,0.9008,psh6,2024,07,04,05
459.0,462.0,Phylloscopus humei,Hume's Warbler,0.811,psh6,2024,07,04,05
471.0,474.0,Phylloscopus nitidus,Green Warbler,0.8015,psh6,2024,07,04,05
471.0,474.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6756,psh6,2024,07,04,05
474.0,477.0,Phylloscopus humei,Hume's Warbler,0.5465,psh6,2024,07,04,05
513.0,516.0,Phylloscopus humei,Hume's Warbler,0.7039,psh6,2024,07,04,05
519.0,522.0,Phylloscopus humei,Hume's Warbler,0.7959,psh6,2024,07,04,05
531.0,534.0,Phylloscopus humei,Hume's Warbler,0.6747,psh6,2024,07,04,05
540.0,543.0,Phylloscopus humei,Hume's Warbler,0.697,psh6,2024,07,04,05
543.0,546.0,Phylloscopus humei,Hume's Warbler,0.7066,psh6,2024,07,04,05
543.0,546.0,Tarsiger rufilatus,Himalayan Bluetail,0.5996,psh6,2024,07,04,05
564.0,567.0,Phylloscopus nitidus,Green Warbler,0.6762,psh6,2024,07,04,05
570.0,573.0,Phylloscopus humei,Hume's Warbler,0.5432,psh6,2024,07,04,05
576.0,579.0,Phylloscopus trochiloides,Greenish Warbler,0.5507,psh6,2024,07,04,05
591.0,594.0,Phylloscopus nitidus,Green Warbler,0.5088,psh6,2024,07,04,05
600.0,603.0,Phylloscopus humei,Hume's Warbler,0.7024,psh6,2024,07,04,05
603.0,606.0,Phylloscopus humei,Hume's Warbler,0.5211,psh6,2024,07,04,05
630.0,633.0,Phylloscopus humei,Hume's Warbler,0.5687,psh6,2024,07,04,05
636.0,639.0,Phylloscopus humei,Hume's Warbler,0.7073,psh6,2024,07,04,05
645.0,648.0,Phylloscopus humei,Hume's Warbler,0.6208,psh6,2024,07,04,05
651.0,654.0,Phylloscopus humei,Hume's Warbler,0.7214,psh6,2024,07,04,05
657.0,660.0,Phylloscopus humei,Hume's Warbler,0.8819,psh6,2024,07,04,05
663.0,666.0,Phylloscopus nitidus,Green Warbler,0.663,psh6,2024,07,04,05
663.0,666.0,Phylloscopus trochiloides,Greenish Warbler,0.5114,psh6,2024,07,04,05
666.0,669.0,Phylloscopus humei,Hume's Warbler,0.6944,psh6,2024,07,04,05
687.0,690.0,Phylloscopus trochiloides,Greenish Warbler,0.6865,psh6,2024,07,04,05
690.0,693.0,Phylloscopus nitidus,Green Warbler,0.6743,psh6,2024,07,04,05
708.0,711.0,Phylloscopus humei,Hume's Warbler,0.6971,psh6,2024,07,04,05
729.0,732.0,Phylloscopus trochiloides,Greenish Warbler,0.6386,psh6,2024,07,04,05
780.0,783.0,Phylloscopus goodsoni,Hartert's Leaf Warbler,0.5275,psh6,2024,07,04,05
795.0,798.0,Phylloscopus trochiloides,Greenish Warbler,0.7208,psh6,2024,07,04,05
807.0,810.0,Phylloscopus humei,Hume's Warbler,0.9233,psh6,2024,07,04,05
834.0,837.0,Phylloscopus humei,Hume's Warbler,0.95,psh6,2024,07,04,05
852.0,855.0,Phylloscopus humei,Hume's Warbler,0.5993,psh6,2024,07,04,05
861.0,864.0,Phylloscopus humei,Hume's Warbler,0.7747,psh6,2024,07,04,05
867.0,870.0,Phylloscopus humei,Hume's Warbler,0.7803,psh6,2024,07,04,05
876.0,879.0,Phylloscopus nitidus,Green Warbler,0.9447,psh6,2024,07,04,05
879.0,882.0,Phylloscopus humei,Hume's Warbler,0.8513,psh6,2024,07,04,05
891.0,894.0,Phylloscopus humei,Hume's Warbler,0.9218,psh6,2024,07,04,05
894.0,897.0,Phylloscopus humei,Hume's Warbler,0.9886,psh6,2024,07,04,05
897.0,900.0,Phylloscopus nitidus,Green Warbler,0.64,psh6,2024,07,04,05
27.0,30.0,Fringilla montifringilla,Brambling,0.6214,psh6,2024,07,04,06
45.0,48.0,Fringilla montifringilla,Brambling,0.9766,psh6,2024,07,04,06
66.0,69.0,Phylloscopus reguloides,Blyth's Leaf Warbler,0.541,psh6,2024,07,04,06
327.0,330.0,Setophaga magnolia,Magnolia Warbler,0.501,psh6,2024,07,04,06
459.0,462.0,Phylloscopus humei,Hume's Warbler,0.7494,psh6,2024,07,04,06
462.0,465.0,Phylloscopus humei,Hume's Warbler,0.9223,psh6,2024,07,04,06
483.0,486.0,Phylloscopus humei,Hume's Warbler,0.7681,psh6,2024,07,04,06
489.0,492.0,Phylloscopus humei,Hume's Warbler,0.7849,psh6,2024,07,04,06
492.0,495.0,Phylloscopus humei,Hume's Warbler,0.5236,psh6,2024,07,04,06
498.0,501.0,Phylloscopus humei,Hume's Warbler,0.7931,psh6,2024,07,04,06
750.0,753.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5398,psh6,2024,07,04,06
771.0,774.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9291,psh6,2024,07,04,06
786.0,789.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5369,psh6,2024,07,04,06
792.0,795.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6217,psh6,2024,07,04,06
795.0,798.0,Phylloscopus trochiloides,Greenish Warbler,0.6344,psh6,2024,07,04,06
798.0,801.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6735,psh6,2024,07,04,06
813.0,816.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6984,psh6,2024,07,04,06
825.0,828.0,Phylloscopus trochiloides,Greenish Warbler,0.8739,psh6,2024,07,04,06
831.0,834.0,Phylloscopus trochiloides,Greenish Warbler,0.7386,psh6,2024,07,04,06
834.0,837.0,Phylloscopus trochiloides,Greenish Warbler,0.7794,psh6,2024,07,04,06
840.0,843.0,Phylloscopus trochiloides,Greenish Warbler,0.8319,psh6,2024,07,04,06
867.0,870.0,Phylloscopus trochiloides,Greenish Warbler,0.9055,psh6,2024,07,04,06
876.0,879.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8538,psh6,2024,07,04,06
336.0,339.0,Phylloscopus humei,Hume's Warbler,0.5604,psh6,2024,07,04,07
855.0,858.0,Phylloscopus trochiloides,Greenish Warbler,0.7586,psh6,2024,07,04,07
9.0,12.0,Troglodytes pacificus,Pacific Wren,0.6543,psh6,2024,07,05,05
30.0,33.0,Phylloscopus trochiloides,Greenish Warbler,0.5665,psh6,2024,07,05,05
57.0,60.0,Prunella strophiata,Rufous-breasted Accentor,0.6109,psh6,2024,07,05,05
