Start (s),End (s),Scientific name,Common name,Confidence,ID,Year,Month,Day,Time
108.0,111.0,Phylloscopus trochiloides,Greenish Warbler,0.6248,psh1,2024,06,03,05
117.0,120.0,Phylloscopus trochiloides,Greenish Warbler,0.502,psh1,2024,06,03,05
198.0,201.0,Tarsiger rufilatus,Himalayan Bluetail,0.8343,psh1,2024,06,03,05
204.0,207.0,Tarsiger rufilatus,Himalayan Bluetail,0.6254,psh1,2024,06,03,05
210.0,213.0,Tarsiger rufilatus,Himalayan Bluetail,0.6396,psh1,2024,06,03,05
213.0,216.0,Tarsiger rufilatus,Himalayan Bluetail,0.9353,psh1,2024,06,03,05
222.0,225.0,Tarsiger rufilatus,Himalayan Bluetail,0.6009,psh1,2024,06,03,05
234.0,237.0,Tarsiger rufilatus,Himalayan Bluetail,0.9551,psh1,2024,06,03,05
240.0,243.0,Tarsiger rufilatus,Himalayan Bluetail,0.6986,psh1,2024,06,03,05
348.0,351.0,Brachyramphus marmoratus,Marbled Murrelet,0.5819,psh1,2024,06,03,05
402.0,405.0,Brachyramphus marmoratus,Marbled Murrelet,0.6722,psh1,2024,06,03,05
585.0,588.0,Phylloscopus humei,Hume's Warbler,0.719,psh1,2024,06,03,05
597.0,600.0,Tarsiger rufilatus,Himalayan Bluetail,0.6677,psh1,2024,06,03,05
612.0,615.0,Phylloscopus humei,Hume's Warbler,0.5289,psh1,2024,06,03,05
633.0,636.0,Tarsiger rufilatus,Himalayan Bluetail,0.6149,psh1,2024,06,03,05
639.0,642.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5222,psh1,2024,06,03,05
648.0,651.0,Tarsiger rufilatus,Himalayan Bluetail,0.5043,psh1,2024,06,03,05
672.0,675.0,Tarsiger rufilatus,Himalayan Bluetail,0.7643,psh1,2024,06,03,05
675.0,678.0,Tarsiger rufilatus,Himalayan Bluetail,0.5026,psh1,2024,06,03,05
684.0,687.0,Phylloscopus nitidus,Green Warbler,0.5162,psh1,2024,06,03,05
699.0,702.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8648,psh1,2024,06,03,05
702.0,705.0,Tarsiger rufilatus,Himalayan Bluetail,0.9145,psh1,2024,06,03,05
708.0,711.0,Phylloscopus trochiloides,Greenish Warbler,0.6039,psh1,2024,06,03,05
711.0,714.0,Tarsiger rufilatus,Himalayan Bluetail,0.8453,psh1,2024,06,03,05
717.0,720.0,Tarsiger rufilatus,Himalayan Bluetail,0.7906,psh1,2024,06,03,05
723.0,726.0,Phylloscopus nitidus,Green Warbler,0.8916,psh1,2024,06,03,05
723.0,726.0,Phylloscopus trochiloides,Greenish Warbler,0.5999,psh1,2024,06,03,05
738.0,741.0,Brachyramphus marmoratus,Marbled Murrelet,0.7563,psh1,2024,06,03,05
744.0,747.0,Brachyramphus marmoratus,Marbled Murrelet,0.7252,psh1,2024,06,03,05
747.0,750.0,Trochalopteron variegatum,Variegated Laughingthrush,0.621,psh1,2024,06,03,05
777.0,780.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7199,psh1,2024,06,03,05
786.0,789.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8494,psh1,2024,06,03,05
795.0,798.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5799,psh1,2024,06,03,05
813.0,816.0,Trochalopteron variegatum,Variegated Laughingthrush,0.819,psh1,2024,06,03,05
816.0,819.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9086,psh1,2024,06,03,05
831.0,834.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7705,psh1,2024,06,03,05
837.0,840.0,Carpodacus erythrinus,Common Rosefinch,0.7665,psh1,2024,06,03,05
846.0,849.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5628,psh1,2024,06,03,05
849.0,852.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7322,psh1,2024,06,03,05
858.0,861.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7711,psh1,2024,06,03,05
12.0,15.0,Phylloscopus nitidus,Green Warbler,0.5936,psh1,2024,06,03,06
36.0,39.0,Brachyramphus marmoratus,Marbled Murrelet,0.83,psh1,2024,06,03,06
42.0,45.0,Phylloscopus pulcher,Buff-barred Warbler,0.5773,psh1,2024,06,03,06
66.0,69.0,Phylloscopus pulcher,Buff-barred Warbler,0.5483,psh1,2024,06,03,06
87.0,90.0,Brachyramphus marmoratus,Marbled Murrelet,0.6146,psh1,2024,06,03,06
156.0,159.0,Phylloscopus trochiloides,Greenish Warbler,0.5219,psh1,2024,06,03,06
165.0,168.0,Phylloscopus trochiloides,Greenish Warbler,0.6482,psh1,2024,06,03,06
183.0,186.0,Phylloscopus humei,Hume's Warbler,0.7073,psh1,2024,06,03,06
207.0,210.0,Tarsiger rufilatus,Himalayan Bluetail,0.6941,psh1,2024,06,03,06
