Start (s),End (s),Scientific name,Common name,Confidence,File
15.0,18.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7085,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
36.0,39.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7981,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
39.0,42.0,Protonotaria citrea,Prothonotary Warbler,0.9746,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
48.0,51.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9679,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
63.0,66.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8697,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
87.0,90.0,Protonotaria citrea,Prothonotary Warbler,0.8383,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
192.0,195.0,Acanthiza pusilla,Brown Thornbill,0.5358,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
216.0,219.0,Myrmoderus squamosus,Squamate Antbird,0.6007,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
279.0,282.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5277,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
282.0,285.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9933,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
285.0,288.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9257,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
285.0,288.0,Protonotaria citrea,Prothonotary Warbler,0.9124,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
294.0,297.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9990,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
300.0,303.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9156,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
303.0,306.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9940,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
309.0,312.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8452,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
327.0,330.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7051,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Low/PSL7\20240509_060001.WAV
