Start (s),End (s),Scientific name,Common name,Confidence,ID,Year,Month,Day,Time
9.0,12.0,Trochalopteron variegatum,Variegated Laughingthrush,0.909,psm7,2024,05,26,05
63.0,66.0,Petronia petronia,Rock Sparrow,0.7847,psm7,2024,05,26,05
69.0,72.0,Troglodytes pacificus,Pacific Wren,0.7317,psm7,2024,05,26,05
135.0,138.0,Troglodytes pacificus,Pacific Wren,0.6504,psm7,2024,05,26,05
165.0,168.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6528,psm7,2024,05,26,05
180.0,183.0,Troglodytes pacificus,Pacific Wren,0.6728,psm7,2024,05,26,05
180.0,183.0,Troglodytes troglodytes,Eurasian Wren,0.5257,psm7,2024,05,26,05
222.0,225.0,Troglodytes pacificus,Pacific Wren,0.6496,psm7,2024,05,26,05
231.0,234.0,Troglodytes pacificus,Pacific Wren,0.5194,psm7,2024,05,26,05
246.0,249.0,Emberiza cia,Rock Bunting,0.5535,psm7,2024,05,26,05
249.0,252.0,Prunella strophiata,Rufous-breasted Accentor,0.6997,psm7,2024,05,26,05
261.0,264.0,Prunella strophiata,Rufous-breasted Accentor,0.569,psm7,2024,05,26,05
267.0,270.0,Prunella strophiata,Rufous-breasted Accentor,0.536,psm7,2024,05,26,05
270.0,273.0,Troglodytes pacificus,Pacific Wren,0.6596,psm7,2024,05,26,05
276.0,279.0,Prunella strophiata,Rufous-breasted Accentor,0.7223,psm7,2024,05,26,05
285.0,288.0,Prunella strophiata,Rufous-breasted Accentor,0.8994,psm7,2024,05,26,05
288.0,291.0,Prunella strophiata,Rufous-breasted Accentor,0.6631,psm7,2024,05,26,05
306.0,309.0,Serinus serinus,European Serin,0.6045,psm7,2024,05,26,05
306.0,309.0,Prunella strophiata,Rufous-breasted Accentor,0.5874,psm7,2024,05,26,05
309.0,312.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9032,psm7,2024,05,26,05
318.0,321.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8464,psm7,2024,05,26,05
321.0,324.0,Troglodytes troglodytes,Eurasian Wren,0.5569,psm7,2024,05,26,05
324.0,327.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9756,psm7,2024,05,26,05
327.0,330.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9745,psm7,2024,05,26,05
333.0,336.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6953,psm7,2024,05,26,05
339.0,342.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9788,psm7,2024,05,26,05
354.0,357.0,Troglodytes pacificus,Pacific Wren,0.5268,psm7,2024,05,26,05
363.0,366.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9743,psm7,2024,05,26,05
402.0,405.0,Prunella strophiata,Rufous-breasted Accentor,0.5729,psm7,2024,05,26,05
420.0,423.0,Troglodytes pacificus,Pacific Wren,0.9018,psm7,2024,05,26,05
450.0,453.0,Carpodacus erythrinus,Common Rosefinch,0.5913,psm7,2024,05,26,05
456.0,459.0,Troglodytes pacificus,Pacific Wren,0.5168,psm7,2024,05,26,05
486.0,489.0,Troglodytes pacificus,Pacific Wren,0.8154,psm7,2024,05,26,05
492.0,495.0,Phylloscopus bonelli,Western Bonelli's Warbler,0.5943,psm7,2024,05,26,05
522.0,525.0,Troglodytes pacificus,Pacific Wren,0.5093,psm7,2024,05,26,05
525.0,528.0,Troglodytes pacificus,Pacific Wren,0.7677,psm7,2024,05,26,05
555.0,558.0,Troglodytes troglodytes,Eurasian Wren,0.6187,psm7,2024,05,26,05
555.0,558.0,Troglodytes pacificus,Pacific Wren,0.5414,psm7,2024,05,26,05
624.0,627.0,Troglodytes pacificus,Pacific Wren,0.6362,psm7,2024,05,26,05
627.0,630.0,Troglodytes pacificus,Pacific Wren,0.5962,psm7,2024,05,26,05
657.0,660.0,Phylloscopus nitidus,Green Warbler,0.7305,psm7,2024,05,26,05
672.0,675.0,Troglodytes pacificus,Pacific Wren,0.5482,psm7,2024,05,26,05
672.0,675.0,Carpodacus thura,Himalayan White-browed Rosefinch,0.5365,psm7,2024,05,26,05
675.0,678.0,Carpodacus thura,Himalayan White-browed Rosefinch,0.558,psm7,2024,05,26,05
684.0,687.0,Troglodytes pacificus,Pacific Wren,0.5259,psm7,2024,05,26,05
705.0,708.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7008,psm7,2024,05,26,05
711.0,714.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7249,psm7,2024,05,26,05
717.0,720.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7617,psm7,2024,05,26,05
717.0,720.0,Trochalopteron erythrocephalum,Chestnut-crowned Laughingthrush,0.5307,psm7,2024,05,26,05
720.0,723.0,Carpodacus thura,Himalayan White-browed Rosefinch,0.7645,psm7,2024,05,26,05
723.0,726.0,Troglodytes pacificus,Pacific Wren,0.7075,psm7,2024,05,26,05
726.0,729.0,Anthus hodgsoni,Olive-backed Pipit,0.5336,psm7,2024,05,26,05
744.0,747.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6469,psm7,2024,05,26,05
747.0,750.0,Troglodytes pacificus,Pacific Wren,0.6485,psm7,2024,05,26,05
753.0,756.0,Troglodytes pacificus,Pacific Wren,0.8928,psm7,2024,05,26,05
759.0,762.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9639,psm7,2024,05,26,05
762.0,765.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7437,psm7,2024,05,26,05
774.0,777.0,Emberiza cia,Rock Bunting,0.8532,psm7,2024,05,26,05
777.0,780.0,Emberiza cia,Rock Bunting,0.9162,psm7,2024,05,26,05
786.0,789.0,Emberiza cia,Rock Bunting,0.5858,psm7,2024,05,26,05
792.0,795.0,Prunella strophiata,Rufous-breasted Accentor,0.5106,psm7,2024,05,26,05
795.0,798.0,Prunella strophiata,Rufous-breasted Accentor,0.6619,psm7,2024,05,26,05
804.0,807.0,Troglodytes pacificus,Pacific Wren,0.9428,psm7,2024,05,26,05
819.0,822.0,Emberiza cia,Rock Bunting,0.7755,psm7,2024,05,26,05
819.0,822.0,Prunella strophiata,Rufous-breasted Accentor,0.7072,psm7,2024,05,26,05
828.0,831.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5136,psm7,2024,05,26,05
831.0,834.0,Troglodytes pacificus,Pacific Wren,0.5276,psm7,2024,05,26,05
870.0,873.0,Troglodytes pacificus,Pacific Wren,0.7969,psm7,2024,05,26,05
882.0,885.0,Emberiza cia,Rock Bunting,0.6457,psm7,2024,05,26,05
882.0,885.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5986,psm7,2024,05,26,05
888.0,891.0,Emberiza cia,Rock Bunting,0.5255,psm7,2024,05,26,05
897.0,900.0,Prunella strophiata,Rufous-breasted Accentor,0.5324,psm7,2024,05,26,05
9.0,12.0,Prunella strophiata,Rufous-breasted Accentor,0.6986,psm7,2024,05,26,06
66.0,69.0,Troglodytes pacificus,Pacific Wren,0.6831,psm7,2024,05,26,06
75.0,78.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.5275,psm7,2024,05,26,06
84.0,87.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.8803,psm7,2024,05,26,06
99.0,102.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.7354,psm7,2024,05,26,06
126.0,129.0,Troglodytes pacificus,Pacific Wren,0.6626,psm7,2024,05,26,06
132.0,135.0,Troglodytes pacificus,Pacific Wren,0.5378,psm7,2024,05,26,06
141.0,144.0,Troglodytes pacificus,Pacific Wren,0.8416,psm7,2024,05,26,06
144.0,147.0,Troglodytes troglodytes,Eurasian Wren,0.5207,psm7,2024,05,26,06
153.0,156.0,Troglodytes pacificus,Pacific Wren,0.7125,psm7,2024,05,26,06
165.0,168.0,Troglodytes pacificus,Pacific Wren,0.5577,psm7,2024,05,26,06
168.0,171.0,Troglodytes pacificus,Pacific Wren,0.8534,psm7,2024,05,26,06
174.0,177.0,Troglodytes pacificus,Pacific Wren,0.8025,psm7,2024,05,26,06
183.0,186.0,Troglodytes pacificus,Pacific Wren,0.711,psm7,2024,05,26,06
186.0,189.0,Troglodytes pacificus,Pacific Wren,0.8979,psm7,2024,05,26,06
189.0,192.0,Troglodytes troglodytes,Eurasian Wren,0.6271,psm7,2024,05,26,06
198.0,201.0,Troglodytes pacificus,Pacific Wren,0.587,psm7,2024,05,26,06
201.0,204.0,Troglodytes pacificus,Pacific Wren,0.8366,psm7,2024,05,26,06
204.0,207.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.7221,psm7,2024,05,26,06
210.0,213.0,Troglodytes pacificus,Pacific Wren,0.8295,psm7,2024,05,26,06
222.0,225.0,Troglodytes pacificus,Pacific Wren,0.9489,psm7,2024,05,26,06
225.0,228.0,Troglodytes troglodytes,Eurasian Wren,0.8473,psm7,2024,05,26,06
231.0,234.0,Troglodytes pacificus,Pacific Wren,0.57,psm7,2024,05,26,06
246.0,249.0,Troglodytes pacificus,Pacific Wren,0.9762,psm7,2024,05,26,06
267.0,270.0,Anthus hodgsoni,Olive-backed Pipit,0.6558,psm7,2024,05,26,06
291.0,294.0,Tarsiger rufilatus,Himalayan Bluetail,0.9943,psm7,2024,05,26,06
294.0,297.0,Tarsiger rufilatus,Himalayan Bluetail,0.8178,psm7,2024,05,26,06
303.0,306.0,Tarsiger rufilatus,Himalayan Bluetail,0.989,psm7,2024,05,26,06
306.0,309.0,Tarsiger rufilatus,Himalayan Bluetail,0.9961,psm7,2024,05,26,06
309.0,312.0,Tarsiger rufilatus,Himalayan Bluetail,0.9843,psm7,2024,05,26,06
312.0,315.0,Tarsiger rufilatus,Himalayan Bluetail,0.996,psm7,2024,05,26,06
315.0,318.0,Tarsiger rufilatus,Himalayan Bluetail,0.9925,psm7,2024,05,26,06
318.0,321.0,Tarsiger rufilatus,Himalayan Bluetail,0.9923,psm7,2024,05,26,06
321.0,324.0,Tarsiger rufilatus,Himalayan Bluetail,0.9681,psm7,2024,05,26,06
324.0,327.0,Tarsiger rufilatus,Himalayan Bluetail,0.9606,psm7,2024,05,26,06
327.0,330.0,Tarsiger rufilatus,Himalayan Bluetail,0.9284,psm7,2024,05,26,06
