Start (s),End (s),Scientific name,Common name,Confidence,File
18.0,21.0,Phylloscopus trochiloides,Greenish Warbler,0.8063,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
18.0,21.0,Phylloscopus nitidus,Green Warbler,0.6015,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
24.0,27.0,Troglodytes pacificus,Pacific Wren,0.5773,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
69.0,72.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6566,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
84.0,87.0,Phylloscopus trochiloides,Greenish Warbler,0.7383,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
84.0,87.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6125,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
111.0,114.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6035,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
135.0,138.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.5198,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
150.0,153.0,Phylloscopus nitidus,Green Warbler,0.6979,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
204.0,207.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.5551,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
282.0,285.0,Phylloscopus trochiloides,Greenish Warbler,0.5200,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
303.0,306.0,Phylloscopus humei,Hume's Warbler,0.5229,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
318.0,321.0,Phylloscopus humei,Hume's Warbler,0.5070,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
330.0,333.0,Phylloscopus humei,Hume's Warbler,0.5520,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
342.0,345.0,Phylloscopus trochiloides,Greenish Warbler,0.6990,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
366.0,369.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.5122,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
405.0,408.0,Phylloscopus humei,Hume's Warbler,0.7174,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
408.0,411.0,Phylloscopus humei,Hume's Warbler,0.5538,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
426.0,429.0,Phylloscopus humei,Hume's Warbler,0.7206,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
429.0,432.0,Phylloscopus trochiloides,Greenish Warbler,0.6385,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
435.0,438.0,Phylloscopus humei,Hume's Warbler,0.5101,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
438.0,441.0,Phylloscopus trochiloides,Greenish Warbler,0.8273,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
438.0,441.0,Phylloscopus nitidus,Green Warbler,0.5718,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
450.0,453.0,Phylloscopus nitidus,Green Warbler,0.9008,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
459.0,462.0,Phylloscopus humei,Hume's Warbler,0.8110,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
471.0,474.0,Phylloscopus nitidus,Green Warbler,0.8015,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
471.0,474.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6756,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
474.0,477.0,Phylloscopus humei,Hume's Warbler,0.5465,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
513.0,516.0,Phylloscopus humei,Hume's Warbler,0.7039,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
519.0,522.0,Phylloscopus humei,Hume's Warbler,0.7959,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
531.0,534.0,Phylloscopus humei,Hume's Warbler,0.6747,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
540.0,543.0,Phylloscopus humei,Hume's Warbler,0.6970,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
543.0,546.0,Phylloscopus humei,Hume's Warbler,0.7066,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
543.0,546.0,Tarsiger rufilatus,Himalayan Bluetail,0.5996,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
564.0,567.0,Phylloscopus nitidus,Green Warbler,0.6762,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
570.0,573.0,Phylloscopus humei,Hume's Warbler,0.5432,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
576.0,579.0,Phylloscopus trochiloides,Greenish Warbler,0.5507,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
591.0,594.0,Phylloscopus nitidus,Green Warbler,0.5088,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
600.0,603.0,Phylloscopus humei,Hume's Warbler,0.7024,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
603.0,606.0,Phylloscopus humei,Hume's Warbler,0.5211,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
630.0,633.0,Phylloscopus humei,Hume's Warbler,0.5687,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
636.0,639.0,Phylloscopus humei,Hume's Warbler,0.7073,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
645.0,648.0,Phylloscopus humei,Hume's Warbler,0.6208,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
651.0,654.0,Phylloscopus humei,Hume's Warbler,0.7214,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
657.0,660.0,Phylloscopus humei,Hume's Warbler,0.8819,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
663.0,666.0,Phylloscopus nitidus,Green Warbler,0.6630,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
663.0,666.0,Phylloscopus trochiloides,Greenish Warbler,0.5114,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
666.0,669.0,Phylloscopus humei,Hume's Warbler,0.6944,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
687.0,690.0,Phylloscopus trochiloides,Greenish Warbler,0.6865,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
690.0,693.0,Phylloscopus nitidus,Green Warbler,0.6743,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
708.0,711.0,Phylloscopus humei,Hume's Warbler,0.6971,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
729.0,732.0,Phylloscopus trochiloides,Greenish Warbler,0.6386,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
780.0,783.0,Phylloscopus goodsoni,Hartert's Leaf Warbler,0.5275,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
795.0,798.0,Phylloscopus trochiloides,Greenish Warbler,0.7208,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
807.0,810.0,Phylloscopus humei,Hume's Warbler,0.9233,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
834.0,837.0,Phylloscopus humei,Hume's Warbler,0.9500,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
852.0,855.0,Phylloscopus humei,Hume's Warbler,0.5993,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
861.0,864.0,Phylloscopus humei,Hume's Warbler,0.7747,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
867.0,870.0,Phylloscopus humei,Hume's Warbler,0.7803,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
876.0,879.0,Phylloscopus nitidus,Green Warbler,0.9447,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
879.0,882.0,Phylloscopus humei,Hume's Warbler,0.8513,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
891.0,894.0,Phylloscopus humei,Hume's Warbler,0.9218,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
894.0,897.0,Phylloscopus humei,Hume's Warbler,0.9886,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
897.0,900.0,Phylloscopus nitidus,Green Warbler,0.6400,/Users/vanessaprema/Downloads/PSH6/20240704_050000.WAV
27.0,30.0,Fringilla montifringilla,Brambling,0.6214,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
45.0,48.0,Fringilla montifringilla,Brambling,0.9766,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
66.0,69.0,Phylloscopus reguloides,Blyth's Leaf Warbler,0.5410,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
327.0,330.0,Setophaga magnolia,Magnolia Warbler,0.5010,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
459.0,462.0,Phylloscopus humei,Hume's Warbler,0.7494,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
462.0,465.0,Phylloscopus humei,Hume's Warbler,0.9223,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
483.0,486.0,Phylloscopus humei,Hume's Warbler,0.7681,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
489.0,492.0,Phylloscopus humei,Hume's Warbler,0.7849,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
492.0,495.0,Phylloscopus humei,Hume's Warbler,0.5236,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
498.0,501.0,Phylloscopus humei,Hume's Warbler,0.7931,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
750.0,753.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5398,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
771.0,774.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9291,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
786.0,789.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5369,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
792.0,795.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6217,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
795.0,798.0,Phylloscopus trochiloides,Greenish Warbler,0.6344,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
798.0,801.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6735,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
813.0,816.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6984,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
825.0,828.0,Phylloscopus trochiloides,Greenish Warbler,0.8739,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
831.0,834.0,Phylloscopus trochiloides,Greenish Warbler,0.7386,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
834.0,837.0,Phylloscopus trochiloides,Greenish Warbler,0.7794,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
840.0,843.0,Phylloscopus trochiloides,Greenish Warbler,0.8319,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
867.0,870.0,Phylloscopus trochiloides,Greenish Warbler,0.9055,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
876.0,879.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8538,/Users/vanessaprema/Downloads/PSH6/20240704_060000.WAV
336.0,339.0,Phylloscopus humei,Hume's Warbler,0.5604,/Users/vanessaprema/Downloads/PSH6/20240704_070000.WAV
855.0,858.0,Phylloscopus trochiloides,Greenish Warbler,0.7586,/Users/vanessaprema/Downloads/PSH6/20240704_070000.WAV
9.0,12.0,Troglodytes pacificus,Pacific Wren,0.6543,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
30.0,33.0,Phylloscopus trochiloides,Greenish Warbler,0.5665,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
57.0,60.0,Prunella strophiata,Rufous-breasted Accentor,0.6109,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
99.0,102.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.5368,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
126.0,129.0,Phylloscopus trochiloides,Greenish Warbler,0.5007,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
147.0,150.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.8288,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
156.0,159.0,Phylloscopus trochiloides,Greenish Warbler,0.6950,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
171.0,174.0,Phylloscopus plumbeitarsus,Two-barred Warbler,0.6641,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
177.0,180.0,Phylloscopus trochiloides,Greenish Warbler,0.5645,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
213.0,216.0,Phylloscopus trochiloides,Greenish Warbler,0.6595,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
231.0,234.0,Phylloscopus humei,Hume's Warbler,0.9179,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
237.0,240.0,Phylloscopus humei,Hume's Warbler,0.5008,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
261.0,264.0,Phylloscopus trochiloides,Greenish Warbler,0.5002,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
264.0,267.0,Phylloscopus humei,Hume's Warbler,0.6620,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
267.0,270.0,Phylloscopus humei,Hume's Warbler,0.6450,/Users/vanessaprema/Downloads/PSH6/20240705_050000.WAV
