Start (s),End (s),Scientific name,Common name,Confidence,ID,Year,Month,Day,Time
327.0,330.0,Dryocopus pileatus,Pileated Woodpecker,0.7845,psm4,2024,05,26,04
330.0,333.0,Lophophorus impejanus,Himalayan Monal,0.5276,psm4,2024,05,26,04
333.0,336.0,Lophophorus impejanus,Himalayan Monal,0.5021,psm4,2024,05,26,04
342.0,345.0,Recurvirostra americana,American Avocet,0.5521,psm4,2024,05,26,04
345.0,348.0,Recurvirostra americana,American Avocet,0.7121,psm4,2024,05,26,04
684.0,687.0,Porzana porzana,Spotted Crake,0.5665,psm4,2024,05,26,04
78.0,81.0,Phylloscopus humei,Hume's Warbler,0.5305,psm4,2024,05,26,05
90.0,93.0,Phylloscopus humei,Hume's Warbler,0.6938,psm4,2024,05,26,05
96.0,99.0,Phylloscopus humei,Hume's Warbler,0.5196,psm4,2024,05,26,05
102.0,105.0,Phylloscopus humei,Hume's Warbler,0.9175,psm4,2024,05,26,05
117.0,120.0,Phylloscopus trochiloides,Greenish Warbler,0.7475,psm4,2024,05,26,05
117.0,120.0,Phylloscopus nitidus,Green Warbler,0.5386,psm4,2024,05,26,05
126.0,129.0,Phylloscopus humei,Hume's Warbler,0.6491,psm4,2024,05,26,05
132.0,135.0,Phylloscopus nitidus,Green Warbler,0.7502,psm4,2024,05,26,05
162.0,165.0,Phylloscopus trochiloides,Greenish Warbler,0.5228,psm4,2024,05,26,05
207.0,210.0,Phylloscopus nitidus,Green Warbler,0.8911,psm4,2024,05,26,05
213.0,216.0,Phylloscopus nitidus,Green Warbler,0.5993,psm4,2024,05,26,05
216.0,219.0,Phylloscopus nitidus,Green Warbler,0.5199,psm4,2024,05,26,05
234.0,237.0,Phylloscopus trochiloides,Greenish Warbler,0.5583,psm4,2024,05,26,05
249.0,252.0,Vireo vicinior,Gray Vireo,0.5008,psm4,2024,05,26,05
267.0,270.0,Ficedula parva,Red-breasted Flycatcher,0.5199,psm4,2024,05,26,05
276.0,279.0,Ficedula parva,Red-breasted Flycatcher,0.6039,psm4,2024,05,26,05
