Start (s),End (s),Scientific name,Common name,Confidence,ID,Year,Month,Day,Time
36.0,39.0,Phylloscopus humei,Hume's Warbler,0.6543,psh4,2024,06,03,05
60.0,63.0,Phylloscopus pulcher,Buff-barred Warbler,0.6597,psh4,2024,06,03,05
105.0,108.0,Phylloscopus pulcher,Buff-barred Warbler,0.5974,psh4,2024,06,03,05
108.0,111.0,Phylloscopus pulcher,Buff-barred Warbler,0.7157,psh4,2024,06,03,05
114.0,117.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6614,psh4,2024,06,03,05
129.0,132.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5437,psh4,2024,06,03,05
141.0,144.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8136,psh4,2024,06,03,05
153.0,156.0,Phylloscopus trochiloides,Greenish Warbler,0.7102,psh4,2024,06,03,05
168.0,171.0,Phylloscopus trochiloides,Greenish Warbler,0.8198,psh4,2024,06,03,05
171.0,174.0,Phylloscopus trochiloides,Greenish Warbler,0.5711,psh4,2024,06,03,05
174.0,177.0,Phylloscopus trochiloides,Greenish Warbler,0.7196,psh4,2024,06,03,05
216.0,219.0,Troglodytes pacificus,Pacific Wren,0.835,psh4,2024,06,03,05
261.0,264.0,Phylloscopus humei,Hume's Warbler,0.7236,psh4,2024,06,03,05
273.0,276.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8922,psh4,2024,06,03,05
276.0,279.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6729,psh4,2024,06,03,05
279.0,282.0,Troglodytes pacificus,Pacific Wren,0.5682,psh4,2024,06,03,05
279.0,282.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5254,psh4,2024,06,03,05
303.0,306.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6861,psh4,2024,06,03,05
309.0,312.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7689,psh4,2024,06,03,05
423.0,426.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6453,psh4,2024,06,03,05
516.0,519.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8421,psh4,2024,06,03,05
519.0,522.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6886,psh4,2024,06,03,05
522.0,525.0,Cyanolyca nanus,Dwarf Jay,0.6538,psh4,2024,06,03,05
531.0,534.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9594,psh4,2024,06,03,05
534.0,537.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7741,psh4,2024,06,03,05
540.0,543.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7768,psh4,2024,06,03,05
543.0,546.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5396,psh4,2024,06,03,05
546.0,549.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9132,psh4,2024,06,03,05
549.0,552.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8604,psh4,2024,06,03,05
549.0,552.0,Phylloscopus pulcher,Buff-barred Warbler,0.5568,psh4,2024,06,03,05
552.0,555.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5609,psh4,2024,06,03,05
552.0,555.0,Phylloscopus pulcher,Buff-barred Warbler,0.5578,psh4,2024,06,03,05
555.0,558.0,Phylloscopus pulcher,Buff-barred Warbler,0.8625,psh4,2024,06,03,05
558.0,561.0,Phylloscopus pulcher,Buff-barred Warbler,0.7501,psh4,2024,06,03,05
561.0,564.0,Phylloscopus pulcher,Buff-barred Warbler,0.8509,psh4,2024,06,03,05
561.0,564.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6183,psh4,2024,06,03,05
576.0,579.0,Phylloscopus pulcher,Buff-barred Warbler,0.8927,psh4,2024,06,03,05
579.0,582.0,Phylloscopus pulcher,Buff-barred Warbler,0.771,psh4,2024,06,03,05
585.0,588.0,Phylloscopus pulcher,Buff-barred Warbler,0.8024,psh4,2024,06,03,05
588.0,591.0,Phylloscopus pulcher,Buff-barred Warbler,0.5933,psh4,2024,06,03,05
705.0,708.0,Troglodytes pacificus,Pacific Wren,0.5066,psh4,2024,06,03,05
831.0,834.0,Phylloscopus reguloides,Blyth's Leaf Warbler,0.5323,psh4,2024,06,03,05
840.0,843.0,Carpodacus rodochroa,Pink-browed Rosefinch,0.5443,psh4,2024,06,03,05
876.0,879.0,Phylloscopus pulcher,Buff-barred Warbler,0.5151,psh4,2024,06,03,05
6.0,9.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6577,psh4,2024,06,03,06
15.0,18.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9549,psh4,2024,06,03,06
24.0,27.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8741,psh4,2024,06,03,06
78.0,81.0,Tarsiger chrysaeus,Golden Bush-Robin,0.5112,psh4,2024,06,03,06
90.0,93.0,Trochalopteron variegatum,Variegated Laughingthrush,0.694,psh4,2024,06,03,06
105.0,108.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5597,psh4,2024,06,03,06
123.0,126.0,Phylloscopus humei,Hume's Warbler,0.6931,psh4,2024,06,03,06
126.0,129.0,Phylloscopus humei,Hume's Warbler,0.6695,psh4,2024,06,03,06
132.0,135.0,Phylloscopus humei,Hume's Warbler,0.6704,psh4,2024,06,03,06
138.0,141.0,Phylloscopus humei,Hume's Warbler,0.6074,psh4,2024,06,03,06
144.0,147.0,Phylloscopus humei,Hume's Warbler,0.6765,psh4,2024,06,03,06
153.0,156.0,Phylloscopus humei,Hume's Warbler,0.8022,psh4,2024,06,03,06
159.0,162.0,Phylloscopus humei,Hume's Warbler,0.8886,psh4,2024,06,03,06
165.0,168.0,Phylloscopus humei,Hume's Warbler,0.8239,psh4,2024,06,03,06
168.0,171.0,Phylloscopus humei,Hume's Warbler,0.9249,psh4,2024,06,03,06
174.0,177.0,Phylloscopus humei,Hume's Warbler,0.8438,psh4,2024,06,03,06
186.0,189.0,Phylloscopus trochiloides,Greenish Warbler,0.582,psh4,2024,06,03,06
261.0,264.0,Phylloscopus trochiloides,Greenish Warbler,0.5993,psh4,2024,06,03,06
381.0,384.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6354,psh4,2024,06,03,06
480.0,483.0,Phylloscopus trochiloides,Greenish Warbler,0.5973,psh4,2024,06,03,06
507.0,510.0,Phylloscopus trochiloides,Greenish Warbler,0.5232,psh4,2024,06,03,06
573.0,576.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6078,psh4,2024,06,03,06
633.0,636.0,Phylloscopus trochiloides,Greenish Warbler,0.6012,psh4,2024,06,03,06
636.0,639.0,Phylloscopus trochiloides,Greenish Warbler,0.6964,psh4,2024,06,03,06
645.0,648.0,Phylloscopus trochiloides,Greenish Warbler,0.6618,psh4,2024,06,03,06
660.0,663.0,Phylloscopus humei,Hume's Warbler,0.9792,psh4,2024,06,03,06
669.0,672.0,Phylloscopus humei,Hume's Warbler,0.9792,psh4,2024,06,03,06
705.0,708.0,Phylloscopus humei,Hume's Warbler,0.9475,psh4,2024,06,03,06
720.0,723.0,Phylloscopus humei,Hume's Warbler,0.5971,psh4,2024,06,03,06
741.0,744.0,Trochalopteron variegatum,Variegated Laughingthrush,0.973,psh4,2024,06,03,06
744.0,747.0,Phylloscopus humei,Hume's Warbler,0.5081,psh4,2024,06,03,06
747.0,750.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9963,psh4,2024,06,03,06
756.0,759.0,Trochalopteron variegatum,Variegated Laughingthrush,0.931,psh4,2024,06,03,06
762.0,765.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9752,psh4,2024,06,03,06
768.0,771.0,Trochalopteron variegatum,Variegated Laughingthrush,0.985,psh4,2024,06,03,06
777.0,780.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9973,psh4,2024,06,03,06
795.0,798.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9174,psh4,2024,06,03,06
804.0,807.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9119,psh4,2024,06,03,06
807.0,810.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9731,psh4,2024,06,03,06
810.0,813.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9584,psh4,2024,06,03,06
819.0,822.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6567,psh4,2024,06,03,06
825.0,828.0,Trochalopteron variegatum,Variegated Laughingthrush,0.607,psh4,2024,06,03,06
828.0,831.0,Trochalopteron variegatum,Variegated Laughingthrush,0.883,psh4,2024,06,03,06
834.0,837.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5453,psh4,2024,06,03,06
840.0,843.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5853,psh4,2024,06,03,06
852.0,855.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8027,psh4,2024,06,03,06
855.0,858.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8838,psh4,2024,06,03,06
858.0,861.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5743,psh4,2024,06,03,06
861.0,864.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7772,psh4,2024,06,03,06
864.0,867.0,Prunella strophiata,Rufous-breasted Accentor,0.8267,psh4,2024,06,03,06
867.0,870.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7114,psh4,2024,06,03,06
870.0,873.0,Prunella strophiata,Rufous-breasted Accentor,0.7386,psh4,2024,06,03,06
873.0,876.0,Prunella strophiata,Rufous-breasted Accentor,0.6805,psh4,2024,06,03,06
879.0,882.0,Prunella strophiata,Rufous-breasted Accentor,0.7475,psh4,2024,06,03,06
882.0,885.0,Prunella strophiata,Rufous-breasted Accentor,0.6481,psh4,2024,06,03,06
18.0,21.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9988,psh4,2024,06,03,07
21.0,24.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9875,psh4,2024,06,03,07
24.0,27.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9847,psh4,2024,06,03,07
27.0,30.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9961,psh4,2024,06,03,07
30.0,33.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9945,psh4,2024,06,03,07
36.0,39.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9954,psh4,2024,06,03,07
39.0,42.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9911,psh4,2024,06,03,07
45.0,48.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9935,psh4,2024,06,03,07
48.0,51.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9982,psh4,2024,06,03,07
57.0,60.0,Trochalopteron variegatum,Variegated Laughingthrush,0.654,psh4,2024,06,03,07
69.0,72.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7788,psh4,2024,06,03,07
72.0,75.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9773,psh4,2024,06,03,07
78.0,81.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8101,psh4,2024,06,03,07
84.0,87.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5039,psh4,2024,06,03,07
102.0,105.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8997,psh4,2024,06,03,07
111.0,114.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8182,psh4,2024,06,03,07
114.0,117.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9422,psh4,2024,06,03,07
117.0,120.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8495,psh4,2024,06,03,07
123.0,126.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9586,psh4,2024,06,03,07
129.0,132.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8543,psh4,2024,06,03,07
135.0,138.0,Turdus iliacus,Redwing,0.533,psh4,2024,06,03,07
141.0,144.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8515,psh4,2024,06,03,07
165.0,168.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7362,psh4,2024,06,03,07
171.0,174.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6432,psh4,2024,06,03,07
174.0,177.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5284,psh4,2024,06,03,07
177.0,180.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7755,psh4,2024,06,03,07
183.0,186.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5873,psh4,2024,06,03,07
186.0,189.0,Trochalopteron variegatum,Variegated Laughingthrush,0.554,psh4,2024,06,03,07
207.0,210.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5788,psh4,2024,06,03,07
222.0,225.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5148,psh4,2024,06,03,07
225.0,228.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5821,psh4,2024,06,03,07
234.0,237.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9429,psh4,2024,06,03,07
240.0,243.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8691,psh4,2024,06,03,07
246.0,249.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9052,psh4,2024,06,03,07
252.0,255.0,Trochalopteron variegatum,Variegated Laughingthrush,0.961,psh4,2024,06,03,07
255.0,258.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6795,psh4,2024,06,03,07
258.0,261.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9725,psh4,2024,06,03,07
264.0,267.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7736,psh4,2024,06,03,07
270.0,273.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9064,psh4,2024,06,03,07
279.0,282.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6742,psh4,2024,06,03,07
288.0,291.0,Phylloscopus trochiloides,Greenish Warbler,0.5448,psh4,2024,06,03,07
291.0,294.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6203,psh4,2024,06,03,07
294.0,297.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9255,psh4,2024,06,03,07
300.0,303.0,Trochalopteron variegatum,Variegated Laughingthrush,0.68,psh4,2024,06,03,07
303.0,306.0,Trochalopteron variegatum,Variegated Laughingthrush,0.723,psh4,2024,06,03,07
321.0,324.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9002,psh4,2024,06,03,07
327.0,330.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8747,psh4,2024,06,03,07
333.0,336.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9149,psh4,2024,06,03,07
339.0,342.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7251,psh4,2024,06,03,07
345.0,348.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6503,psh4,2024,06,03,07
351.0,354.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6634,psh4,2024,06,03,07
354.0,357.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9904,psh4,2024,06,03,07
360.0,363.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9597,psh4,2024,06,03,07
366.0,369.0,Trochalopteron variegatum,Variegated Laughingthrush,0.943,psh4,2024,06,03,07
372.0,375.0,Trochalopteron variegatum,Variegated Laughingthrush,0.7192,psh4,2024,06,03,07
375.0,378.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8945,psh4,2024,06,03,07
381.0,384.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6647,psh4,2024,06,03,07
384.0,387.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9652,psh4,2024,06,03,07
387.0,390.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8239,psh4,2024,06,03,07
393.0,396.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8709,psh4,2024,06,03,07
396.0,399.0,Trochalopteron variegatum,Variegated Laughingthrush,0.9671,psh4,2024,06,03,07
