Start (s),End (s),Scientific name,Common name,Confidence,ID,Year,Month,Day,Time
0.0,3.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8733,psl2,2024,05,10,06
30.0,33.0,Motacilla cinerea,Gray Wagtail,0.6327,psl2,2024,05,10,06
42.0,45.0,Phylloscopus humei,Hume's Warbler,0.8934,psl2,2024,05,10,06
66.0,69.0,Motacilla cinerea,Gray Wagtail,0.5043,psl2,2024,05,10,06
69.0,72.0,Phylloscopus humei,Hume's Warbler,0.9969,psl2,2024,05,10,06
186.0,189.0,Motacilla cinerea,Gray Wagtail,0.9647,psl2,2024,05,10,06
222.0,225.0,Phylloscopus humei,Hume's Warbler,0.5166,psl2,2024,05,10,06
261.0,264.0,Phylloscopus occipitalis,Western Crowned Warbler,0.551,psl2,2024,05,10,06
267.0,270.0,Phylloscopus humei,Hume's Warbler,0.8703,psl2,2024,05,10,06
267.0,270.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.6646,psl2,2024,05,10,06
288.0,291.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8686,psl2,2024,05,10,06
300.0,303.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7036,psl2,2024,05,10,06
306.0,309.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8784,psl2,2024,05,10,06
312.0,315.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7592,psl2,2024,05,10,06
354.0,357.0,Phylloscopus humei,Hume's Warbler,0.5312,psl2,2024,05,10,06
366.0,369.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7485,psl2,2024,05,10,06
372.0,375.0,Phylloscopus humei,Hume's Warbler,0.6063,psl2,2024,05,10,06
399.0,402.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5072,psl2,2024,05,10,06
417.0,420.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6795,psl2,2024,05,10,06
426.0,429.0,Phylloscopus occipitalis,Western Crowned Warbler,0.542,psl2,2024,05,10,06
429.0,432.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6378,psl2,2024,05,10,06
432.0,435.0,Motacilla cinerea,Gray Wagtail,0.6792,psl2,2024,05,10,06
