Start (s),End (s),Scientific name,Common name,Confidence,File
36.0,39.0,Phylloscopus humei,Hume's Warbler,0.6543,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
60.0,63.0,Phylloscopus pulcher,Buff-barred Warbler,0.6597,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
105.0,108.0,Phylloscopus pulcher,Buff-barred Warbler,0.5974,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
108.0,111.0,Phylloscopus pulcher,Buff-barred Warbler,0.7157,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
114.0,117.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6614,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
129.0,132.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5437,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
141.0,144.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8136,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
153.0,156.0,Phylloscopus trochiloides,Greenish Warbler,0.7102,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
168.0,171.0,Phylloscopus trochiloides,Greenish Warbler,0.8198,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
171.0,174.0,Phylloscopus trochiloides,Greenish Warbler,0.5711,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
174.0,177.0,Phylloscopus trochiloides,Greenish Warbler,0.7196,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
216.0,219.0,Troglodytes pacificus,Pacific Wren,0.8350,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
261.0,264.0,Phylloscopus humei,Hume's Warbler,0.7236,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
273.0,276.0,Trochalopteron variegatum,Variegated Laughingthrush,0.8922,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
276.0,279.0,Trochalopteron variegatum,Variegated Laughingthrush,0.6729,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
279.0,282.0,Troglodytes pacificus,Pacific Wren,0.5682,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
279.0,282.0,Trochalopteron variegatum,Variegated Laughingthrush,0.5254,/Users/vanessaprema/Downloads/03_06_2024_28_07_2024/20240603_050000.WAV
