Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6871,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
51.0,54.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.7873,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
57.0,60.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.8032,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
63.0,66.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.9601,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
216.0,219.0,Larvivora brunnea,Indian Blue Robin,0.6795,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
318.0,321.0,Larvivora brunnea,Indian Blue Robin,0.6421,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
333.0,336.0,Larvivora brunnea,Indian Blue Robin,0.5447,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
342.0,345.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8596,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
345.0,348.0,Protonotaria citrea,Prothonotary Warbler,0.5489,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
378.0,381.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6334,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
381.0,384.0,Larvivora brunnea,Indian Blue Robin,0.5124,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
396.0,399.0,Protonotaria citrea,Prothonotary Warbler,0.6316,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
450.0,453.0,Carpodacus erythrinus,Common Rosefinch,0.7461,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
456.0,459.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9145,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
459.0,462.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6841,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
462.0,465.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5523,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
498.0,501.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5231,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
504.0,507.0,Protonotaria citrea,Prothonotary Warbler,0.9150,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
519.0,522.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6247,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
531.0,534.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6617,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
534.0,537.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7688,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
537.0,540.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6278,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
540.0,543.0,Phylloscopus occipitalis,Western Crowned Warbler,0.5742,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
546.0,549.0,Phylloscopus occipitalis,Western Crowned Warbler,0.6935,C:/Users/shang/OneDrive/Documents/02_personal/04_education/01_GT_MS/01_courses/2025/haag research/audio/mid_elevation/PSM9\20240617_060000.WAV
