Start (s),End (s),Scientific name,Common name,Confidence,File
285.0,288.0,Phylloscopus reguloides,Blyth's Leaf Warbler,0.1373,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
288.0,291.0,Phylloscopus trochiloides,Greenish Warbler,0.2459,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
294.0,297.0,Phylloscopus trochiloides,Greenish Warbler,0.1667,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
300.0,303.0,Phylloscopus nitidus,Green Warbler,0.1200,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
300.0,303.0,Phylloscopus trochiloides,Greenish Warbler,0.1139,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
303.0,306.0,Phylloscopus trochiloides,Greenish Warbler,0.6831,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
303.0,306.0,Phylloscopus nitidus,Green Warbler,0.1185,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
306.0,309.0,Phylloscopus reguloides,Blyth's Leaf Warbler,0.1758,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
306.0,309.0,Phylloscopus trochiloides,Greenish Warbler,0.1737,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
306.0,309.0,Phylloscopus pulcher,Buff-barred Warbler,0.1147,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
309.0,312.0,Phylloscopus trochiloides,Greenish Warbler,0.4474,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
312.0,315.0,Phylloscopus trochiloides,Greenish Warbler,0.8570,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
312.0,315.0,Phylloscopus nitidus,Green Warbler,0.1038,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
315.0,318.0,Phylloscopus trochiloides,Greenish Warbler,0.9151,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
315.0,318.0,Phylloscopus nitidus,Green Warbler,0.1379,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
318.0,321.0,Phylloscopus trochiloides,Greenish Warbler,0.1571,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
318.0,321.0,Phylloscopus chloronotus,Lemon-rumped Warbler,0.1120,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
321.0,324.0,Phylloscopus trochiloides,Greenish Warbler,0.6304,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
321.0,324.0,Phylloscopus nitidus,Green Warbler,0.3389,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH7\20240630_050000.WAV
