Start (s),End (s),Scientific name,Common name,Confidence,File
555.0,558.0,Glaucidium gnoma,Northern Pygmy-Owl,0.1362,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_040000.WAV
555.0,558.0,Aegolius acadicus,Northern Saw-whet Owl,0.1158,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_040000.WAV
606.0,609.0,Charadrius hiaticula,Common Ringed Plover,0.1733,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_040000.WAV
0,3.0,Phylloscopus humei,Hume's Warbler,0.6411,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
0,3.0,Phylloscopus trochiloides,Greenish Warbler,0.3081,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
0,3.0,Phylloscopus pulcher,Buff-barred Warbler,0.2348,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
6.0,9.0,Phylloscopus humei,Hume's Warbler,0.8799,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
6.0,9.0,Phylloscopus pulcher,Buff-barred Warbler,0.1228,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
9.0,12.0,Phylloscopus nitidus,Green Warbler,0.2499,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
9.0,12.0,Phylloscopus reguloides,Blyth's Leaf Warbler,0.1464,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
12.0,15.0,Phylloscopus humei,Hume's Warbler,0.5355,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
15.0,18.0,Phylloscopus humei,Hume's Warbler,0.1878,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
15.0,18.0,Turdus iliacus,Redwing,0.1266,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
18.0,21.0,Phylloscopus humei,Hume's Warbler,0.3796,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
18.0,21.0,Phylloscopus nitidus,Green Warbler,0.1924,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
18.0,21.0,Phylloscopus trochiloides,Greenish Warbler,0.1847,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
21.0,24.0,Phylloscopus humei,Hume's Warbler,0.4144,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
21.0,24.0,Turdus iliacus,Redwing,0.1847,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
21.0,24.0,Troglodytes solstitialis,Mountain Wren,0.1582,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/HIGH/PSH10/20240604_060000.WAV
