Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Phylloscopus occipitalis,Western Crowned Warbler,0.2906,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
15.0,18.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7085,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
15.0,18.0,Phylloscopus humei,Hume's Warbler,0.1725,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
15.0,18.0,Protonotaria citrea,Prothonotary Warbler,0.1058,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
36.0,39.0,Phylloscopus occipitalis,Western Crowned Warbler,0.7981,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
39.0,42.0,Protonotaria citrea,Prothonotary Warbler,0.9746,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
39.0,42.0,Phylloscopus occipitalis,Western Crowned Warbler,0.2158,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
48.0,51.0,Phylloscopus occipitalis,Western Crowned Warbler,0.9679,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
57.0,60.0,Phylloscopus humei,Hume's Warbler,0.1472,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
63.0,66.0,Phylloscopus occipitalis,Western Crowned Warbler,0.8697,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
87.0,90.0,Protonotaria citrea,Prothonotary Warbler,0.8383,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
87.0,90.0,Phylloscopus occipitalis,Western Crowned Warbler,0.2714,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
93.0,96.0,Turdus iliacus,Redwing,0.2359,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
141.0,144.0,Poecile rufescens,Chestnut-backed Chickadee,0.2234,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
177.0,180.0,Trochocercus cyanomelas,African Crested-Flycatcher,0.2045,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
183.0,186.0,Prunella modularis,Dunnock,0.1177,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
186.0,189.0,Zonotrichia leucophrys,White-crowned Sparrow,0.1520,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
189.0,192.0,Coccothraustes coccothraustes,Hawfinch,0.1017,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL7\20240509_060001.WAV
