Start (s),End (s),Scientific name,Common name,Confidence,File
3.0,6.0,Phylloscopus humei,Hume's Warbler,0.5274,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
3.0,6.0,Phylloscopus coronatus,Eastern Crowned Warbler,0.1433,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
3.0,6.0,Zosterops japonicus,Warbling White-eye,0.1222,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
6.0,9.0,Cyanoptila cyanomelana,Blue-and-white Flycatcher,0.1276,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
9.0,12.0,Phylloscopus humei,Hume's Warbler,0.9714,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
12.0,15.0,Phylloscopus humei,Hume's Warbler,0.9824,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
15.0,18.0,Phylloscopus humei,Hume's Warbler,0.9347,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
18.0,21.0,Phylloscopus humei,Hume's Warbler,0.9588,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
21.0,24.0,Phylloscopus humei,Hume's Warbler,0.9730,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
24.0,27.0,Phylloscopus humei,Hume's Warbler,0.9264,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
27.0,30.0,Cyanoptila cyanomelana,Blue-and-white Flycatcher,0.1539,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
27.0,30.0,Zosterops palpebrosus,Indian White-eye,0.1054,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
30.0,33.0,Phylloscopus magnirostris,Large-billed Leaf Warbler,0.2463,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
33.0,36.0,Phylloscopus humei,Hume's Warbler,0.9621,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
36.0,39.0,Phylloscopus humei,Hume's Warbler,0.9755,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
39.0,42.0,Carpodacus erythrinus,Common Rosefinch,0.1215,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
42.0,45.0,Phylloscopus humei,Hume's Warbler,0.6550,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
42.0,45.0,Zosterops simplex,Swinhoe's White-eye,0.1831,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
42.0,45.0,Zosterops japonicus,Warbling White-eye,0.1685,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M8/20240525_070000.WAV
