Start (s),End (s),Scientific name,Common name,Confidence,File
27.0,30.0,Tetrao urogallus,Western Capercaillie,0.1199,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_040000.WAV
555.0,558.0,Setophaga chrysoparia,Golden-cheeked Warbler,0.1130,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_040000.WAV
555.0,558.0,Tetrao urogallus,Western Capercaillie,0.1090,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_040000.WAV
0,3.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.5554,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_050000.WAV
3.0,6.0,Phylloscopus trochiloides,Greenish Warbler,0.1127,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_050000.WAV
12.0,15.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.5112,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_050000.WAV
15.0,18.0,Phylloscopus claudiae,Claudia's Leaf Warbler,0.1258,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_050000.WAV
15.0,18.0,Phylloscopus yunnanensis,Chinese Leaf Warbler,0.1064,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_050000.WAV
18.0,21.0,Pseudonestor xanthophrys,Maui Parrotbill,0.1259,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_050000.WAV
21.0,24.0,Phylloscopus affinis,Tickell's Leaf Warbler,0.5029,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_High/PSH5\20240607_050000.WAV
