Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Carpodacus erythrinus,Common Rosefinch,0.8679,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
6.0,9.0,Phylloscopus occipitalis,Western Crowned Warbler,0.1741,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
9.0,12.0,Carpodacus erythrinus,Common Rosefinch,0.3403,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
15.0,18.0,Carpodacus erythrinus,Common Rosefinch,0.3814,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
15.0,18.0,Calliope pectoralis,Himalayan Rubythroat,0.1778,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
27.0,30.0,Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,0.3132,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
27.0,30.0,Uromyias agilis,Agile Tit-Tyrant,0.1715,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
36.0,39.0,Phylloscopus occipitalis,Western Crowned Warbler,0.1837,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
48.0,51.0,Protonotaria citrea,Prothonotary Warbler,0.6020,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
51.0,54.0,Atlapetes schistaceus,Slaty Brushfinch,0.1595,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
54.0,57.0,Phylloscopus humei,Hume's Warbler,0.1018,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
75.0,78.0,Phylloscopus humei,Hume's Warbler,0.1800,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
84.0,87.0,Phylloscopus occipitalis,Western Crowned Warbler,0.1655,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
90.0,93.0,Protonotaria citrea,Prothonotary Warbler,0.1942,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
99.0,102.0,Phylloscopus occipitalis,Western Crowned Warbler,0.1053,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
99.0,102.0,Anthus rubescens,American Pipit,0.1044,C:/Users/shang/OneDrive - Georgia Institute of Technology/HAAG Research Bird Audio/Audio Files Analysis/Field_data_Low/PSL5\20240512_080000.WAV
