Start (s),End (s),Scientific name,Common name,Confidence,File
270.0,273.0,Haematopus ostralegus,Eurasian Oystercatcher,0.1461,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_040000.WAV
552.0,555.0,Spinus spinus,Eurasian Siskin,0.1509,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_040000.WAV
774.0,777.0,Charadrius dubius,Little Ringed Plover,0.2005,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_040000.WAV
834.0,837.0,Charadrius semipalmatus,Semipalmated Plover,0.1803,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_040000.WAV
852.0,855.0,Charadrius dubius,Little Ringed Plover,0.2234,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_040000.WAV
885.0,888.0,Tringa erythropus,Spotted Redshank,0.1468,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_040000.WAV
894.0,897.0,Pluvialis apricaria,European Golden-Plover,0.1035,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_040000.WAV
3.0,6.0,Phylloscopus humei,Hume's Warbler,0.1127,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
6.0,9.0,Phylloscopus humei,Hume's Warbler,0.8280,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
15.0,18.0,Phylloscopus humei,Hume's Warbler,0.1560,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
18.0,21.0,Phylloscopus trochiloides,Greenish Warbler,0.2567,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
18.0,21.0,Phylloscopus humei,Hume's Warbler,0.1149,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
21.0,24.0,Phylloscopus humei,Hume's Warbler,0.6040,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
21.0,24.0,Phylloscopus trochiloides,Greenish Warbler,0.1345,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
24.0,27.0,Phylloscopus humei,Hume's Warbler,0.4335,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
24.0,27.0,Phylloscopus trochiloides,Greenish Warbler,0.1821,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
27.0,30.0,Phylloscopus trochiloides,Greenish Warbler,0.1458,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
30.0,33.0,Phylloscopus humei,Hume's Warbler,0.4437,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
33.0,36.0,Phylloscopus humei,Hume's Warbler,0.3169,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
33.0,36.0,Phylloscopus trochiloides,Greenish Warbler,0.1592,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
36.0,39.0,Phylloscopus humei,Hume's Warbler,0.2348,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
36.0,39.0,Phylloscopus trochiloides,Greenish Warbler,0.1513,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
39.0,42.0,Phylloscopus trochiloides,Greenish Warbler,0.3010,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
39.0,42.0,Phylloscopus humei,Hume's Warbler,0.1650,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
42.0,45.0,Phylloscopus humei,Hume's Warbler,0.7202,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
42.0,45.0,Trochalopteron variegatum,Variegated Laughingthrush,0.1734,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
42.0,45.0,Trochalopteron affine,Black-faced Laughingthrush,0.1231,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
51.0,54.0,Phylloscopus humei,Hume's Warbler,0.1775,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
54.0,57.0,Phylloscopus humei,Hume's Warbler,0.1689,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
57.0,60.0,Phylloscopus humei,Hume's Warbler,0.2623,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
63.0,66.0,Phylloscopus humei,Hume's Warbler,0.7495,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
66.0,69.0,Phylloscopus humei,Hume's Warbler,0.2902,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
66.0,69.0,Phylloscopus trochiloides,Greenish Warbler,0.1000,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
69.0,72.0,Phylloscopus humei,Hume's Warbler,0.2334,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
69.0,72.0,Phylloscopus trochiloides,Greenish Warbler,0.1279,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
72.0,75.0,Phylloscopus humei,Hume's Warbler,0.1533,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
75.0,78.0,Phylloscopus humei,Hume's Warbler,0.4806,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
75.0,78.0,Phylloscopus trochiloides,Greenish Warbler,0.2851,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
78.0,81.0,Phylloscopus humei,Hume's Warbler,0.1583,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
81.0,84.0,Phylloscopus humei,Hume's Warbler,0.8178,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
84.0,87.0,Phylloscopus trochiloides,Greenish Warbler,0.2461,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
84.0,87.0,Phylloscopus humei,Hume's Warbler,0.1135,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
87.0,90.0,Phylloscopus trochiloides,Greenish Warbler,0.2599,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
87.0,90.0,Phylloscopus humei,Hume's Warbler,0.1272,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
90.0,93.0,Phylloscopus humei,Hume's Warbler,0.4569,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
90.0,93.0,Phylloscopus trochiloides,Greenish Warbler,0.1101,/Users/vanessaprema/Documents/Research/bird audio research/full_length_audio/field/MID/M10/02_06_2024_26_07_2024/20240602_050000.WAV
